round,local_test_acc,global_test_acc,train_loss,id_test_acc,ood_test_acc,id_test_count,ood_test_count,id_client_std,ood_client_std,uplink_mb,downlink_mb,total_mb
88,0.2360,,0.0402,,,,,,,196.36,196.36,392.73
89,0.2358,,0.0392,,,,,,,196.36,196.36,392.73
90,0.2357,,0.0380,,,,,,,196.36,196.36,392.73
91,0.2366,,0.0372,,,,,,,196.36,196.36,392.73
92,0.2363,,0.0367,,,,,,,196.36,196.36,392.73
93,0.2365,,0.0357,,,,,,,196.36,196.36,392.73
94,0.2363,,0.0346,,,,,,,196.36,196.36,392.73
95,0.2361,,0.0337,,,,,,,196.36,196.36,392.73
96,0.2363,,0.0330,,,,,,,196.36,196.36,392.73
97,0.2363,,0.0326,,,,,,,196.36,196.36,392.73
98,0.2358,,0.0315,,,,,,,196.36,196.36,392.73
99,0.2354,,0.0309,,,,,,,196.36,196.36,392.73
100,0.2357,,0.0303,,,,,,,196.36,196.36,392.73
101,0.2360,,0.0302,,,,,,,196.36,196.36,392.73
