round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1661,0.1599,0.1587,0.1578,0.1587,0.1453,2.4420,5.2156,10.4312,15.6468
1,0.1674,0.1623,0.1587,0.1574,0.1587,0.1390,2.2582,5.2156,5.2156,10.4312
2,0.1868,0.1717,0.1814,0.1772,0.1814,0.1373,2.1750,5.2156,10.4312,15.6468
3,0.1898,0.1797,0.1814,0.1775,0.1814,0.1378,2.0724,5.2156,5.2156,10.4312
4,0.1739,0.1636,0.1774,0.1750,0.1774,0.1401,1.9735,5.2156,10.4312,15.6468
5,0.1763,0.1703,0.1774,0.1755,0.1774,0.1404,1.9224,5.2156,5.2156,10.4312
6,0.2021,0.1867,0.2004,0.1918,0.2004,0.1418,1.8505,5.2156,10.4312,15.6468
7,0.2081,0.1995,0.2004,0.1916,0.2004,0.1426,1.8156,5.2156,5.2156,10.4312
8,0.2236,0.2080,0.2187,0.2060,0.2187,0.1449,1.7909,5.2156,10.4312,15.6468
9,0.2266,0.2143,0.2187,0.2065,0.2187,0.1466,1.7715,5.2156,5.2156,10.4312
10,0.2122,0.2046,0.2127,0.2055,0.2127,0.1486,1.7962,5.2156,10.4312,15.6468
11,0.2146,0.2064,0.2127,0.2065,0.2127,0.1506,1.7854,5.2156,5.2156,10.4312
12,0.2199,0.2056,0.2187,0.2138,0.2187,0.1535,1.7849,5.2156,10.4312,15.6468
13,0.2204,0.2085,0.2187,0.2143,0.2187,0.1562,1.7815,5.2156,5.2156,10.4312
14,0.2411,0.2284,0.2333,0.2230,0.2333,0.1581,1.7560,5.2156,10.4312,15.6468
15,0.2472,0.2382,0.2333,0.2232,0.2333,0.1594,1.7449,5.2156,5.2156,10.4312
16,0.2449,0.2290,0.2228,0.2237,0.2228,0.1614,1.8273,5.2156,10.4312,15.6468
17,0.2470,0.2283,0.2228,0.2244,0.2228,0.1626,1.8213,5.2156,5.2156,10.4312
18,0.2593,0.2435,0.2304,0.2284,0.2304,0.1639,1.8390,5.2156,10.4312,15.6468
19,0.2590,0.2425,0.2304,0.2281,0.2304,0.1640,1.8338,5.2156,5.2156,10.4312
20,0.2503,0.2225,0.2362,0.2339,0.2362,0.1656,1.8129,5.2156,10.4312,15.6468
21,0.2474,0.2206,0.2362,0.2330,0.2362,0.1654,1.7982,5.2156,5.2156,10.4312
22,0.2293,0.2106,0.2160,0.2212,0.2160,0.1657,1.8449,5.2156,10.4312,15.6468
23,0.2298,0.2128,0.2160,0.2210,0.2160,0.1660,1.8381,5.2156,5.2156,10.4312
