round,test_acc,train_loss,uplink_mb,downlink_mb
1,0.0952,2.4316,0.00,10246.39
2,0.5504,1.6201,10246.39,20492.78
3,0.7103,0.9276,20492.78,30739.18
4,0.7671,0.7030,30739.18,40985.57
5,0.7888,0.6062,40985.57,51231.96
6,0.8100,0.5302,51231.96,61478.35
7,0.8202,0.4818,61478.35,71724.75
8,0.8277,0.4433,71724.75,81971.14
9,0.8349,0.4159,81971.14,92217.53
10,0.8413,0.3815,92217.53,102463.92
11,0.8451,0.3558,102463.92,112710.32
12,0.8484,0.3457,112710.32,122956.71
13,0.8549,0.3174,122956.71,133203.10
14,0.8562,0.2996,133203.10,143449.49
15,0.8607,0.2796,143449.49,153695.89
16,0.8617,0.2682,153695.89,163942.28
17,0.8629,0.2585,163942.28,174188.67
18,0.8655,0.2399,174188.67,184435.06
19,0.8672,0.2253,184435.06,194681.45
20,0.8703,0.2127,194681.45,204927.85
21,0.8734,0.1989,204927.85,215174.24
22,0.8731,0.1887,215174.24,225420.63
23,0.8737,0.1802,225420.63,235667.02
24,0.8765,0.1703,235667.02,245913.42
25,0.8768,0.1585,245913.42,256159.81
26,0.8777,0.1497,256159.81,266406.20
27,0.8769,0.1472,266406.20,276652.59
28,0.8799,0.1377,276652.59,286898.99
29,0.8799,0.1274,286898.99,297145.38
30,0.8788,0.1233,297145.38,307391.77
31,0.8817,0.1152,307391.77,317638.16
32,0.8824,0.1112,317638.16,327884.56
33,0.8803,0.1066,327884.56,338130.95
34,0.8828,0.0970,338130.95,348377.34
35,0.8832,0.0938,348377.34,358623.73
36,0.8841,0.0879,358623.73,368870.13
37,0.8848,0.0853,368870.13,379116.52
38,0.8849,0.0810,379116.52,389362.91
39,0.8844,0.0743,389362.91,399609.30
40,0.8845,0.0700,399609.30,409855.69
41,0.8839,0.0695,409855.69,420102.09
42,0.8850,0.0620,420102.09,430348.48
43,0.8844,0.0600,430348.48,440594.87
44,0.8865,0.0584,440594.87,450841.26
45,0.8857,0.0580,450841.26,461087.66
46,0.8887,0.0536,461087.66,471334.05
47,0.8863,0.0514,471334.05,481580.44
48,0.8870,0.0489,481580.44,491826.83
49,0.8877,0.0462,491826.83,502073.23
50,0.8875,0.0465,502073.23,512319.62
51,0.8877,0.0434,512319.62,522566.01
52,0.8891,0.0477,522566.01,532812.40
53,0.8887,0.0434,532812.40,543058.80
54,0.8895,0.0375,543058.80,553305.19
55,0.8897,0.0365,553305.19,563551.58
56,0.8889,0.0383,563551.58,573797.97
57,0.8878,0.0362,573797.97,584044.36
58,0.8881,0.0334,584044.36,594290.76
59,0.8884,0.0332,594290.76,604537.15
60,0.8895,0.0315,604537.15,614783.54
61,0.8903,0.0295,614783.54,625029.93
62,0.8899,0.0285,625029.93,635276.33
63,0.8898,0.0267,635276.33,645522.72
64,0.8896,0.0285,645522.72,655769.11
65,0.8904,0.0280,655769.11,666015.50
66,0.8901,0.0268,666015.50,676261.90
67,0.8906,0.0254,676261.90,686508.29
68,0.8903,0.0238,686508.29,696754.68
69,0.8903,0.0244,696754.68,707001.07
70,0.8895,0.0229,707001.07,717247.47
71,0.8901,0.0219,717247.47,727493.86
72,0.8904,0.0206,727493.86,737740.25
73,0.8885,0.0216,737740.25,747986.64
74,0.8895,0.0208,747986.64,758233.03
75,0.8896,0.0202,758233.03,768479.43
76,0.8893,0.0206,768479.43,778725.82
77,0.8903,0.0199,778725.82,788972.21
78,0.8890,0.0194,788972.21,799218.60
79,0.8887,0.0203,799218.60,809465.00
80,0.8904,0.0202,809465.00,819711.39
81,0.8900,0.0185,819711.39,829957.78
82,0.8913,0.0185,829957.78,840204.17
83,0.8918,0.0189,840204.17,850450.57
84,0.8907,0.0174,850450.57,860696.96
85,0.8916,0.0184,860696.96,870943.35
86,0.8909,0.0169,870943.35,881189.74
87,0.8908,0.0166,881189.74,891436.14
88,0.8910,0.0162,891436.14,901682.53
89,0.8895,0.0173,901682.53,911928.92
90,0.8917,0.0159,911928.92,922175.31
91,0.8917,0.0145,922175.31,932421.71
92,0.8911,0.0155,932421.71,942668.10
93,0.8917,0.0151,942668.10,952914.49
94,0.8904,0.0149,952914.49,963160.88
95,0.8917,0.0138,963160.88,973407.27
96,0.8913,0.0133,973407.27,983653.67
97,0.8908,0.0131,983653.67,993900.06
98,0.8905,0.0127,993900.06,1004146.45
99,0.8906,0.0130,1004146.45,1014392.84
100,0.8917,0.0122,1014392.84,1024639.24
101,0.8911,0.0118,1024639.24,1034885.63
