round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.5688,0.6303,0.1973,0.1562,0.1973,0.1300,1.2840,5.6146,10.4312,16.0458
1,0.6319,0.6641,0.1973,0.1498,0.1973,0.1338,1.1480,5.6146,5.2156,10.8302
2,0.6029,0.6885,0.2342,0.1796,0.2342,0.1382,1.0744,5.6146,10.4312,16.0458
3,0.6230,0.7088,0.2342,0.1804,0.2342,0.1421,1.0496,5.6146,5.2156,10.8302
4,0.5682,0.7187,0.2467,0.2085,0.2467,0.1441,1.0246,5.6146,10.4312,16.0458
5,0.5781,0.7253,0.2467,0.2083,0.2467,0.1454,1.0130,5.6146,5.2156,10.8302
6,0.5382,0.7311,0.2517,0.2220,0.2517,0.1465,1.0020,5.6146,10.4312,16.0458
7,0.5442,0.7365,0.2517,0.2218,0.2517,0.1475,0.9949,5.6146,5.2156,10.8302
8,0.5203,0.7412,0.2523,0.2279,0.2523,0.1485,0.9867,5.6146,10.4312,16.0458
9,0.5238,0.7468,0.2523,0.2278,0.2523,0.1495,0.9819,5.6146,5.2156,10.8302
10,0.5084,0.7501,0.2538,0.2319,0.2538,0.1503,0.9763,5.6146,10.4312,16.0458
11,0.5125,0.7538,0.2538,0.2319,0.2538,0.1510,0.9725,5.6146,5.2156,10.8302
12,0.5000,0.7576,0.2547,0.2359,0.2547,0.1516,0.9680,5.6146,10.4312,16.0458
13,0.5037,0.7608,0.2547,0.2357,0.2547,0.1521,0.9638,5.6146,5.2156,10.8302
14,0.4903,0.7644,0.2535,0.2380,0.2535,0.1528,0.9607,5.6146,10.4312,16.0458
15,0.4940,0.7672,0.2535,0.2383,0.2535,0.1533,0.9570,5.6146,5.2156,10.8302
16,0.4842,0.7687,0.2541,0.2413,0.2541,0.1537,0.9542,5.6146,10.4312,16.0458
17,0.4877,0.7706,0.2541,0.2415,0.2541,0.1541,0.9512,5.6146,5.2156,10.8302
18,0.4792,0.7723,0.2533,0.2431,0.2533,0.1546,0.9478,5.6146,10.4312,16.0458
19,0.4818,0.7729,0.2533,0.2431,0.2533,0.1546,0.9458,5.6146,5.2156,10.8302
20,0.4745,0.7751,0.2544,0.2448,0.2544,0.1550,0.9430,5.6146,10.4312,16.0458
21,0.4765,0.7763,0.2544,0.2445,0.2544,0.1553,0.9407,5.6146,5.2156,10.8302
22,0.4701,0.7780,0.2556,0.2462,0.2556,0.1555,0.9382,5.6146,10.4312,16.0458
23,0.4726,0.7779,0.2556,0.2461,0.2556,0.1556,0.9349,5.6146,5.2156,10.8302
24,0.4640,0.7800,0.2572,0.2464,0.2572,0.1560,0.9334,5.6146,10.4312,16.0458
25,0.4657,0.7809,0.2572,0.2466,0.2572,0.1563,0.9311,5.6146,5.2156,10.8302
26,0.4619,0.7832,0.2582,0.2478,0.2582,0.1566,0.9299,5.6146,10.4312,16.0458
27,0.4641,0.7846,0.2582,0.2479,0.2582,0.1569,0.9272,5.6146,5.2156,10.8302
28,0.4591,0.7848,0.2599,0.2496,0.2599,0.1572,0.9252,5.6146,10.4312,16.0458
29,0.4618,0.7853,0.2599,0.2501,0.2599,0.1572,0.9241,5.6146,5.2156,10.8302
30,0.4574,0.7872,0.2607,0.2515,0.2607,0.1575,0.9212,5.6146,10.4312,16.0458
31,0.4590,0.7884,0.2607,0.2512,0.2607,0.1577,0.9199,5.6146,5.2156,10.8302
32,0.4569,0.7891,0.2625,0.2528,0.2625,0.1579,0.9174,5.6146,10.4312,16.0458
33,0.4576,0.7912,0.2625,0.2527,0.2625,0.1583,0.9163,5.6146,5.2156,10.8302
34,0.4537,0.7921,0.2624,0.2537,0.2624,0.1584,0.9148,5.6146,10.4312,16.0458
35,0.4544,0.7924,0.2624,0.2538,0.2624,0.1585,0.9134,5.6146,5.2156,10.8302
36,0.4514,0.7926,0.2626,0.2543,0.2626,0.1586,0.9113,5.6146,10.4312,16.0458
37,0.4527,0.7927,0.2626,0.2543,0.2626,0.1586,0.9092,5.6146,5.2156,10.8302
38,0.4486,0.7922,0.2640,0.2554,0.2640,0.1585,0.9078,5.6146,10.4312,16.0458
39,0.4509,0.7953,0.2640,0.2556,0.2640,0.1590,0.9070,5.6146,5.2156,10.8302
40,0.4472,0.7944,0.2646,0.2559,0.2646,0.1591,0.9051,5.6146,10.4312,16.0458
41,0.4478,0.7944,0.2646,0.2558,0.2646,0.1591,0.9033,5.6146,5.2156,10.8302
42,0.4469,0.7970,0.2657,0.2565,0.2657,0.1593,0.9024,5.6146,10.4312,16.0458
43,0.4473,0.7980,0.2657,0.2565,0.2657,0.1596,0.9003,5.6146,5.2156,10.8302
44,0.4433,0.7980,0.2662,0.2564,0.2662,0.1596,0.8997,5.6146,10.4312,16.0458
45,0.4441,0.7984,0.2662,0.2564,0.2662,0.1597,0.8981,5.6146,5.2156,10.8302
46,0.4433,0.7991,0.2658,0.2575,0.2658,0.1599,0.8968,5.6146,10.4312,16.0458
47,0.4440,0.7994,0.2658,0.2574,0.2658,0.1600,0.8954,5.6146,5.2156,10.8302
48,0.4430,0.8010,0.2659,0.2580,0.2659,0.1601,0.8943,5.6146,10.4312,16.0458
49,0.4431,0.8006,0.2659,0.2578,0.2659,0.1601,0.8925,5.6146,5.2156,10.8302
50,0.4438,0.8021,0.2665,0.2584,0.2665,0.1604,0.8929,5.6146,10.4312,16.0458
