round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4258,0.5671,0.1505,0.1447,0.1505,0.1293,1.6101,23.4676,31.2906,54.7581
1,0.5566,0.6297,0.1505,0.1402,0.1505,0.1286,1.3372,23.4676,23.4676,46.9351
2,0.5841,0.6512,0.1557,0.1461,0.1557,0.1313,1.2423,23.4676,31.2906,54.7581
3,0.6087,0.6648,0.1557,0.1465,0.1557,0.1337,1.1949,23.4676,23.4676,46.9351
4,0.5912,0.6774,0.1430,0.1514,0.1430,0.1360,1.1725,23.4676,31.2906,54.7581
5,0.6043,0.6878,0.1430,0.1531,0.1430,0.1380,1.1531,23.4676,23.4676,46.9351
6,0.5953,0.6999,0.1489,0.1565,0.1489,0.1403,1.1376,23.4676,31.2906,54.7581
7,0.6046,0.7080,0.1489,0.1579,0.1489,0.1419,1.1260,23.4676,23.4676,46.9351
8,0.5651,0.7129,0.1784,0.1839,0.1784,0.1429,1.0898,23.4676,31.2906,54.7581
9,0.5708,0.7169,0.1784,0.1843,0.1784,0.1437,1.0813,23.4676,23.4676,46.9351
10,0.5849,0.7211,0.1929,0.1865,0.1929,0.1444,1.0672,23.4676,31.2906,54.7581
11,0.5892,0.7255,0.1929,0.1870,0.1929,0.1451,1.0606,23.4676,23.4676,46.9351
12,0.6215,0.7286,0.1929,0.1845,0.1929,0.1457,1.0523,23.4676,31.2906,54.7581
13,0.6264,0.7312,0.1929,0.1845,0.1929,0.1463,1.0475,23.4676,23.4676,46.9351
14,0.6221,0.7344,0.1973,0.1844,0.1973,0.1469,1.0486,23.4676,31.2906,54.7581
15,0.6261,0.7364,0.1973,0.1849,0.1973,0.1472,1.0443,23.4676,23.4676,46.9351
16,0.6612,0.7375,0.1974,0.1844,0.1974,0.1476,1.0387,23.4676,31.2906,54.7581
17,0.6634,0.7401,0.1974,0.1847,0.1974,0.1480,1.0356,23.4676,23.4676,46.9351
18,0.5513,0.7421,0.2117,0.2009,0.2117,0.1484,1.0311,23.4676,31.2906,54.7581
19,0.5534,0.7438,0.2117,0.2009,0.2117,0.1487,1.0284,23.4676,23.4676,46.9351
20,0.5774,0.7479,0.2061,0.1985,0.2061,0.1496,1.0302,23.4676,31.2906,54.7581
