round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.8641,0.1728,0.1414,0.5756,9618.9859,9618.9859,19237.9718
1,0.8753,0.1752,0.1572,0.3584,9618.9859,495.2351,10114.2210
2,0.8865,0.1774,0.1659,0.2954,9618.9859,495.2351,10114.2210
3,0.8893,0.1778,0.1685,0.2693,9618.9859,495.2351,10114.2210
4,0.8930,0.1787,0.2913,0.4006,9618.9859,9618.9859,19237.9718
5,0.8973,0.1797,0.1641,0.2866,9618.9859,495.2351,10114.2210
