round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.0994,0.0994,2.3042,0.0994,0.0994,2.3042,0.00,196.36,196.36
2,0.1123,0.1247,2.3052,0.3651,0.1108,2.3045,196.36,196.36,392.73
3,0.2621,0.3242,2.1838,0.4836,0.1284,2.1196,196.36,196.36,392.73
4,0.3778,0.4539,2.0379,0.5571,0.1517,1.8195,196.36,196.36,392.73
5,0.4284,0.5085,1.9166,0.6115,0.1795,1.5815,196.36,196.36,392.73
6,0.4770,0.5523,1.8055,0.6499,0.2021,1.4331,196.36,196.36,392.73
7,0.5169,0.5936,1.7132,0.6838,0.2281,1.3360,196.36,196.36,392.73
8,0.5515,0.6240,1.6327,0.7128,0.2507,1.2643,196.36,196.36,392.73
9,0.5719,0.6453,1.5625,0.7327,0.2689,1.2081,196.36,196.36,392.73
10,0.5857,0.6578,1.5023,0.7471,0.2842,1.1606,196.36,196.36,392.73
11,0.5996,0.6711,1.4504,0.7589,0.2980,1.1207,196.36,196.36,392.73
12,0.6082,0.6815,1.4055,0.7700,0.3106,1.0835,196.36,196.36,392.73
13,0.6182,0.6889,1.3644,0.7772,0.3195,1.0516,196.36,196.36,392.73
14,0.6245,0.6966,1.3261,0.7825,0.3282,1.0228,196.36,196.36,392.73
15,0.6325,0.7032,1.2852,0.7915,0.3410,0.9949,196.36,196.36,392.73
16,0.6332,0.7073,1.2611,0.7980,0.3501,0.9707,196.36,196.36,392.73
17,0.6361,0.7114,1.2393,0.8055,0.3607,0.9467,196.36,196.36,392.73
18,0.6409,0.7158,1.2126,0.8105,0.3695,0.9249,196.36,196.36,392.73
19,0.6436,0.7192,1.1915,0.8120,0.3769,0.9132,196.36,196.36,392.73
20,0.6474,0.7232,1.1713,0.8208,0.3850,0.8855,196.36,196.36,392.73
21,0.6510,0.7261,1.1511,0.8255,0.3916,0.8668,196.36,196.36,392.73
22,0.6531,0.7285,1.1333,0.8276,0.3983,0.8470,196.36,196.36,392.73
23,0.6576,0.7316,1.1150,0.8338,0.4082,0.8300,196.36,196.36,392.73
24,0.6614,0.7356,1.0980,0.8374,0.4159,0.8137,196.36,196.36,392.73
25,0.6659,0.7379,1.0775,0.8398,0.4243,0.8017,196.36,196.36,392.73
26,0.6654,0.7396,1.0686,0.8434,0.4308,0.7846,196.36,196.36,392.73
27,0.6706,0.7426,1.0543,0.8459,0.4393,0.7706,196.36,196.36,392.73
28,0.6720,0.7447,1.0410,0.8477,0.4461,0.7552,196.36,196.36,392.73
29,0.6778,0.7481,1.0245,0.8498,0.4529,0.7424,196.36,196.36,392.73
30,0.6793,0.7502,1.0153,0.8523,0.4601,0.7333,196.36,196.36,392.73
31,0.6797,0.7519,1.0090,0.8548,0.4657,0.7180,196.36,196.36,392.73
32,0.6835,0.7547,0.9929,0.8574,0.4710,0.7058,196.36,196.36,392.73
33,0.6842,0.7564,0.9876,0.8554,0.4766,0.6962,196.36,196.36,392.73
34,0.6895,0.7591,0.9726,0.8620,0.4839,0.6842,196.36,196.36,392.73
35,0.6931,0.7626,0.9655,0.8632,0.4897,0.6726,196.36,196.36,392.73
36,0.6943,0.7638,0.9518,0.8624,0.4937,0.6636,196.36,196.36,392.73
37,0.6978,0.7664,0.9461,0.8613,0.5000,0.6625,196.36,196.36,392.73
38,0.6976,0.7673,0.9419,0.8683,0.5060,0.6445,196.36,196.36,392.73
39,0.7007,0.7701,0.9284,0.8672,0.5131,0.6348,196.36,196.36,392.73
40,0.7045,0.7722,0.9255,0.8691,0.5165,0.6277,196.36,196.36,392.73
41,0.7068,0.7748,0.9134,0.8692,0.5232,0.6178,196.36,196.36,392.73
42,0.7061,0.7755,0.9108,0.8703,0.5285,0.6148,196.36,196.36,392.73
43,0.7084,0.7786,0.9074,0.8727,0.5334,0.6044,196.36,196.36,392.73
44,0.7108,0.7806,0.8967,0.8732,0.5392,0.5952,196.36,196.36,392.73
45,0.7135,0.7816,0.8864,0.8766,0.5436,0.5891,196.36,196.36,392.73
46,0.7106,0.7819,0.8888,0.8687,0.5469,0.5924,196.36,196.36,392.73
47,0.7165,0.7852,0.8768,0.8752,0.5536,0.5846,196.36,196.36,392.73
48,0.7172,0.7875,0.8726,0.8780,0.5586,0.5700,196.36,196.36,392.73
49,0.7219,0.7902,0.8631,0.8801,0.5642,0.5592,196.36,196.36,392.73
50,0.7254,0.7927,0.8501,0.8765,0.5711,0.5745,196.36,196.36,392.73
51,0.7248,0.7947,0.8542,0.8773,0.5737,0.5628,196.36,196.36,392.73
52,0.7248,0.7943,0.8484,0.8844,0.5803,0.5395,196.36,196.36,392.73
53,0.7289,0.7976,0.8387,0.8844,0.5829,0.5355,196.36,196.36,392.73
54,0.7272,0.7986,0.8431,0.8837,0.5889,0.5296,196.36,196.36,392.73
55,0.7285,0.8002,0.8383,0.8852,0.5913,0.5257,196.36,196.36,392.73
56,0.7327,0.8031,0.8289,0.8871,0.5974,0.5152,196.36,196.36,392.73
57,0.7347,0.8045,0.8232,0.8873,0.6007,0.5127,196.36,196.36,392.73
58,0.7367,0.8053,0.8187,0.8882,0.6086,0.5066,196.36,196.36,392.73
59,0.7372,0.8071,0.8135,0.8883,0.6083,0.5147,196.36,196.36,392.73
60,0.7386,0.8081,0.8117,0.8863,0.6113,0.5092,196.36,196.36,392.73
61,0.7397,0.8096,0.8020,0.8914,0.6201,0.4920,196.36,196.36,392.73
62,0.7422,0.8101,0.8025,0.8914,0.6214,0.4849,196.36,196.36,392.73
63,0.7428,0.8125,0.7982,0.8906,0.6263,0.4846,196.36,196.36,392.73
64,0.7439,0.8134,0.7955,0.8937,0.6332,0.4778,196.36,196.36,392.73
65,0.7481,0.8141,0.7817,0.8942,0.6335,0.4734,196.36,196.36,392.73
66,0.7470,0.8160,0.7840,0.8954,0.6368,0.4677,196.36,196.36,392.73
67,0.7475,0.8168,0.7858,0.8950,0.6419,0.4652,196.36,196.36,392.73
68,0.7491,0.8177,0.7768,0.8849,0.6374,0.4863,196.36,196.36,392.73
69,0.7559,0.8197,0.7577,0.8957,0.6443,0.4543,196.36,196.36,392.73
70,0.7471,0.8175,0.7755,0.8804,0.6435,0.4912,196.36,196.36,392.73
71,0.7538,0.8211,0.7649,0.8942,0.6482,0.4591,196.36,196.36,392.73
72,0.7526,0.8220,0.7659,0.8974,0.6543,0.4488,196.36,196.36,392.73
73,0.7540,0.8225,0.7604,0.8977,0.6549,0.4412,196.36,196.36,392.73
74,0.7523,0.8225,0.7588,0.8990,0.6577,0.4382,196.36,196.36,392.73
75,0.7565,0.8244,0.7527,0.8981,0.6617,0.4350,196.36,196.36,392.73
76,0.7554,0.8247,0.7553,0.8995,0.6620,0.4316,196.36,196.36,392.73
77,0.7582,0.8263,0.7447,0.8980,0.6639,0.4317,196.36,196.36,392.73
78,0.7604,0.8273,0.7433,0.9022,0.6700,0.4235,196.36,196.36,392.73
79,0.7571,0.8274,0.7476,0.8955,0.6691,0.4334,196.36,196.36,392.73
80,0.7594,0.8291,0.7400,0.9022,0.6732,0.4174,196.36,196.36,392.73
81,0.7604,0.8286,0.7409,0.9031,0.6733,0.4161,196.36,196.36,392.73
82,0.7618,0.8305,0.7326,0.9022,0.6753,0.4105,196.36,196.36,392.73
