round,cluster_id,accuracy,samples
0,0,0.2256,1139
0,1,0.3074,732
0,2,0.1942,278
0,3,0.1463,1094
0,4,0.2140,986
0,5,0.1754,114
0,6,0.0845,521
0,7,0.0803,598
0,8,0.1351,570
0,9,0.1368,446
0,10,0.1865,504
0,11,0.0719,334
0,12,0.2103,485
0,13,0.2215,596
0,14,0.1380,326
0,15,0.1021,529
0,16,0.0989,748
1,0,0.2239,1139
1,1,0.2582,732
1,2,0.2050,278
1,3,0.1563,1094
1,4,0.2079,986
1,5,0.1842,114
1,6,0.0825,521
1,7,0.0970,598
1,8,0.1316,570
1,9,0.1570,446
1,10,0.2817,504
1,11,0.0749,334
1,12,0.2165,485
1,13,0.2416,596
1,14,0.1258,326
1,15,0.1078,529
1,16,0.1056,748
2,0,0.1283,569
2,1,0.1943,1261
2,2,0.2086,278
2,3,0.1929,1094
2,4,0.2211,986
2,5,0.1568,440
2,6,0.1267,521
2,7,0.1321,598
2,8,0.1316,570
2,9,0.1928,446
2,10,0.2282,504
2,11,0.0988,334
2,12,0.2144,485
2,13,0.3096,1166
2,16,0.1230,748
3,0,0.1283,569
3,1,0.1705,1261
3,2,0.1978,278
3,3,0.1965,1094
3,4,0.2150,986
3,5,0.1545,440
3,6,0.1305,521
3,7,0.1505,598
3,8,0.1281,570
3,9,0.2242,446
3,10,0.3075,504
3,11,0.0988,334
3,12,0.2206,485
3,13,0.3139,1166
3,16,0.1257,748
4,0,0.1406,569
4,1,0.1427,1261
4,2,0.2014,278
4,3,0.2568,592
4,4,0.1957,986
4,5,0.1491,114
4,6,0.1670,521
4,7,0.1873,598
4,8,0.1088,570
4,9,0.2466,446
4,10,0.3433,504
4,11,0.1709,819
4,13,0.3509,570
4,16,0.1364,748
4,17,0.2886,596
4,18,0.1713,502
4,19,0.1319,326
5,0,0.1424,569
5,1,0.1221,1261
5,2,0.2014,278
5,3,0.2551,592
5,4,0.1927,986
5,5,0.1579,114
5,6,0.1689,521
5,7,0.1890,598
5,8,0.1088,570
5,9,0.2646,446
5,10,0.3909,504
5,11,0.1697,819
5,13,0.3526,570
5,16,0.1377,748
5,17,0.3054,596
5,18,0.1693,502
5,19,0.1196,326
6,0,0.2555,1139
6,1,0.1230,732
6,2,0.2122,278
6,3,0.2431,1094
6,4,0.1897,986
6,5,0.1754,114
6,6,0.2438,521
6,7,0.1906,598
6,8,0.0860,570
6,9,0.3027,446
6,10,0.4325,504
6,11,0.2392,485
6,16,0.1297,748
6,17,0.3238,596
6,19,0.0890,326
6,20,0.1377,334
6,21,0.1456,529
7,0,0.2546,1139
7,1,0.1107,732
7,2,0.1942,278
7,3,0.2422,1094
7,4,0.1876,986
7,5,0.1754,114
7,6,0.2572,521
7,7,0.2040,598
7,8,0.0807,570
7,9,0.3094,446
7,10,0.4524,504
7,11,0.2392,485
7,16,0.1350,748
7,17,0.3272,596
7,19,0.0859,326
7,20,0.1527,334
7,21,0.1474,529
8,0,0.1670,569
8,1,0.1189,732
8,2,0.2194,278
8,3,0.3193,592
8,4,0.1805,986
8,5,0.1842,114
8,6,0.3282,521
8,7,0.2157,598
8,8,0.0895,570
8,9,0.3453,446
8,10,0.4881,504
8,11,0.2845,485
8,16,0.1230,748
8,17,0.3268,1166
8,19,0.0828,326
8,20,0.2006,334
8,21,0.1834,529
8,22,0.1912,502
9,0,0.1634,569
9,1,0.1202,732
9,2,0.2194,278
9,3,0.3125,592
9,4,0.1795,986
9,5,0.1842,114
9,6,0.3282,521
9,7,0.2241,598
