round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1682,0.1658,0.1637,0.1622,0.1637,0.1492,2.4327,5.2156,10.4312,15.6468
1,0.1737,0.1621,0.1637,0.1617,0.1637,0.1428,2.2510,5.2156,5.2156,10.4312
2,0.1885,0.1683,0.1832,0.1784,0.1832,0.1417,2.1955,5.2156,10.4312,15.6468
3,0.1924,0.1741,0.1832,0.1781,0.1832,0.1415,2.0937,5.2156,5.2156,10.4312
4,0.1965,0.1802,0.1902,0.1847,0.1902,0.1423,1.9794,5.2156,10.4312,15.6468
5,0.1977,0.1864,0.1902,0.1847,0.1902,0.1426,1.9202,5.2156,5.2156,10.4312
6,0.2114,0.1928,0.2014,0.1943,0.2014,0.1432,1.8473,5.2156,10.4312,15.6468
7,0.2132,0.1993,0.2014,0.1944,0.2014,0.1444,1.8151,5.2156,5.2156,10.4312
8,0.2280,0.2064,0.2209,0.2061,0.2209,0.1468,1.7773,5.2156,10.4312,15.6468
9,0.2291,0.2122,0.2209,0.2062,0.2209,0.1482,1.7575,5.2156,5.2156,10.4312
10,0.2405,0.2212,0.2312,0.2141,0.2313,0.1499,1.7360,5.2156,10.4312,15.6468
11,0.2422,0.2258,0.2312,0.2143,0.2313,0.1518,1.7224,5.2156,5.2156,10.4312
12,0.2463,0.2283,0.2308,0.2184,0.2308,0.1536,1.7291,5.2156,10.4312,15.6468
13,0.2473,0.2324,0.2308,0.2190,0.2308,0.1554,1.7249,5.2156,5.2156,10.4312
14,0.2503,0.2370,0.2311,0.2222,0.2311,0.1573,1.7202,5.2156,10.4312,15.6468
15,0.2515,0.2400,0.2311,0.2228,0.2311,0.1587,1.7129,5.2156,5.2156,10.4312
16,0.2565,0.2434,0.2333,0.2265,0.2333,0.1606,1.7105,5.2156,10.4312,15.6468
17,0.2577,0.2470,0.2333,0.2269,0.2333,0.1619,1.7047,5.2156,5.2156,10.4312
18,0.2583,0.2432,0.2373,0.2300,0.2373,0.1618,1.7087,5.2156,10.4312,15.6468
19,0.2577,0.2454,0.2373,0.2305,0.2373,0.1629,1.7077,5.2156,5.2156,10.4312
