round,cluster_id,accuracy,samples
0,0,0.1067,300
0,1,0.0900,300
0,2,0.1033,300
0,3,0.1000,300
0,4,0.0867,300
0,5,0.0800,300
0,6,0.0333,300
0,7,0.0467,300
0,8,0.0633,300
0,9,0.0833,300
0,10,0.0900,300
0,11,0.1033,300
0,12,0.4633,300
0,13,0.4633,300
0,14,0.4367,300
0,15,0.0433,300
0,16,0.4300,300
0,17,0.0700,300
0,18,0.0500,300
0,19,0.4367,300
0,20,0.0433,300
0,21,0.3367,300
0,22,0.0967,300
0,23,0.4367,300
0,24,0.0600,300
0,25,0.3467,300
0,26,0.3533,300
0,27,0.4267,300
0,28,0.3567,300
0,29,0.2900,300
0,30,0.3533,300
0,31,0.4267,300
0,32,0.3067,300
0,33,0.4100,300
0,34,0.3033,300
0,35,0.0467,300
0,36,0.3367,300
0,37,0.3967,300
0,38,0.3233,300
0,39,0.3867,300
0,40,0.3267,300
0,41,0.3733,300
0,42,0.0433,300
0,43,0.3467,300
0,44,0.3433,300
0,45,0.3767,300
0,46,0.3733,300
0,47,0.3467,300
0,48,0.4200,300
0,49,0.3267,300
1,0,0.2167,300
1,1,0.2233,300
1,2,0.2233,300
1,3,0.2000,300
1,4,0.2200,300
1,5,0.1867,300
1,6,0.0567,300
1,7,0.0600,300
1,8,0.0833,300
1,9,0.1667,300
1,10,0.1567,300
1,11,0.2100,300
1,12,0.5233,300
1,13,0.5433,300
1,14,0.5033,300
1,15,0.0700,300
1,16,0.4867,300
1,17,0.0900,300
1,18,0.0633,300
1,19,0.4900,300
1,20,0.0867,300
1,21,0.5133,300
1,22,0.2033,300
1,23,0.4933,300
1,24,0.0867,300
1,25,0.5000,300
1,26,0.5100,300
1,27,0.4700,300
1,28,0.5200,300
1,29,0.4367,300
1,30,0.4867,300
1,31,0.4767,300
1,32,0.4833,300
1,33,0.4500,300
1,34,0.5033,300
1,35,0.0767,300
1,36,0.5000,300
1,37,0.5067,300
1,38,0.5100,300
1,39,0.5167,300
1,40,0.4633,300
1,41,0.5100,300
1,42,0.0767,300
1,43,0.4667,300
1,44,0.4767,300
1,45,0.5533,300
1,46,0.4967,300
1,47,0.5067,300
1,48,0.5033,300
1,49,0.4667,300
2,0,0.6633,600
2,1,0.2917,600
2,2,0.3325,1200
2,3,0.3233,300
2,4,0.3417,600
2,5,0.1167,300
2,6,0.0967,300
2,7,0.1067,300
2,8,0.1633,300
2,9,0.2833,300
2,10,0.4700,300
2,11,0.1267,300
2,12,0.1133,300
2,13,0.4833,300
2,14,0.4900,300
2,15,0.5333,300
2,16,0.5433,300
2,17,0.1167,300
2,18,0.1300,300
2,19,0.1233,300
2,20,0.5500,300
2,21,0.6067,300
2,22,0.5067,300
2,23,0.5133,300
2,24,0.4833,300
2,25,0.5800,300
2,26,0.1333,300
2,27,0.6767,300
2,28,0.5800,300
2,29,0.5800,300
2,30,0.5900,300
2,31,0.6667,300
2,32,0.6167,300
2,33,0.6833,300
2,34,0.6400,300
2,35,0.5700,300
2,36,0.5000,300
2,37,0.5867,300
2,38,0.6767,300
2,39,0.5833,300
2,40,0.5233,300
2,41,0.6833,300
2,42,0.6933,300
2,43,0.6667,300
3,0,0.7867,600
3,1,0.3900,600
3,2,0.4375,1200
3,3,0.4600,300
3,4,0.4567,600
3,5,0.1867,300
3,6,0.2400,300
3,7,0.1800,300
3,8,0.2800,300
3,9,0.3867,300
3,10,0.4867,300
3,11,0.2300,300
3,12,0.1933,300
3,13,0.5033,300
3,14,0.5000,300
3,15,0.5500,300
3,16,0.5533,300
3,17,0.1967,300
3,18,0.1867,300
3,19,0.1867,300
3,20,0.6300,300
3,21,0.6767,300
3,22,0.5200,300
3,23,0.5333,300
3,24,0.4967,300
3,25,0.6233,300
3,26,0.2200,300
3,27,0.7733,300
3,28,0.6667,300
3,29,0.6500,300
3,30,0.6700,300
3,31,0.7700,300
3,32,0.6833,300
3,33,0.8100,300
3,34,0.8000,300
3,35,0.6433,300
