round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1015,0.1015,2.3031,0.1015,0.1015,2.3031,0.00,196.36,196.36
2,0.1843,0.1680,2.3157,0.7118,0.1239,1.5203,196.36,196.36,392.73
3,0.2118,0.1970,2.2629,0.8461,0.1298,1.3500,196.36,196.36,392.73
4,0.2736,0.3170,2.1614,0.8837,0.1408,1.2129,196.36,196.36,392.73
5,0.3396,0.4104,2.0452,0.9153,0.1527,1.0306,196.36,196.36,392.73
6,0.4364,0.4505,1.9376,0.9346,0.1614,0.8526,196.36,196.36,392.73
7,0.4996,0.4730,1.8371,0.9529,0.1718,0.7168,196.36,196.36,392.73
8,0.5458,0.4848,1.7505,0.9629,0.1795,0.6220,196.36,196.36,392.73
9,0.5758,0.4926,1.6740,0.9708,0.1855,0.5563,196.36,196.36,392.73
10,0.5935,0.4926,1.6044,0.9752,0.1885,0.5096,196.36,196.36,392.73
11,0.6131,0.4975,1.5422,0.9782,0.1904,0.4766,196.36,196.36,392.73
12,0.6281,0.5014,1.4836,0.9810,0.1920,0.4518,196.36,196.36,392.73
13,0.6459,0.5056,1.4302,0.9820,0.1931,0.4347,196.36,196.36,392.73
14,0.6550,0.5061,1.3830,0.9838,0.1937,0.4206,196.36,196.36,392.73
15,0.6654,0.5096,1.3422,0.9848,0.1946,0.4091,196.36,196.36,392.73
16,0.6726,0.5107,1.3023,0.9858,0.1949,0.4010,196.36,196.36,392.73
17,0.6927,0.5128,1.2693,0.9862,0.1953,0.3926,196.36,196.36,392.73
18,0.6850,0.5117,1.2335,0.9866,0.1956,0.3870,196.36,196.36,392.73
19,0.6958,0.5119,1.2021,0.9860,0.1958,0.3845,196.36,196.36,392.73
20,0.6971,0.5129,1.1756,0.9876,0.1962,0.3762,196.36,196.36,392.73
21,0.7089,0.5130,1.1474,0.9808,0.1961,0.3952,196.36,196.36,392.73
22,0.7029,0.5127,1.1220,0.9881,0.1965,0.3661,196.36,196.36,392.73
23,0.7090,0.5152,1.1006,0.9890,0.1967,0.3614,196.36,196.36,392.73
24,0.7184,0.5163,1.0753,0.9886,0.1969,0.3588,196.36,196.36,392.73
25,0.7276,0.5160,1.0566,0.9892,0.1970,0.3535,196.36,196.36,392.73
26,0.7295,0.5187,1.0354,0.9893,0.1969,0.3505,196.36,196.36,392.73
