round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1185,2.2786,495.2512,10741.6435,11236.8947
1,0.1582,2.2422,495.2512,495.2512,990.5023
2,0.2158,2.2056,495.2512,495.2512,990.5023
3,0.2731,2.1683,495.2512,495.2512,990.5023
4,0.3188,2.1263,495.2512,10741.6435,11236.8947
5,0.3582,2.0876,495.2512,495.2512,990.5023
6,0.3911,2.0489,495.2512,495.2512,990.5023
7,0.4137,2.0179,495.2512,495.2512,990.5023
8,0.4296,1.9832,495.2512,10741.6435,11236.8947
9,0.4472,1.9522,495.2512,495.2512,990.5023
10,0.4609,1.9225,495.2512,495.2512,990.5023
11,0.4731,1.8929,495.2512,495.2512,990.5023
12,0.4851,1.8647,495.2512,10741.6435,11236.8947
13,0.4961,1.8366,495.2512,495.2512,990.5023
14,0.5037,1.8099,495.2512,495.2512,990.5023
15,0.5129,1.7843,495.2512,495.2512,990.5023
16,0.5171,1.7572,495.2512,10741.6435,11236.8947
17,0.5240,1.7342,495.2512,495.2512,990.5023
18,0.5293,1.7123,495.2512,495.2512,990.5023
19,0.5332,1.6910,495.2512,495.2512,990.5023
20,0.5368,1.6691,495.2512,10741.6435,11236.8947
21,0.5403,1.6519,495.2512,495.2512,990.5023
22,0.5436,1.6338,495.2512,495.2512,990.5023
23,0.5462,1.6167,495.2512,495.2512,990.5023
24,0.5482,1.5969,495.2512,10741.6435,11236.8947
25,0.5503,1.5827,495.2512,495.2512,990.5023
26,0.5434,1.5810,495.2512,495.2512,990.5023
27,0.5458,1.5674,495.2512,495.2512,990.5023
28,0.5499,1.5512,495.2512,10741.6435,11236.8947
29,0.5528,1.5372,495.2512,495.2512,990.5023
30,0.5549,1.5239,495.2512,495.2512,990.5023
31,0.5580,1.5115,495.2512,495.2512,990.5023
32,0.5616,1.4983,495.2512,10741.6435,11236.8947
33,0.5632,1.4877,495.2512,495.2512,990.5023
34,0.5651,1.4759,495.2512,495.2512,990.5023
35,0.5664,1.4659,495.2512,495.2512,990.5023
36,0.5686,1.4535,495.2512,10741.6435,11236.8947
37,0.5712,1.4446,495.2512,495.2512,990.5023
38,0.5742,1.4339,495.2512,495.2512,990.5023
39,0.5761,1.4241,495.2512,495.2512,990.5023
40,0.5766,1.4151,495.2512,10741.6435,11236.8947
41,0.5784,1.4065,495.2512,495.2512,990.5023
42,0.5812,1.3976,495.2512,495.2512,990.5023
43,0.5842,1.3884,495.2512,495.2512,990.5023
44,0.5858,1.3798,495.2512,10741.6435,11236.8947
45,0.5884,1.3730,495.2512,495.2512,990.5023
46,0.5907,1.3649,495.2512,495.2512,990.5023
47,0.5927,1.3580,495.2512,495.2512,990.5023
48,0.5948,1.3493,495.2512,10741.6435,11236.8947
49,0.5963,1.3418,495.2512,495.2512,990.5023
50,0.5984,1.3344,495.2512,495.2512,990.5023
51,0.6003,1.3273,495.2512,495.2512,990.5023
52,0.6023,1.3215,495.2512,10741.6435,11236.8947
53,0.6044,1.3146,495.2512,495.2512,990.5023
54,0.6058,1.3082,495.2512,495.2512,990.5023
55,0.6075,1.3011,495.2512,495.2512,990.5023
56,0.6086,1.2945,495.2512,10741.6435,11236.8947
57,0.6115,1.2885,495.2512,495.2512,990.5023
58,0.6134,1.2818,495.2512,495.2512,990.5023
59,0.6154,1.2769,495.2512,495.2512,990.5023
60,0.6163,1.2688,495.2512,10741.6435,11236.8947
61,0.6181,1.2646,495.2512,495.2512,990.5023
62,0.6203,1.2583,495.2512,495.2512,990.5023
63,0.6226,1.2530,495.2512,495.2512,990.5023
64,0.6237,1.2472,495.2512,10741.6435,11236.8947
65,0.6254,1.2429,495.2512,495.2512,990.5023
66,0.6266,1.2385,495.2512,495.2512,990.5023
67,0.6283,1.2322,495.2512,495.2512,990.5023
68,0.6295,1.2270,495.2512,10741.6435,11236.8947
69,0.6307,1.2228,495.2512,495.2512,990.5023
70,0.6324,1.2183,495.2512,495.2512,990.5023
71,0.6339,1.2130,495.2512,495.2512,990.5023
72,0.6350,1.2072,495.2512,10741.6435,11236.8947
73,0.6363,1.2014,495.2512,495.2512,990.5023
74,0.6378,1.1975,495.2512,495.2512,990.5023
75,0.6388,1.1938,495.2512,495.2512,990.5023
76,0.6389,1.1883,495.2512,10741.6435,11236.8947
77,0.6399,1.1860,495.2512,495.2512,990.5023
78,0.6411,1.1788,495.2512,495.2512,990.5023
79,0.6426,1.1758,495.2512,495.2512,990.5023
80,0.6429,1.1707,495.2512,10741.6435,11236.8947
81,0.6440,1.1673,495.2512,495.2512,990.5023
82,0.6451,1.1648,495.2512,495.2512,990.5023
83,0.6461,1.1599,495.2512,495.2512,990.5023
84,0.6466,1.1566,495.2512,10741.6435,11236.8947
85,0.6473,1.1523,495.2512,495.2512,990.5023
86,0.6479,1.1493,495.2512,495.2512,990.5023
87,0.6493,1.1458,495.2512,495.2512,990.5023
