round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1659,0.1628,0.1570,0.1565,0.1570,0.1480,2.3928,5.2156,10.4312,15.6468
1,0.1647,0.1633,0.1570,0.1551,0.1570,0.1406,2.2078,5.2156,5.2156,10.4312
2,0.1776,0.1705,0.1654,0.1636,0.1654,0.1383,2.0695,5.2156,10.4312,15.6468
3,0.1792,0.1810,0.1654,0.1635,0.1654,0.1390,1.9759,5.2156,5.2156,10.4312
4,0.1686,0.1652,0.1701,0.1642,0.1701,0.1420,1.9347,5.2156,10.4312,15.6468
5,0.1676,0.1707,0.1701,0.1642,0.1701,0.1426,1.8858,5.2156,5.2156,10.4312
6,0.1887,0.1870,0.1847,0.1745,0.1847,0.1435,1.8005,5.2156,10.4312,15.6468
7,0.1967,0.1996,0.1847,0.1742,0.1847,0.1436,1.7627,5.2156,5.2156,10.4312
8,0.2126,0.2091,0.2034,0.1872,0.2035,0.1456,1.7232,5.2156,10.4312,15.6468
9,0.2173,0.2153,0.2035,0.1878,0.2035,0.1472,1.7040,5.2156,5.2156,10.4312
10,0.2332,0.2225,0.2219,0.1984,0.2219,0.1489,1.6769,5.2156,10.4312,15.6468
11,0.2365,0.2268,0.2219,0.1986,0.2219,0.1507,1.6642,5.2156,5.2156,10.4312
12,0.2446,0.2310,0.2309,0.2068,0.2309,0.1530,1.6659,5.2156,10.4312,15.6468
13,0.2468,0.2350,0.2309,0.2077,0.2309,0.1551,1.6612,5.2156,5.2156,10.4312
14,0.2521,0.2405,0.2341,0.2133,0.2341,0.1571,1.6486,5.2156,10.4312,15.6468
15,0.2543,0.2436,0.2341,0.2144,0.2341,0.1587,1.6420,5.2156,5.2156,10.4312
16,0.2594,0.2456,0.2381,0.2185,0.2381,0.1603,1.6356,5.2156,10.4312,15.6468
17,0.2608,0.2488,0.2381,0.2191,0.2381,0.1615,1.6299,5.2156,5.2156,10.4312
18,0.2604,0.2449,0.2402,0.2216,0.2402,0.1616,1.6310,5.2156,10.4312,15.6468
19,0.2607,0.2464,0.2402,0.2227,0.2402,0.1627,1.6302,5.2156,5.2156,10.4312
20,0.2620,0.2412,0.2419,0.2260,0.2419,0.1637,1.6399,5.2156,10.4312,15.6468
21,0.2626,0.2435,0.2419,0.2274,0.2419,0.1654,1.6400,5.2156,5.2156,10.4312
22,0.2652,0.2487,0.2406,0.2287,0.2406,0.1665,1.6357,5.2156,10.4312,15.6468
23,0.2675,0.2535,0.2406,0.2292,0.2406,0.1677,1.6304,5.2156,5.2156,10.4312
24,0.2629,0.2604,0.2396,0.2312,0.2396,0.1721,1.6848,5.2156,10.4312,15.6468
25,0.2658,0.2647,0.2396,0.2321,0.2396,0.1733,1.6802,5.2156,5.2156,10.4312
26,0.2678,0.2528,0.2390,0.2335,0.2390,0.1707,1.6681,5.2156,10.4312,15.6468
27,0.2692,0.2555,0.2390,0.2336,0.2390,0.1706,1.6589,5.2156,5.2156,10.4312
28,0.2725,0.2569,0.2400,0.2345,0.2400,0.1707,1.6479,5.2156,10.4312,15.6468
29,0.2735,0.2576,0.2400,0.2346,0.2400,0.1711,1.6467,5.2156,5.2156,10.4312
30,0.2749,0.2614,0.2409,0.2355,0.2409,0.1728,1.6487,5.2156,10.4312,15.6468
31,0.2751,0.2621,0.2409,0.2360,0.2409,0.1735,1.6481,5.2156,5.2156,10.4312
32,0.2799,0.2663,0.2429,0.2372,0.2429,0.1716,1.6626,5.2156,10.4312,15.6468
33,0.2802,0.2688,0.2429,0.2380,0.2429,0.1731,1.6627,5.2156,5.2156,10.4312
34,0.2786,0.2648,0.2442,0.2392,0.2442,0.1753,1.6634,5.2156,10.4312,15.6468
35,0.2790,0.2680,0.2442,0.2397,0.2442,0.1757,1.6598,5.2156,5.2156,10.4312
36,0.2775,0.2645,0.2429,0.2400,0.2429,0.1759,1.6669,5.2156,10.4312,15.6468
37,0.2783,0.2678,0.2429,0.2405,0.2429,0.1774,1.6720,5.2156,5.2156,10.4312
38,0.2777,0.2652,0.2368,0.2388,0.2368,0.1762,1.6708,5.2156,10.4312,15.6468
39,0.2784,0.2673,0.2368,0.2392,0.2368,0.1767,1.6688,5.2156,5.2156,10.4312
40,0.2778,0.2676,0.2378,0.2402,0.2378,0.1778,1.6718,5.2156,10.4312,15.6468
41,0.2775,0.2679,0.2378,0.2405,0.2378,0.1780,1.6663,5.2156,5.2156,10.4312
42,0.2787,0.2728,0.2405,0.2420,0.2406,0.1797,1.6648,5.2156,10.4312,15.6468
43,0.2794,0.2754,0.2405,0.2424,0.2406,0.1800,1.6607,5.2156,5.2156,10.4312
44,0.2856,0.2780,0.2404,0.2433,0.2404,0.1799,1.6915,5.2156,10.4312,15.6468
45,0.2860,0.2753,0.2404,0.2431,0.2404,0.1801,1.6778,5.2156,5.2156,10.4312
46,0.2858,0.2775,0.2413,0.2445,0.2413,0.1806,1.6660,5.2156,10.4312,15.6468
47,0.2857,0.2791,0.2413,0.2447,0.2413,0.1811,1.6581,5.2156,5.2156,10.4312
48,0.2851,0.2801,0.2437,0.2455,0.2437,0.1813,1.6511,5.2156,10.4312,15.6468
49,0.2841,0.2811,0.2437,0.2456,0.2437,0.1819,1.6450,5.2156,5.2156,10.4312
50,0.2927,0.2769,0.2566,0.2508,0.2566,0.1808,1.6268,5.2156,10.4312,15.6468
51,0.2929,0.2776,0.2566,0.2509,0.2566,0.1819,1.6271,5.2156,5.2156,10.4312
52,0.2935,0.2738,0.2635,0.2525,0.2635,0.1814,1.6230,5.2156,10.4312,15.6468
53,0.2934,0.2747,0.2635,0.2533,0.2635,0.1822,1.6226,5.2156,5.2156,10.4312
54,0.2825,0.2863,0.2582,0.2531,0.2581,0.1874,1.6751,5.2156,10.4312,15.6468
55,0.2837,0.2888,0.2582,0.2536,0.2581,0.1874,1.6679,5.2156,5.2156,10.4312
56,0.2845,0.2909,0.2549,0.2534,0.2549,0.1866,1.6473,5.2156,10.4312,15.6468
57,0.2857,0.2886,0.2549,0.2532,0.2549,0.1856,1.6364,5.2156,5.2156,10.4312
58,0.2858,0.2875,0.2556,0.2530,0.2556,0.1854,1.6275,5.2156,10.4312,15.6468
59,0.2868,0.2854,0.2556,0.2530,0.2556,0.1859,1.6231,5.2156,5.2156,10.4312
60,0.2894,0.2861,0.2567,0.2539,0.2567,0.1862,1.6178,5.2156,10.4312,15.6468
61,0.2902,0.2876,0.2567,0.2540,0.2567,0.1866,1.6123,5.2156,5.2156,10.4312
