round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4467,0.5618,0.1671,0.1471,0.1671,0.1299,1.6049,18.2527,31.2906,49.5433
1,0.5797,0.6280,0.1671,0.1391,0.1671,0.1289,1.3344,18.2527,18.2527,36.5054
2,0.6283,0.6533,0.1933,0.1402,0.1933,0.1319,1.2227,18.2527,31.2906,49.5433
3,0.6485,0.6668,0.1933,0.1393,0.1933,0.1340,1.1755,18.2527,18.2527,36.5054
4,0.6654,0.6762,0.2071,0.1408,0.2071,0.1359,1.1363,18.2527,31.2906,49.5433
5,0.6743,0.6869,0.2071,0.1415,0.2071,0.1379,1.1172,18.2527,18.2527,36.5054
6,0.6858,0.6959,0.2207,0.1428,0.2207,0.1396,1.0969,18.2527,31.2906,49.5433
7,0.6944,0.7037,0.2207,0.1441,0.2207,0.1411,1.0859,18.2527,18.2527,36.5054
8,0.7047,0.7112,0.2290,0.1456,0.2290,0.1425,1.0725,18.2527,31.2906,49.5433
9,0.7079,0.7170,0.2290,0.1461,0.2290,0.1436,1.0648,18.2527,18.2527,36.5054
10,0.7147,0.7214,0.2355,0.1471,0.2355,0.1445,1.0567,18.2527,31.2906,49.5433
11,0.7179,0.7238,0.2355,0.1475,0.2355,0.1449,1.0504,18.2527,18.2527,36.5054
12,0.7224,0.7265,0.2401,0.1483,0.2401,0.1454,1.0439,18.2527,31.2906,49.5433
13,0.7236,0.7266,0.2401,0.1485,0.2401,0.1455,1.0395,18.2527,18.2527,36.5054
14,0.7255,0.7279,0.2470,0.1486,0.2470,0.1459,1.0349,18.2527,31.2906,49.5433
15,0.7273,0.7305,0.2470,0.1490,0.2470,0.1465,1.0312,18.2527,18.2527,36.5054
16,0.7302,0.7337,0.2519,0.1492,0.2519,0.1469,1.0269,18.2527,31.2906,49.5433
17,0.7319,0.7360,0.2519,0.1495,0.2519,0.1473,1.0240,18.2527,18.2527,36.5054
18,0.7343,0.7393,0.2564,0.1498,0.2564,0.1479,1.0200,18.2527,31.2906,49.5433
19,0.7363,0.7409,0.2564,0.1502,0.2564,0.1482,1.0178,18.2527,18.2527,36.5054
20,0.7395,0.7430,0.2594,0.1506,0.2595,0.1487,1.0142,18.2527,31.2906,49.5433
