round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2314,2.2138,495.2512,10741.6435,11236.8947
1,0.4141,2.1190,495.2512,495.2512,990.5023
2,0.5609,2.0177,495.2512,495.2512,990.5023
3,0.6506,1.9080,495.2512,495.2512,990.5023
4,0.7238,1.7983,495.2512,10741.6435,11236.8947
5,0.7539,1.6871,495.2512,495.2512,990.5023
6,0.7750,1.5908,495.2512,495.2512,990.5023
7,0.7864,1.4994,495.2512,495.2512,990.5023
8,0.7965,1.4156,495.2512,10741.6435,11236.8947
9,0.8037,1.3484,495.2512,495.2512,990.5023
10,0.8079,1.2882,495.2512,495.2512,990.5023
11,0.8107,1.2390,495.2512,495.2512,990.5023
12,0.8101,1.1897,495.2512,10741.6435,11236.8947
13,0.8145,1.1494,495.2512,495.2512,990.5023
14,0.8164,1.1151,495.2512,495.2512,990.5023
15,0.8180,1.0818,495.2512,495.2512,990.5023
16,0.8202,1.0531,495.2512,10741.6435,11236.8947
17,0.8233,1.0263,495.2512,495.2512,990.5023
18,0.8259,1.0012,495.2512,495.2512,990.5023
19,0.8281,0.9799,495.2512,495.2512,990.5023
20,0.8289,0.9465,495.2512,10741.6435,11236.8947
21,0.8322,0.9195,495.2512,495.2512,990.5023
22,0.8349,0.8949,495.2512,495.2512,990.5023
23,0.8377,0.8742,495.2512,495.2512,990.5023
24,0.8377,0.8589,495.2512,10741.6435,11236.8947
25,0.8417,0.8391,495.2512,495.2512,990.5023
26,0.8442,0.8186,495.2512,495.2512,990.5023
27,0.8456,0.8042,495.2512,495.2512,990.5023
28,0.8445,0.7846,495.2512,10741.6435,11236.8947
29,0.8463,0.7710,495.2512,495.2512,990.5023
30,0.8475,0.7572,495.2512,495.2512,990.5023
31,0.8490,0.7456,495.2512,495.2512,990.5023
32,0.8459,0.7357,495.2512,10741.6435,11236.8947
33,0.8479,0.7260,495.2512,495.2512,990.5023
34,0.8485,0.7175,495.2512,495.2512,990.5023
35,0.8499,0.7080,495.2512,495.2512,990.5023
36,0.8491,0.7026,495.2512,10741.6435,11236.8947
37,0.8503,0.6890,495.2512,495.2512,990.5023
38,0.8513,0.6827,495.2512,495.2512,990.5023
39,0.8524,0.6753,495.2512,495.2512,990.5023
40,0.8547,0.6643,495.2512,10741.6435,11236.8947
41,0.8550,0.6571,495.2512,495.2512,990.5023
42,0.8560,0.6516,495.2512,495.2512,990.5023
43,0.8560,0.6466,495.2512,495.2512,990.5023
44,0.8520,0.6446,495.2512,10741.6435,11236.8947
45,0.8532,0.6381,495.2512,495.2512,990.5023
46,0.8538,0.6334,495.2512,495.2512,990.5023
47,0.8545,0.6283,495.2512,495.2512,990.5023
48,0.8541,0.6250,495.2512,10741.6435,11236.8947
49,0.8543,0.6187,495.2512,495.2512,990.5023
50,0.8546,0.6148,495.2512,495.2512,990.5023
51,0.8549,0.6116,495.2512,495.2512,990.5023
52,0.8556,0.6059,495.2512,10741.6435,11236.8947
53,0.8560,0.6016,495.2512,495.2512,990.5023
54,0.8566,0.5998,495.2512,495.2512,990.5023
55,0.8571,0.5958,495.2512,495.2512,990.5023
56,0.8530,0.5918,495.2512,10741.6435,11236.8947
57,0.8534,0.5866,495.2512,495.2512,990.5023
58,0.8541,0.5798,495.2512,495.2512,990.5023
59,0.8544,0.5764,495.2512,495.2512,990.5023
