round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1139,0.1139,2.3025,0.1139,0.1139,2.3025,0.00,196.36,196.36
2,0.1275,0.1181,2.3198,0.1830,0.1109,2.3323,196.36,196.36,392.73
3,0.2385,0.3361,2.2460,0.3390,0.1397,2.2619,196.36,196.36,392.73
4,0.3413,0.4607,2.1382,0.4332,0.1727,2.0824,196.36,196.36,392.73
5,0.4117,0.5266,2.0431,0.4834,0.1951,1.8987,196.36,196.36,392.73
6,0.4610,0.5696,1.9522,0.5290,0.2188,1.7714,196.36,196.36,392.73
7,0.4947,0.5980,1.8632,0.5576,0.2362,1.6872,196.36,196.36,392.73
8,0.5230,0.6237,1.7791,0.5803,0.2516,1.6199,196.36,196.36,392.73
9,0.5549,0.6484,1.6985,0.6072,0.2706,1.5626,196.36,196.36,392.73
10,0.5866,0.6797,1.6236,0.6281,0.2884,1.5103,196.36,196.36,392.73
11,0.6115,0.7005,1.5504,0.6552,0.3093,1.4579,196.36,196.36,392.73
12,0.6227,0.7077,1.4821,0.6778,0.3306,1.4071,196.36,196.36,392.73
13,0.6500,0.7344,1.4152,0.6962,0.3480,1.3629,196.36,196.36,392.73
14,0.6629,0.7451,1.3538,0.7203,0.3720,1.3179,196.36,196.36,392.73
15,0.6813,0.7636,1.2943,0.7409,0.3897,1.2696,196.36,196.36,392.73
16,0.6896,0.7709,1.2406,0.7544,0.4059,1.2290,196.36,196.36,392.73
17,0.7081,0.7848,1.1907,0.7778,0.4280,1.1868,196.36,196.36,392.73
18,0.7163,0.7919,1.1455,0.7903,0.4453,1.1472,196.36,196.36,392.73
19,0.7254,0.7989,1.1061,0.8005,0.4599,1.1125,196.36,196.36,392.73
20,0.7328,0.8067,1.0689,0.8194,0.4807,1.0697,196.36,196.36,392.73
21,0.7376,0.8113,1.0384,0.8256,0.4904,1.0343,196.36,196.36,392.73
22,0.7433,0.8166,1.0074,0.8378,0.5048,0.9971,196.36,196.36,392.73
23,0.7458,0.8207,0.9825,0.8513,0.5243,0.9573,196.36,196.36,392.73
24,0.7513,0.8263,0.9590,0.8581,0.5348,0.9266,196.36,196.36,392.73
25,0.7562,0.8306,0.9356,0.8665,0.5508,0.8968,196.36,196.36,392.73
26,0.7553,0.8319,0.9205,0.8791,0.5694,0.8629,196.36,196.36,392.73
27,0.7611,0.8368,0.9007,0.8807,0.5789,0.8337,196.36,196.36,392.73
28,0.7624,0.8398,0.8856,0.8841,0.5913,0.8127,196.36,196.36,392.73
29,0.7665,0.8426,0.8702,0.8958,0.6064,0.7764,196.36,196.36,392.73
30,0.7664,0.8442,0.8635,0.8909,0.6130,0.7679,196.36,196.36,392.73
31,0.7666,0.8452,0.8544,0.9009,0.6284,0.7331,196.36,196.36,392.73
32,0.7693,0.8477,0.8415,0.9084,0.6433,0.7115,196.36,196.36,392.73
33,0.7687,0.8486,0.8318,0.9163,0.6543,0.6793,196.36,196.36,392.73
34,0.7739,0.8526,0.8184,0.9202,0.6647,0.6584,196.36,196.36,392.73
35,0.7724,0.8535,0.8128,0.9234,0.6751,0.6363,196.36,196.36,392.73
36,0.7694,0.8535,0.8135,0.9282,0.6868,0.6172,196.36,196.36,392.73
37,0.7701,0.8551,0.8059,0.9250,0.6914,0.6130,196.36,196.36,392.73
38,0.7695,0.8544,0.8024,0.9359,0.7062,0.5782,196.36,196.36,392.73
39,0.7730,0.8583,0.7908,0.9375,0.7150,0.5669,196.36,196.36,392.73
40,0.7703,0.8581,0.7937,0.9395,0.7226,0.5499,196.36,196.36,392.73
41,0.7733,0.8599,0.7835,0.9419,0.7308,0.5328,196.36,196.36,392.73
42,0.7711,0.8598,0.7837,0.9405,0.7355,0.5247,196.36,196.36,392.73
43,0.7734,0.8617,0.7759,0.9434,0.7456,0.5117,196.36,196.36,392.73
44,0.7724,0.8613,0.7738,0.9451,0.7557,0.4997,196.36,196.36,392.73
45,0.7715,0.8619,0.7710,0.9476,0.7641,0.4851,196.36,196.36,392.73
46,0.7734,0.8641,0.7650,0.9525,0.7691,0.4667,196.36,196.36,392.73
47,0.7730,0.8645,0.7629,0.9554,0.7805,0.4498,196.36,196.36,392.73
48,0.7713,0.8633,0.7639,0.9437,0.7717,0.4697,196.36,196.36,392.73
49,0.7743,0.8654,0.7590,0.9288,0.7739,0.5219,196.36,196.36,392.73
50,0.7717,0.8651,0.7620,0.9592,0.7958,0.4183,196.36,196.36,392.73
51,0.7724,0.8648,0.7621,0.9568,0.8006,0.4126,196.36,196.36,392.73
52,0.7733,0.8669,0.7590,0.9449,0.8019,0.4541,196.36,196.36,392.73
53,0.7773,0.8687,0.7456,0.9465,0.8009,0.4446,196.36,196.36,392.73
54,0.7748,0.8676,0.7497,0.9622,0.8214,0.3825,196.36,196.36,392.73
55,0.7759,0.8669,0.7518,0.9641,0.8290,0.3724,196.36,196.36,392.73
56,0.7720,0.8667,0.7608,0.9634,0.8327,0.3681,196.36,196.36,392.73
57,0.7727,0.8673,0.7557,0.9502,0.8272,0.3914,196.36,196.36,392.73
58,0.7762,0.8690,0.7459,0.9548,0.8366,0.3760,196.36,196.36,392.73
59,0.7746,0.8686,0.7489,0.9657,0.8476,0.3443,196.36,196.36,392.73
60,0.7754,0.8693,0.7468,0.9663,0.8515,0.3416,196.36,196.36,392.73
61,0.7783,0.8703,0.7398,0.9578,0.8532,0.3501,196.36,196.36,392.73
62,0.7767,0.8705,0.7422,0.9682,0.8635,0.3238,196.36,196.36,392.73
63,0.7757,0.8703,0.7491,0.9615,0.8653,0.3398,196.36,196.36,392.73
64,0.7774,0.8719,0.7412,0.9683,0.8723,0.3138,196.36,196.36,392.73
65,0.7791,0.8729,0.7332,0.9693,0.8751,0.3087,196.36,196.36,392.73
66,0.7794,0.8740,0.7303,0.9652,0.8754,0.3110,196.36,196.36,392.73
67,0.7764,0.8723,0.7393,0.9663,0.8825,0.3053,196.36,196.36,392.73
68,0.7832,0.8754,0.7234,0.9485,0.8730,0.3991,196.36,196.36,392.73
69,0.7776,0.8735,0.7360,0.9478,0.8763,0.4413,196.36,196.36,392.73
70,0.7779,0.8738,0.7377,0.9691,0.8933,0.2886,196.36,196.36,392.73
71,0.7772,0.8732,0.7377,0.9701,0.8984,0.2792,196.36,196.36,392.73
72,0.7862,0.8776,0.7140,0.9713,0.8981,0.2764,196.36,196.36,392.73
73,0.7859,0.8776,0.7197,0.9718,0.9014,0.2713,196.36,196.36,392.73
74,0.7822,0.8760,0.7265,0.9570,0.8924,0.3009,196.36,196.36,392.73
75,0.7845,0.8780,0.7166,0.9672,0.9046,0.2739,196.36,196.36,392.73
76,0.7830,0.8774,0.7262,0.9684,0.9076,0.2734,196.36,196.36,392.73
77,0.7850,0.8782,0.7179,0.9735,0.9128,0.2554,196.36,196.36,392.73
78,0.7814,0.8775,0.7279,0.9687,0.9142,0.2654,196.36,196.36,392.73
79,0.7856,0.8782,0.7229,0.9523,0.8976,0.3078,196.36,196.36,392.73
80,0.7800,0.8773,0.7296,0.9617,0.9110,0.2759,196.36,196.36,392.73
81,0.7830,0.8791,0.7224,0.9696,0.9155,0.2522,196.36,196.36,392.73
82,0.7770,0.8770,0.7386,0.9725,0.9192,0.2453,196.36,196.36,392.73
83,0.7795,0.8772,0.7343,0.9679,0.9197,0.2607,196.36,196.36,392.73
84,0.7838,0.8797,0.7210,0.9606,0.9141,0.2727,196.36,196.36,392.73
85,0.7852,0.8795,0.7182,0.9616,0.9152,0.2731,196.36,196.36,392.73
86,0.7845,0.8794,0.7210,0.9737,0.9263,0.2319,196.36,196.36,392.73
87,0.7885,0.8822,0.7062,0.9734,0.9263,0.2317,196.36,196.36,392.73
88,0.7869,0.8814,0.7210,0.9743,0.9307,0.2258,196.36,196.36,392.73
89,0.7856,0.8818,0.7164,0.9551,0.9210,0.3505,196.36,196.36,392.73
90,0.7897,0.8832,0.7040,0.9755,0.9317,0.2213,196.36,196.36,392.73
91,0.7867,0.8810,0.7148,0.9571,0.9169,0.2816,196.36,196.36,392.73
92,0.7879,0.8839,0.7093,0.9755,0.9342,0.2165,196.36,196.36,392.73
93,0.7878,0.8832,0.7080,0.9713,0.9292,0.2233,196.36,196.36,392.73
94,0.7915,0.8852,0.6975,0.9746,0.9341,0.2149,196.36,196.36,392.73
95,0.7907,0.8847,0.7017,0.9763,0.9376,0.2083,196.36,196.36,392.73
96,0.7922,0.8852,0.7038,0.9389,0.9110,0.7658,196.36,196.36,392.73
97,0.7888,0.8843,0.7135,0.9602,0.9245,0.2645,196.36,196.36,392.73
98,0.7844,0.8823,0.7233,0.9740,0.9379,0.2108,196.36,196.36,392.73
99,0.7896,0.8847,0.7067,0.9578,0.9261,0.3463,196.36,196.36,392.73
100,0.7918,0.8859,0.7049,0.9736,0.9389,0.2117,196.36,196.36,392.73
101,0.7959,0.8872,0.6904,0.9780,0.9425,0.1982,196.36,196.36,392.73
