round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.6415,0.6456,0.1443,0.1301,0.1443,0.1295,0.9088,26.9305,31.4943,58.4248
1,0.6870,0.6877,0.1443,0.1377,0.1443,0.1376,0.7769,26.9305,26.9305,53.8611
2,0.7090,0.7097,0.1785,0.1419,0.1785,0.1420,0.7169,26.9305,31.4943,58.4248
3,0.7214,0.7234,0.1785,0.1443,0.1785,0.1447,0.6820,26.9305,26.9305,53.8611
4,0.7301,0.7319,0.2189,0.1460,0.2189,0.1464,0.6501,26.9305,31.4943,58.4248
5,0.7407,0.7425,0.2189,0.1480,0.2189,0.1483,0.6301,26.9305,26.9305,53.8611
6,0.7465,0.7478,0.2324,0.1494,0.2324,0.1496,0.6148,26.9305,31.4943,58.4248
7,0.7489,0.7507,0.2324,0.1498,0.2324,0.1502,0.6019,26.9305,26.9305,53.8611
8,0.7537,0.7547,0.2501,0.1507,0.2501,0.1509,0.5894,26.9305,31.4943,58.4248
9,0.7588,0.7601,0.2501,0.1517,0.2501,0.1519,0.5791,26.9305,26.9305,53.8611
10,0.7616,0.7615,0.2635,0.1524,0.2634,0.1524,0.5699,26.9305,31.4943,58.4248
11,0.7654,0.7657,0.2635,0.1532,0.2634,0.1533,0.5620,26.9305,26.9305,53.8611
12,0.7696,0.7700,0.2650,0.1541,0.2650,0.1541,0.5548,26.9305,31.4943,58.4248
13,0.7719,0.7726,0.2650,0.1544,0.2650,0.1545,0.5491,26.9305,26.9305,53.8611
14,0.7756,0.7766,0.2777,0.1551,0.2777,0.1553,0.5428,26.9305,31.4943,58.4248
15,0.7792,0.7801,0.2777,0.1558,0.2777,0.1560,0.5372,26.9305,26.9305,53.8611
