round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2030,0.2115,0.1685,0.1636,0.1685,0.1388,1.9924,5.2156,10.4312,15.6468
1,0.2075,0.2002,0.1685,0.1595,0.1685,0.1287,1.5127,5.2156,5.2156,10.4312
2,0.1891,0.2114,0.1491,0.1536,0.1491,0.1249,1.5950,5.2156,10.4312,15.6468
3,0.1933,0.2027,0.1491,0.1523,0.1491,0.1205,1.4155,5.2156,5.2156,10.4312
4,0.2085,0.1944,0.1724,0.1657,0.1724,0.1171,1.3268,5.2156,10.4312,15.6468
5,0.2080,0.1906,0.1724,0.1638,0.1724,0.1167,1.2089,5.2156,5.2156,10.4312
6,0.2175,0.1896,0.1865,0.1690,0.1864,0.1168,1.1584,5.2156,10.4312,15.6468
7,0.2178,0.1885,0.1865,0.1674,0.1864,0.1171,1.1129,5.2156,5.2156,10.4312
8,0.2223,0.1913,0.1934,0.1699,0.1934,0.1189,1.1382,5.2156,10.4312,15.6468
9,0.2232,0.1912,0.1934,0.1694,0.1934,0.1185,1.1096,5.2156,5.2156,10.4312
10,0.2304,0.1931,0.2021,0.1728,0.2021,0.1181,1.0945,5.2156,10.4312,15.6468
11,0.2327,0.1944,0.2021,0.1730,0.2021,0.1186,1.0858,5.2156,5.2156,10.4312
12,0.2317,0.2175,0.2047,0.1757,0.2047,0.1236,1.2168,5.2156,10.4312,15.6468
13,0.2305,0.2106,0.2047,0.1759,0.2047,0.1232,1.1773,5.2156,5.2156,10.4312
14,0.2403,0.2007,0.2113,0.1799,0.2113,0.1202,1.0786,5.2156,10.4312,15.6468
15,0.2401,0.1943,0.2113,0.1808,0.2113,0.1202,1.0572,5.2156,5.2156,10.4312
16,0.2422,0.1913,0.2115,0.1821,0.2115,0.1194,1.0530,5.2156,10.4312,15.6468
17,0.2427,0.1922,0.2115,0.1831,0.2115,0.1200,1.0497,5.2156,5.2156,10.4312
18,0.2401,0.2153,0.2135,0.1851,0.2135,0.1255,1.1842,5.2156,10.4312,15.6468
19,0.2401,0.2132,0.2135,0.1859,0.2135,0.1257,1.1586,5.2156,5.2156,10.4312
20,0.2465,0.2026,0.2160,0.1905,0.2160,0.1217,1.1653,5.2156,10.4312,15.6468
21,0.2462,0.1997,0.2160,0.1910,0.2160,0.1208,1.1474,5.2156,5.2156,10.4312
22,0.2516,0.1975,0.2153,0.1915,0.2152,0.1213,1.1015,5.2156,10.4312,15.6468
23,0.2515,0.1949,0.2153,0.1921,0.2152,0.1214,1.0939,5.2156,5.2156,10.4312
