round,cluster_id,accuracy,samples
0,0,0.3525,2000
0,1,0.5525,2000
0,2,0.4853,1500
0,3,0.4933,1500
0,4,0.3160,1000
0,5,0.3440,500
0,6,0.3660,500
0,7,0.5040,500
0,8,0.4540,500
1,0,0.6425,2000
1,1,0.6185,2000
1,2,0.5787,1500
1,3,0.5860,1500
1,4,0.4380,1000
1,5,0.4480,500
1,6,0.4900,500
1,7,0.6160,500
1,8,0.5620,500
2,0,0.7140,1500
2,1,0.6340,2000
2,2,0.6105,2000
2,3,0.6405,2000
2,4,0.5353,1500
2,5,0.5080,500
2,9,0.7020,500
3,0,0.7340,1500
3,1,0.6435,2000
3,2,0.6275,2000
3,3,0.6525,2000
3,4,0.5613,1500
3,5,0.5260,500
3,9,0.7100,500
4,0,0.7700,500
4,1,0.6490,2000
4,2,0.6425,2000
4,3,0.6630,2000
4,4,0.5750,2000
4,9,0.7250,1000
4,10,0.7520,500
5,0,0.7780,500
5,1,0.6535,2000
5,2,0.6490,2000
5,3,0.6740,2000
5,4,0.5880,2000
5,9,0.7360,1000
5,10,0.7680,500
6,0,0.7760,500
6,1,0.6690,2000
6,2,0.6555,2000
6,3,0.6840,2000
6,4,0.6155,2000
6,9,0.7473,1500
7,0,0.7760,500
7,1,0.6745,2000
7,2,0.6610,2000
7,3,0.6890,2000
7,4,0.6285,2000
7,9,0.7580,1500
8,1,0.6810,2000
8,2,0.6680,2000
8,3,0.6927,1500
8,4,0.6433,1500
8,9,0.7690,2000
8,10,0.6540,500
8,11,0.7080,500
9,1,0.6885,2000
9,2,0.6720,2000
9,3,0.6933,1500
9,4,0.6507,1500
9,9,0.7695,2000
9,10,0.6540,500
9,11,0.7120,500
10,1,0.7047,1500
10,2,0.6790,2000
10,3,0.6973,1500
10,4,0.6620,1500
10,9,0.7787,1500
10,12,0.7520,500
10,13,0.6940,500
10,14,0.7380,500
10,15,0.6360,500
11,1,0.7073,1500
11,2,0.6825,2000
11,3,0.7020,1500
11,4,0.6647,1500
11,9,0.7793,1500
11,12,0.7560,500
11,13,0.7080,500
11,14,0.7400,500
11,15,0.6420,500
12,1,0.7115,2000
12,2,0.6905,2000
12,3,0.6930,1000
12,4,0.6675,2000
12,9,0.7775,2000
12,14,0.7440,1000
13,1,0.7125,2000
13,2,0.6900,2000
13,3,0.6960,1000
13,4,0.6690,2000
13,9,0.7810,2000
13,14,0.7470,1000
14,1,0.7040,1000
14,2,0.6995,2000
14,3,0.6900,500
14,4,0.6700,1000
14,9,0.7907,1500
14,14,0.7340,1500
14,15,0.7640,500
14,16,0.7190,1000
14,17,0.6780,1000
15,1,0.7090,1000
15,2,0.7015,2000
15,3,0.6960,500
15,4,0.6710,1000
15,9,0.7940,1500
15,14,0.7347,1500
15,15,0.7640,500
15,16,0.7220,1000
15,17,0.6770,1000
16,1,0.7165,2000
16,2,0.7045,2000
16,4,0.6810,2000
16,9,0.7840,2000
16,14,0.7305,2000
17,1,0.7235,2000
17,2,0.7115,2000
17,4,0.6805,2000
17,9,0.7880,2000
17,14,0.7290,2000
18,1,0.7220,2000
18,2,0.7155,2000
18,4,0.6855,2000
18,9,0.7820,1000
18,14,0.7355,2000
18,15,0.7890,1000
19,1,0.7240,2000
19,2,0.7205,2000
19,4,0.6865,2000
19,9,0.7840,1000
19,14,0.7390,2000
19,15,0.7920,1000
20,1,0.7250,2000
20,2,0.7247,1500
20,4,0.6850,2000
20,9,0.7895,2000
20,14,0.7420,2000
20,16,0.7200,500
