round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.8358,0.1675,0.0849,0.4398,495.2512,495.2512,990.5023
1,0.8566,0.1712,0.0849,0.3354,495.2512,495.2512,990.5023
