idx,total,dataset_base,algorithm,rho,num_clients,seed,dataset,status,exit_code,start_utc,end_utc,run_log,existing_acc_csv
12,80,Cifar10,FedAS,0.2,50,1,Cifar10_splitgp_pat_rho0.2_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.2/NC_50/date_20260602/time_180830/acc.csv
13,80,Cifar10,FedAS,0.4,50,1,Cifar10_splitgp_pat_rho0.4_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.4/NC_50/date_20260602/time_192741/acc.csv
14,80,Cifar10,FedAS,0.6,50,1,Cifar10_splitgp_pat_rho0.6_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260602/time_204435/acc.csv
15,80,Cifar10,FedAS,0.8,50,1,Cifar10_splitgp_pat_rho0.8_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260602/time_220334/acc.csv
16,80,Cifar10,FedAvg,0.0,50,1,Cifar10_splitgp_pat_rho0.0_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260602/time_232003/acc.csv
17,80,Cifar10,FedAvg,0.2,50,1,Cifar10_splitgp_pat_rho0.2_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260602/time_235802/acc.csv
18,80,Cifar10,FedAvg,0.4,50,1,Cifar10_splitgp_pat_rho0.4_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_003516/acc.csv
19,80,Cifar10,FedAvg,0.6,50,1,Cifar10_splitgp_pat_rho0.6_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_011317/acc.csv
20,80,Cifar10,FedAvg,0.8,50,1,Cifar10_splitgp_pat_rho0.8_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_015101/acc.csv
21,80,Cifar10,FedBN,0.0,50,1,Cifar10_splitgp_pat_rho0.0_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_022843/acc.csv
22,80,Cifar10,FedBN,0.2,50,1,Cifar10_splitgp_pat_rho0.2_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_030212/acc.csv
23,80,Cifar10,FedBN,0.4,50,1,Cifar10_splitgp_pat_rho0.4_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_033545/acc.csv
24,80,Cifar10,FedBN,0.6,50,1,Cifar10_splitgp_pat_rho0.6_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_040914/acc.csv
25,80,Cifar10,FedBN,0.8,50,1,Cifar10_splitgp_pat_rho0.8_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_044248/acc.csv
26,80,Cifar10,FedCross,0.0,50,1,Cifar10_splitgp_pat_rho0.0_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_051622/acc.csv
27,80,Cifar10,FedCross,0.2,50,1,Cifar10_splitgp_pat_rho0.2_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_060622/acc.csv
28,80,Cifar10,FedCross,0.4,50,1,Cifar10_splitgp_pat_rho0.4_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_065618/acc.csv
29,80,Cifar10,FedCross,0.6,50,1,Cifar10_splitgp_pat_rho0.6_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_080058/acc.csv
30,80,Cifar10,FedCross,0.8,50,1,Cifar10_splitgp_pat_rho0.8_nc50,skipped_completed,0,2026-06-03T13:11:56Z,2026-06-03T13:11:56Z,,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_085548/acc.csv
31,80,Cifar10,pFedMe,0.0,50,1,Cifar10_splitgp_pat_rho0.0_nc50,ok,0,2026-06-03T13:11:56Z,2026-06-03T22:48:03Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/31_Cifar10_pFedMe_rho0p0_nc50_seed1.log,
32,80,Cifar10,pFedMe,0.2,50,1,Cifar10_splitgp_pat_rho0.2_nc50,ok,0,2026-06-03T22:48:03Z,2026-06-04T06:42:00Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/32_Cifar10_pFedMe_rho0p2_nc50_seed1.log,
33,80,Cifar10,pFedMe,0.4,50,1,Cifar10_splitgp_pat_rho0.4_nc50,ok,0,2026-06-04T06:42:00Z,2026-06-06T00:26:01Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/33_Cifar10_pFedMe_rho0p4_nc50_seed1.log,
34,80,Cifar10,pFedMe,0.6,50,1,Cifar10_splitgp_pat_rho0.6_nc50,ok,0,2026-06-06T00:26:01Z,2026-06-07T03:48:56Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/34_Cifar10_pFedMe_rho0p6_nc50_seed1.log,
35,80,Cifar10,pFedMe,0.8,50,1,Cifar10_splitgp_pat_rho0.8_nc50,ok,0,2026-06-07T03:48:56Z,2026-06-09T01:07:28Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/35_Cifar10_pFedMe_rho0p8_nc50_seed1.log,
36,80,Cifar10,FedProx,0.0,50,1,Cifar10_splitgp_pat_rho0.0_nc50,ok,0,2026-06-09T01:07:28Z,2026-06-09T04:08:08Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/36_Cifar10_FedProx_rho0p0_nc50_seed1.log,
37,80,Cifar10,FedProx,0.2,50,1,Cifar10_splitgp_pat_rho0.2_nc50,ok,0,2026-06-09T04:08:08Z,2026-06-09T05:16:06Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/37_Cifar10_FedProx_rho0p2_nc50_seed1.log,
38,80,Cifar10,FedProx,0.4,50,1,Cifar10_splitgp_pat_rho0.4_nc50,ok,0,2026-06-09T05:16:06Z,2026-06-09T05:55:12Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/38_Cifar10_FedProx_rho0p4_nc50_seed1.log,
39,80,Cifar10,FedProx,0.6,50,1,Cifar10_splitgp_pat_rho0.6_nc50,ok,0,2026-06-09T05:55:12Z,2026-06-09T11:12:58Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/39_Cifar10_FedProx_rho0p6_nc50_seed1.log,
40,80,Cifar10,FedProx,0.8,50,1,Cifar10_splitgp_pat_rho0.8_nc50,ok,0,2026-06-09T11:12:58Z,2026-06-10T01:15:35Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/40_Cifar10_FedProx_rho0p8_nc50_seed1.log,
41,80,FashionMNIST,cwFedAvg,0.0,50,1,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-10T01:15:35Z,2026-06-10T08:52:04Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/41_FashionMNIST_cwFedAvg_rho0p0_nc50_seed1.log,
42,80,FashionMNIST,cwFedAvg,0.2,50,1,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-10T08:52:04Z,2026-06-10T09:36:49Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/42_FashionMNIST_cwFedAvg_rho0p2_nc50_seed1.log,
43,80,FashionMNIST,cwFedAvg,0.4,50,1,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-10T09:36:49Z,2026-06-10T10:21:43Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/43_FashionMNIST_cwFedAvg_rho0p4_nc50_seed1.log,
44,80,FashionMNIST,cwFedAvg,0.6,50,1,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-10T10:21:43Z,2026-06-10T11:06:56Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/44_FashionMNIST_cwFedAvg_rho0p6_nc50_seed1.log,
45,80,FashionMNIST,cwFedAvg,0.8,50,1,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-10T11:06:56Z,2026-06-10T11:46:12Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/45_FashionMNIST_cwFedAvg_rho0p8_nc50_seed1.log,
46,80,FashionMNIST,FedALA,0.0,50,1,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-10T11:46:12Z,2026-06-10T12:17:44Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/46_FashionMNIST_FedALA_rho0p0_nc50_seed1.log,
47,80,FashionMNIST,FedALA,0.2,50,1,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-10T12:17:44Z,2026-06-10T12:49:08Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/47_FashionMNIST_FedALA_rho0p2_nc50_seed1.log,
48,80,FashionMNIST,FedALA,0.4,50,1,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-10T12:49:08Z,2026-06-10T13:19:43Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/48_FashionMNIST_FedALA_rho0p4_nc50_seed1.log,
49,80,FashionMNIST,FedALA,0.6,50,1,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-10T13:19:43Z,2026-06-10T13:50:02Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/49_FashionMNIST_FedALA_rho0p6_nc50_seed1.log,
50,80,FashionMNIST,FedALA,0.8,50,1,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-10T13:50:02Z,2026-06-10T14:21:31Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/50_FashionMNIST_FedALA_rho0p8_nc50_seed1.log,
51,80,FashionMNIST,FedAS,0.0,50,1,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-10T14:21:31Z,2026-06-10T15:30:47Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/51_FashionMNIST_FedAS_rho0p0_nc50_seed1.log,
52,80,FashionMNIST,FedAS,0.2,50,1,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-10T15:30:47Z,2026-06-10T16:40:08Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/52_FashionMNIST_FedAS_rho0p2_nc50_seed1.log,
53,80,FashionMNIST,FedAS,0.4,50,1,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-10T16:40:08Z,2026-06-10T17:49:04Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/53_FashionMNIST_FedAS_rho0p4_nc50_seed1.log,
54,80,FashionMNIST,FedAS,0.6,50,1,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-10T17:49:04Z,2026-06-10T18:58:08Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/54_FashionMNIST_FedAS_rho0p6_nc50_seed1.log,
55,80,FashionMNIST,FedAS,0.8,50,1,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-10T18:58:08Z,2026-06-10T20:11:07Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/55_FashionMNIST_FedAS_rho0p8_nc50_seed1.log,
56,80,FashionMNIST,FedAvg,0.0,50,1,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-10T20:11:07Z,2026-06-10T20:41:52Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/56_FashionMNIST_FedAvg_rho0p0_nc50_seed1.log,
57,80,FashionMNIST,FedAvg,0.2,50,1,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-10T20:41:52Z,2026-06-10T21:12:03Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/57_FashionMNIST_FedAvg_rho0p2_nc50_seed1.log,
58,80,FashionMNIST,FedAvg,0.4,50,1,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-10T21:12:03Z,2026-06-10T21:42:30Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/58_FashionMNIST_FedAvg_rho0p4_nc50_seed1.log,
59,80,FashionMNIST,FedAvg,0.6,50,1,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-10T21:42:30Z,2026-06-10T22:13:40Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/59_FashionMNIST_FedAvg_rho0p6_nc50_seed1.log,
60,80,FashionMNIST,FedAvg,0.8,50,1,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-10T22:13:40Z,2026-06-10T22:44:38Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/60_FashionMNIST_FedAvg_rho0p8_nc50_seed1.log,
61,80,FashionMNIST,FedBN,0.0,50,1,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-10T22:44:38Z,2026-06-10T23:10:46Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/61_FashionMNIST_FedBN_rho0p0_nc50_seed1.log,
62,80,FashionMNIST,FedBN,0.2,50,1,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-10T23:10:46Z,2026-06-10T23:37:03Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/62_FashionMNIST_FedBN_rho0p2_nc50_seed1.log,
63,80,FashionMNIST,FedBN,0.4,50,1,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-10T23:37:03Z,2026-06-11T00:03:23Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/63_FashionMNIST_FedBN_rho0p4_nc50_seed1.log,
64,80,FashionMNIST,FedBN,0.6,50,1,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-11T00:03:23Z,2026-06-11T00:29:45Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/64_FashionMNIST_FedBN_rho0p6_nc50_seed1.log,
65,80,FashionMNIST,FedBN,0.8,50,1,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-11T00:29:45Z,2026-06-11T00:56:09Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/65_FashionMNIST_FedBN_rho0p8_nc50_seed1.log,
66,80,FashionMNIST,FedCross,0.0,50,1,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-11T00:56:09Z,2026-06-11T01:37:05Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/66_FashionMNIST_FedCross_rho0p0_nc50_seed1.log,
67,80,FashionMNIST,FedCross,0.2,50,1,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-11T01:37:05Z,2026-06-11T02:16:41Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/67_FashionMNIST_FedCross_rho0p2_nc50_seed1.log,
68,80,FashionMNIST,FedCross,0.4,50,1,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-11T02:16:41Z,2026-06-11T02:59:04Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/68_FashionMNIST_FedCross_rho0p4_nc50_seed1.log,
69,80,FashionMNIST,FedCross,0.6,50,1,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-11T02:59:04Z,2026-06-11T03:39:42Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/69_FashionMNIST_FedCross_rho0p6_nc50_seed1.log,
70,80,FashionMNIST,FedCross,0.8,50,1,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-11T03:39:42Z,2026-06-11T04:19:33Z,/ds1home/aislab/Min/FedCD/FedCD-Baseline/batch_runs/splitgp_rho_baselines_vgg8/date_20260603/time_131156/run_logs/70_FashionMNIST_FedCross_rho0p8_nc50_seed1.log,
