round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1959,2.2380,495.2512,10741.6435,11236.8947
1,0.3037,2.1608,495.2512,495.2512,990.5023
2,0.3922,2.0804,495.2512,495.2512,990.5023
3,0.4837,1.9961,495.2512,495.2512,990.5023
4,0.5451,1.9094,495.2512,10741.6435,11236.8947
5,0.6083,1.8211,495.2512,495.2512,990.5023
6,0.6536,1.7322,495.2512,495.2512,990.5023
7,0.6882,1.6430,495.2512,495.2512,990.5023
8,0.7409,1.5507,495.2512,10741.6435,11236.8947
9,0.7553,1.4628,495.2512,495.2512,990.5023
10,0.7677,1.3770,495.2512,495.2512,990.5023
11,0.7783,1.2943,495.2512,495.2512,990.5023
12,0.7633,1.2148,495.2512,10741.6435,11236.8947
13,0.7753,1.1401,495.2512,495.2512,990.5023
14,0.7885,1.0701,495.2512,495.2512,990.5023
15,0.7993,1.0055,495.2512,495.2512,990.5023
16,0.8322,0.9417,495.2512,10741.6435,11236.8947
17,0.8358,0.8858,495.2512,495.2512,990.5023
18,0.8377,0.8365,495.2512,495.2512,990.5023
19,0.8411,0.7911,495.2512,495.2512,990.5023
20,0.8210,0.7561,495.2512,10741.6435,11236.8947
21,0.8340,0.7177,495.2512,495.2512,990.5023
22,0.8435,0.6833,495.2512,495.2512,990.5023
23,0.8492,0.6525,495.2512,495.2512,990.5023
24,0.8363,0.6271,495.2512,10741.6435,11236.8947
25,0.8472,0.6009,495.2512,495.2512,990.5023
26,0.8525,0.5775,495.2512,495.2512,990.5023
27,0.8546,0.5571,495.2512,495.2512,990.5023
28,0.8275,0.5470,495.2512,10741.6435,11236.8947
29,0.8461,0.5276,495.2512,495.2512,990.5023
30,0.8531,0.5114,495.2512,495.2512,990.5023
31,0.8570,0.4972,495.2512,495.2512,990.5023
32,0.8483,0.4879,495.2512,10741.6435,11236.8947
33,0.8569,0.4756,495.2512,495.2512,990.5023
34,0.8591,0.4647,495.2512,495.2512,990.5023
35,0.8608,0.4548,495.2512,495.2512,990.5023
36,0.8519,0.4483,495.2512,10741.6435,11236.8947
37,0.8649,0.4356,495.2512,495.2512,990.5023
38,0.8661,0.4280,495.2512,495.2512,990.5023
39,0.8668,0.4199,495.2512,495.2512,990.5023
40,0.8673,0.4144,495.2512,10741.6435,11236.8947
41,0.8670,0.4071,495.2512,495.2512,990.5023
42,0.8675,0.4014,495.2512,495.2512,990.5023
43,0.8681,0.3967,495.2512,495.2512,990.5023
44,0.8695,0.3912,495.2512,10741.6435,11236.8947
45,0.8710,0.3860,495.2512,495.2512,990.5023
46,0.8710,0.3817,495.2512,495.2512,990.5023
47,0.8715,0.3777,495.2512,495.2512,990.5023
48,0.8693,0.3749,495.2512,10741.6435,11236.8947
49,0.8717,0.3702,495.2512,495.2512,990.5023
50,0.8711,0.3674,495.2512,495.2512,990.5023
51,0.8719,0.3632,495.2512,495.2512,990.5023
52,0.8712,0.3609,495.2512,10741.6435,11236.8947
53,0.8738,0.3564,495.2512,495.2512,990.5023
54,0.8742,0.3535,495.2512,495.2512,990.5023
55,0.8745,0.3508,495.2512,495.2512,990.5023
56,0.8719,0.3501,495.2512,10741.6435,11236.8947
57,0.8755,0.3450,495.2512,495.2512,990.5023
58,0.8757,0.3421,495.2512,495.2512,990.5023
59,0.8757,0.3402,495.2512,495.2512,990.5023
60,0.8715,0.3406,495.2512,10741.6435,11236.8947
61,0.8747,0.3356,495.2512,495.2512,990.5023
62,0.8757,0.3347,495.2512,495.2512,990.5023
63,0.8761,0.3311,495.2512,495.2512,990.5023
64,0.8761,0.3315,495.2512,10741.6435,11236.8947
65,0.8754,0.3284,495.2512,495.2512,990.5023
66,0.8765,0.3267,495.2512,495.2512,990.5023
67,0.8774,0.3246,495.2512,495.2512,990.5023
68,0.8763,0.3257,495.2512,10741.6435,11236.8947
69,0.8781,0.3206,495.2512,495.2512,990.5023
70,0.8787,0.3187,495.2512,495.2512,990.5023
71,0.8795,0.3169,495.2512,495.2512,990.5023
72,0.8794,0.3170,495.2512,10741.6435,11236.8947
73,0.8796,0.3138,495.2512,495.2512,990.5023
74,0.8792,0.3125,495.2512,495.2512,990.5023
75,0.8798,0.3115,495.2512,495.2512,990.5023
76,0.8797,0.3101,495.2512,10741.6435,11236.8947
77,0.8805,0.3081,495.2512,495.2512,990.5023
78,0.8811,0.3070,495.2512,495.2512,990.5023
79,0.8815,0.3054,495.2512,495.2512,990.5023
80,0.8807,0.3049,495.2512,10741.6435,11236.8947
81,0.8810,0.3031,495.2512,495.2512,990.5023
82,0.8811,0.3014,495.2512,495.2512,990.5023
83,0.8812,0.3011,495.2512,495.2512,990.5023
84,0.8798,0.3024,495.2512,10741.6435,11236.8947
85,0.8817,0.2987,495.2512,495.2512,990.5023
86,0.8816,0.2972,495.2512,495.2512,990.5023
87,0.8819,0.2968,495.2512,495.2512,990.5023
88,0.8808,0.3007,495.2512,10741.6435,11236.8947
89,0.8830,0.2948,495.2512,495.2512,990.5023
90,0.8837,0.2938,495.2512,495.2512,990.5023
91,0.8841,0.2932,495.2512,495.2512,990.5023
92,0.8836,0.2938,495.2512,10741.6435,11236.8947
93,0.8835,0.2900,495.2512,495.2512,990.5023
94,0.8837,0.2896,495.2512,495.2512,990.5023
95,0.8842,0.2887,495.2512,495.2512,990.5023
96,0.8821,0.2906,495.2512,10741.6435,11236.8947
97,0.8846,0.2878,495.2512,495.2512,990.5023
98,0.8847,0.2870,495.2512,495.2512,990.5023
99,0.8847,0.2861,495.2512,495.2512,990.5023
100,0.8844,0.2870,495.2512,10741.6435,11236.8947
