round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1938,2.2379,495.2512,10741.6435,11236.8947
1,0.3001,2.1607,495.2512,495.2512,990.5023
2,0.3900,2.0801,495.2512,495.2512,990.5023
3,0.4801,1.9957,495.2512,495.2512,990.5023
4,0.5337,1.9085,495.2512,10741.6435,11236.8947
5,0.5982,1.8198,495.2512,495.2512,990.5023
6,0.6471,1.7304,495.2512,495.2512,990.5023
7,0.6859,1.6409,495.2512,495.2512,990.5023
8,0.7346,1.5491,495.2512,10741.6435,11236.8947
9,0.7565,1.4604,495.2512,495.2512,990.5023
10,0.7737,1.3739,495.2512,495.2512,990.5023
11,0.7860,1.2911,495.2512,495.2512,990.5023
12,0.7370,1.2148,495.2512,10741.6435,11236.8947
13,0.7605,1.1413,495.2512,495.2512,990.5023
14,0.7777,1.0724,495.2512,495.2512,990.5023
15,0.7928,1.0089,495.2512,495.2512,990.5023
16,0.8135,0.9434,495.2512,10741.6435,11236.8947
17,0.8219,0.8887,495.2512,495.2512,990.5023
18,0.8276,0.8398,495.2512,495.2512,990.5023
19,0.8341,0.7944,495.2512,495.2512,990.5023
20,0.8317,0.7571,495.2512,10741.6435,11236.8947
21,0.8381,0.7192,495.2512,495.2512,990.5023
22,0.8433,0.6848,495.2512,495.2512,990.5023
23,0.8483,0.6538,495.2512,495.2512,990.5023
24,0.8523,0.6230,495.2512,10741.6435,11236.8947
25,0.8537,0.5977,495.2512,495.2512,990.5023
26,0.8547,0.5748,495.2512,495.2512,990.5023
27,0.8559,0.5547,495.2512,495.2512,990.5023
28,0.8548,0.5380,495.2512,10741.6435,11236.8947
29,0.8575,0.5218,495.2512,495.2512,990.5023
30,0.8594,0.5066,495.2512,495.2512,990.5023
31,0.8604,0.4929,495.2512,495.2512,990.5023
32,0.8632,0.4794,495.2512,10741.6435,11236.8947
33,0.8628,0.4690,495.2512,495.2512,990.5023
34,0.8634,0.4589,495.2512,495.2512,990.5023
35,0.8647,0.4496,495.2512,495.2512,990.5023
36,0.8619,0.4424,495.2512,10741.6435,11236.8947
37,0.8651,0.4339,495.2512,495.2512,990.5023
38,0.8663,0.4264,495.2512,495.2512,990.5023
39,0.8671,0.4184,495.2512,495.2512,990.5023
40,0.8671,0.4122,495.2512,10741.6435,11236.8947
41,0.8675,0.4062,495.2512,495.2512,990.5023
42,0.8680,0.4005,495.2512,495.2512,990.5023
43,0.8691,0.3957,495.2512,495.2512,990.5023
44,0.8677,0.3912,495.2512,10741.6435,11236.8947
45,0.8699,0.3850,495.2512,495.2512,990.5023
46,0.8709,0.3802,495.2512,495.2512,990.5023
47,0.8712,0.3761,495.2512,495.2512,990.5023
48,0.8705,0.3768,495.2512,10741.6435,11236.8947
49,0.8709,0.3692,495.2512,495.2512,990.5023
50,0.8723,0.3657,495.2512,495.2512,990.5023
51,0.8726,0.3614,495.2512,495.2512,990.5023
52,0.8703,0.3607,495.2512,10741.6435,11236.8947
53,0.8741,0.3544,495.2512,495.2512,990.5023
54,0.8745,0.3510,495.2512,495.2512,990.5023
55,0.8742,0.3481,495.2512,495.2512,990.5023
56,0.8750,0.3456,495.2512,10741.6435,11236.8947
57,0.8751,0.3424,495.2512,495.2512,990.5023
58,0.8755,0.3397,495.2512,495.2512,990.5023
59,0.8755,0.3377,495.2512,495.2512,990.5023
60,0.8756,0.3350,495.2512,10741.6435,11236.8947
61,0.8764,0.3320,495.2512,495.2512,990.5023
62,0.8770,0.3312,495.2512,495.2512,990.5023
63,0.8771,0.3276,495.2512,495.2512,990.5023
64,0.8772,0.3264,495.2512,10741.6435,11236.8947
65,0.8778,0.3239,495.2512,495.2512,990.5023
66,0.8782,0.3224,495.2512,495.2512,990.5023
67,0.8787,0.3203,495.2512,495.2512,990.5023
68,0.8781,0.3189,495.2512,10741.6435,11236.8947
69,0.8791,0.3168,495.2512,495.2512,990.5023
70,0.8790,0.3152,495.2512,495.2512,990.5023
71,0.8792,0.3133,495.2512,495.2512,990.5023
72,0.8794,0.3115,495.2512,10741.6435,11236.8947
73,0.8801,0.3094,495.2512,495.2512,990.5023
74,0.8803,0.3081,495.2512,495.2512,990.5023
75,0.8803,0.3071,495.2512,495.2512,990.5023
76,0.8807,0.3045,495.2512,10741.6435,11236.8947
77,0.8802,0.3035,495.2512,495.2512,990.5023
78,0.8804,0.3025,495.2512,495.2512,990.5023
79,0.8808,0.3009,495.2512,495.2512,990.5023
80,0.8813,0.2993,495.2512,10741.6435,11236.8947
81,0.8814,0.2984,495.2512,495.2512,990.5023
82,0.8819,0.2965,495.2512,495.2512,990.5023
83,0.8821,0.2961,495.2512,495.2512,990.5023
84,0.8818,0.2948,495.2512,10741.6435,11236.8947
85,0.8817,0.2930,495.2512,495.2512,990.5023
86,0.8821,0.2914,495.2512,495.2512,990.5023
87,0.8827,0.2909,495.2512,495.2512,990.5023
88,0.8830,0.2901,495.2512,10741.6435,11236.8947
89,0.8832,0.2889,495.2512,495.2512,990.5023
90,0.8833,0.2883,495.2512,495.2512,990.5023
91,0.8835,0.2877,495.2512,495.2512,990.5023
92,0.8837,0.2873,495.2512,10741.6435,11236.8947
93,0.8837,0.2848,495.2512,495.2512,990.5023
94,0.8841,0.2844,495.2512,495.2512,990.5023
95,0.8839,0.2834,495.2512,495.2512,990.5023
96,0.8842,0.2832,495.2512,10741.6435,11236.8947
97,0.8841,0.2821,495.2512,495.2512,990.5023
98,0.8844,0.2811,495.2512,495.2512,990.5023
99,0.8845,0.2803,495.2512,495.2512,990.5023
100,0.8849,0.2815,495.2512,10741.6435,11236.8947
