round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1138,0.1138,2.3025,0.1138,0.1138,2.3025,0.00,78.55,78.55
2,0.0651,0.1502,2.5225,0.7676,0.1080,1.4624,78.55,78.55,157.09
3,0.0935,0.2265,2.5081,0.8360,0.1296,0.9030,78.55,78.55,157.09
4,0.1182,0.2846,2.4785,0.8802,0.1458,0.7500,78.55,78.55,157.09
5,0.1424,0.3487,2.4398,0.8983,0.1569,0.6738,78.55,78.55,157.09
6,0.1641,0.4018,2.3994,0.9116,0.1673,0.6332,78.55,78.55,157.09
7,0.1899,0.4460,2.3645,0.9266,0.1800,0.6051,78.55,78.55,157.09
8,0.2089,0.4740,2.3418,0.9337,0.1878,0.5790,78.55,78.55,157.09
9,0.2287,0.5028,2.3284,0.9427,0.1979,0.5576,78.55,78.55,157.09
10,0.2391,0.5209,2.3144,0.9519,0.2073,0.5377,78.55,78.55,157.09
11,0.2487,0.5325,2.3191,0.9549,0.2112,0.5198,78.55,78.55,157.09
12,0.2590,0.5458,2.3178,0.9586,0.2186,0.5002,78.55,78.55,157.09
13,0.2628,0.5505,2.3148,0.9613,0.2212,0.4844,78.55,78.55,157.09
14,0.2666,0.5555,2.3253,0.9669,0.2309,0.4678,78.55,78.55,157.09
15,0.2735,0.5629,2.3240,0.9662,0.2319,0.4522,78.55,78.55,157.09
16,0.2701,0.5640,2.3407,0.9694,0.2373,0.4358,78.55,78.55,157.09
17,0.2770,0.5719,2.3577,0.9717,0.2437,0.4226,78.55,78.55,157.09
18,0.2755,0.5734,2.3577,0.9729,0.2483,0.4091,78.55,78.55,157.09
19,0.2844,0.5756,2.3751,0.9729,0.2499,0.3952,78.55,78.55,157.09
20,0.2826,0.5768,2.3802,0.9768,0.2600,0.3825,78.55,78.55,157.09
21,0.2841,0.5845,2.3836,0.9769,0.2623,0.3704,78.55,78.55,157.09
22,0.2847,0.5833,2.4079,0.9781,0.2740,0.3600,78.55,78.55,157.09
23,0.2864,0.5882,2.4140,0.9794,0.2786,0.3483,78.55,78.55,157.09
24,0.2832,0.5882,2.4284,0.9798,0.2824,0.3385,78.55,78.55,157.09
25,0.2913,0.5937,2.4247,0.9801,0.3021,0.3328,78.55,78.55,157.09
26,0.2897,0.5953,2.4395,0.9820,0.3021,0.3212,78.55,78.55,157.09
27,0.2900,0.5971,2.4345,0.9829,0.3075,0.3083,78.55,78.55,157.09
28,0.2911,0.5983,2.4603,0.9841,0.3170,0.3004,78.55,78.55,157.09
29,0.2912,0.6016,2.4550,0.9849,0.3261,0.2924,78.55,78.55,157.09
30,0.2896,0.6053,2.4753,0.9861,0.3354,0.2855,78.55,78.55,157.09
31,0.2915,0.6060,2.4943,0.9850,0.3396,0.2814,78.55,78.55,157.09
32,0.2929,0.6112,2.4714,0.9862,0.3511,0.2716,78.55,78.55,157.09
33,0.2899,0.6102,2.5037,0.9849,0.3610,0.2678,78.55,78.55,157.09
34,0.2914,0.6119,2.5101,0.9869,0.3709,0.2595,78.55,78.55,157.09
35,0.2912,0.6192,2.5011,0.9860,0.3791,0.2538,78.55,78.55,157.09
36,0.2914,0.6174,2.5354,0.9859,0.3870,0.2505,78.55,78.55,157.09
37,0.2930,0.6198,2.5125,0.9870,0.3977,0.2420,78.55,78.55,157.09
38,0.2948,0.6201,2.5323,0.9880,0.4096,0.2357,78.55,78.55,157.09
39,0.2974,0.6275,2.5247,0.9886,0.4133,0.2324,78.55,78.55,157.09
40,0.2963,0.6271,2.5422,0.9895,0.4230,0.2247,78.55,78.55,157.09
41,0.2903,0.6289,2.5508,0.9877,0.4280,0.2222,78.55,78.55,157.09
42,0.2891,0.6302,2.5805,0.9887,0.4392,0.2212,78.55,78.55,157.09
43,0.2916,0.6324,2.5651,0.9895,0.4490,0.2132,78.55,78.55,157.09
44,0.2921,0.6367,2.5518,0.9899,0.4594,0.2103,78.55,78.55,157.09
45,0.2966,0.6415,2.5471,0.9893,0.4658,0.2060,78.55,78.55,157.09
46,0.2947,0.6401,2.5679,0.9907,0.4768,0.2016,78.55,78.55,157.09
47,0.2924,0.6387,2.5995,0.9911,0.4820,0.1980,78.55,78.55,157.09
48,0.3010,0.6448,2.5552,0.9902,0.4880,0.1955,78.55,78.55,157.09
49,0.2931,0.6413,2.5973,0.9901,0.4960,0.1957,78.55,78.55,157.09
50,0.2981,0.6494,2.5629,0.9897,0.4980,0.1944,78.55,78.55,157.09
51,0.2975,0.6494,2.5772,0.9888,0.5117,0.1941,78.55,78.55,157.09
52,0.2971,0.6484,2.5814,0.9879,0.5143,0.1907,78.55,78.55,157.09
53,0.2966,0.6539,2.5791,0.9918,0.5304,0.1816,78.55,78.55,157.09
54,0.2919,0.6550,2.5951,0.9918,0.5351,0.1790,78.55,78.55,157.09
55,0.2950,0.6564,2.6176,0.9919,0.5478,0.1758,78.55,78.55,157.09
56,0.2974,0.6561,2.5978,0.9916,0.5526,0.1749,78.55,78.55,157.09
57,0.2943,0.6597,2.5948,0.9906,0.5586,0.1721,78.55,78.55,157.09
58,0.2991,0.6626,2.6211,0.9915,0.5618,0.1712,78.55,78.55,157.09
59,0.3038,0.6664,2.5842,0.9922,0.5699,0.1682,78.55,78.55,157.09
60,0.3006,0.6627,2.6137,0.9804,0.5712,0.2010,78.55,78.55,157.09
61,0.3029,0.6722,2.5752,0.9921,0.5819,0.1632,78.55,78.55,157.09
62,0.3029,0.6703,2.5930,0.9915,0.5899,0.1629,78.55,78.55,157.09
63,0.3052,0.6698,2.5881,0.9874,0.5850,0.1739,78.55,78.55,157.09
64,0.3004,0.6725,2.6142,0.9927,0.6011,0.1575,78.55,78.55,157.09
65,0.3057,0.6765,2.5675,0.9913,0.6009,0.1597,78.55,78.55,157.09
66,0.3058,0.6757,2.6001,0.9926,0.6115,0.1545,78.55,78.55,157.09
67,0.2999,0.6751,2.6207,0.9929,0.6131,0.1544,78.55,78.55,157.09
68,0.3050,0.6815,2.5720,0.9926,0.6215,0.1512,78.55,78.55,157.09
69,0.3073,0.6830,2.5573,0.9921,0.6270,0.1523,78.55,78.55,157.09
70,0.3043,0.6826,2.5715,0.9933,0.6329,0.1499,78.55,78.55,157.09
71,0.3084,0.6813,2.6340,0.9705,0.6293,0.2095,78.55,78.55,157.09
72,0.3089,0.6858,2.5695,0.9931,0.6454,0.1459,78.55,78.55,157.09
73,0.3061,0.6821,2.6304,0.9928,0.6502,0.1456,78.55,78.55,157.09
74,0.3119,0.6908,2.5397,0.9937,0.6512,0.1424,78.55,78.55,157.09
75,0.3101,0.6873,2.5711,0.9867,0.6487,0.1566,78.55,78.55,157.09
76,0.3093,0.6918,2.5652,0.9931,0.6602,0.1409,78.55,78.55,157.09
77,0.3092,0.6864,2.6143,0.9804,0.6499,0.1731,78.55,78.55,157.09
78,0.3129,0.6959,2.5441,0.9919,0.6656,0.1439,78.55,78.55,157.09
79,0.3129,0.6978,2.5600,0.9935,0.6708,0.1371,78.55,78.55,157.09
80,0.3109,0.6945,2.5617,0.9938,0.6781,0.1353,78.55,78.55,157.09
81,0.3116,0.6979,2.5636,0.9938,0.6806,0.1349,78.55,78.55,157.09
82,0.3118,0.6993,2.5419,0.9924,0.6852,0.1376,78.55,78.55,157.09
83,0.3100,0.6946,2.5897,0.9929,0.6828,0.1331,78.55,78.55,157.09
