round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.8160,0.1629,0.0849,0.6080,495.2603,495.2512,990.5115
1,0.8583,0.1714,0.0849,0.3751,495.2603,495.2512,990.5115
2,0.8725,0.1743,0.0849,0.3142,495.2603,495.2512,990.5115
3,0.8781,0.1755,0.0849,0.2817,495.2603,495.2512,990.5115
4,0.7567,0.1515,0.1024,106.7523,495.2603,9619.0019,10114.2622
5,0.8515,0.1702,0.1024,34.6088,495.2603,495.2512,990.5115
6,0.8404,0.1678,0.1024,182.9262,495.2603,495.2512,990.5115
7,0.8445,0.1691,0.1024,140.5027,495.2603,495.2512,990.5115
8,0.6124,0.1386,0.1063,1912428.1555,495.2603,9619.0019,10114.2622
