round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2391,0.3981,0.1664,0.1644,0.1664,0.1460,2.3338,5.2156,10.4312,15.6468
1,0.3259,0.5387,0.1664,0.1620,0.1664,0.1336,1.9337,5.2156,5.2156,10.4312
2,0.3052,0.5935,0.1916,0.1847,0.1916,0.1301,1.8886,5.2156,10.4312,15.6468
3,0.3573,0.6143,0.1916,0.1831,0.1916,0.1292,1.6341,5.2156,5.2156,10.4312
4,0.3652,0.6306,0.2073,0.1976,0.2073,0.1298,1.5877,5.2156,10.4312,15.6468
5,0.3971,0.6413,0.2073,0.1965,0.2073,0.1305,1.4566,5.2156,5.2156,10.4312
6,0.4056,0.6463,0.2168,0.2058,0.2168,0.1307,1.4140,5.2156,10.4312,15.6468
7,0.4230,0.6522,0.2168,0.2049,0.2168,0.1315,1.3406,5.2156,5.2156,10.4312
8,0.4265,0.6571,0.2236,0.2111,0.2236,0.1324,1.3183,5.2156,10.4312,15.6468
9,0.4391,0.6634,0.2236,0.2105,0.2236,0.1335,1.2724,5.2156,5.2156,10.4312
10,0.4457,0.6686,0.2289,0.2154,0.2289,0.1345,1.2498,5.2156,10.4312,15.6468
11,0.4547,0.6733,0.2289,0.2149,0.2289,0.1353,1.2229,5.2156,5.2156,10.4312
12,0.4566,0.6771,0.2327,0.2170,0.2327,0.1360,1.2099,5.2156,10.4312,15.6468
13,0.4627,0.6812,0.2327,0.2167,0.2327,0.1367,1.1927,5.2156,5.2156,10.4312
14,0.4635,0.6858,0.2348,0.2193,0.2348,0.1377,1.1869,5.2156,10.4312,15.6468
15,0.4680,0.6907,0.2348,0.2199,0.2348,0.1387,1.1747,5.2156,5.2156,10.4312
16,0.4722,0.6952,0.2377,0.2239,0.2377,0.1394,1.1683,5.2156,10.4312,15.6468
17,0.4750,0.6993,0.2377,0.2240,0.2377,0.1402,1.1632,5.2156,5.2156,10.4312
18,0.4777,0.7013,0.2418,0.2280,0.2418,0.1407,1.1588,5.2156,10.4312,15.6468
19,0.4778,0.7047,0.2418,0.2283,0.2418,0.1414,1.1566,5.2156,5.2156,10.4312
20,0.4779,0.7091,0.2468,0.2319,0.2468,0.1422,1.1551,5.2156,10.4312,15.6468
21,0.4774,0.7095,0.2468,0.2323,0.2468,0.1423,1.1526,5.2156,5.2156,10.4312
22,0.4787,0.7112,0.2478,0.2351,0.2478,0.1426,1.1514,5.2156,10.4312,15.6468
23,0.4759,0.7136,0.2478,0.2352,0.2478,0.1430,1.1512,5.2156,5.2156,10.4312
24,0.4754,0.7152,0.2500,0.2379,0.2500,0.1434,1.1511,5.2156,10.4312,15.6468
25,0.4741,0.7168,0.2500,0.2384,0.2500,0.1438,1.1509,5.2156,5.2156,10.4312
26,0.4760,0.7206,0.2532,0.2411,0.2532,0.1444,1.1512,5.2156,10.4312,15.6468
27,0.4765,0.7218,0.2532,0.2414,0.2532,0.1446,1.1506,5.2156,5.2156,10.4312
28,0.4763,0.7245,0.2572,0.2435,0.2572,0.1451,1.1493,5.2156,10.4312,15.6468
29,0.4765,0.7270,0.2572,0.2439,0.2572,0.1456,1.1498,5.2156,5.2156,10.4312
30,0.4764,0.7283,0.2606,0.2465,0.2606,0.1459,1.1497,5.2156,10.4312,15.6468
31,0.4786,0.7291,0.2606,0.2472,0.2606,0.1460,1.1490,5.2156,5.2156,10.4312
32,0.4792,0.7301,0.2621,0.2490,0.2621,0.1462,1.1474,5.2156,10.4312,15.6468
33,0.4791,0.7321,0.2621,0.2493,0.2621,0.1465,1.1478,5.2156,5.2156,10.4312
34,0.4791,0.7331,0.2652,0.2516,0.2652,0.1468,1.1479,5.2156,10.4312,15.6468
35,0.4777,0.7334,0.2652,0.2518,0.2652,0.1469,1.1490,5.2156,5.2156,10.4312
36,0.4769,0.7346,0.2676,0.2541,0.2676,0.1470,1.1494,5.2156,10.4312,15.6468
37,0.4769,0.7346,0.2676,0.2541,0.2676,0.1470,1.1481,5.2156,5.2156,10.4312
38,0.4797,0.7369,0.2688,0.2559,0.2688,0.1475,1.1459,5.2156,10.4312,15.6468
39,0.4794,0.7378,0.2688,0.2559,0.2688,0.1476,1.1452,5.2156,5.2156,10.4312
40,0.4770,0.7379,0.2701,0.2575,0.2701,0.1477,1.1477,5.2156,10.4312,15.6468
41,0.4782,0.7390,0.2701,0.2576,0.2701,0.1478,1.1451,5.2156,5.2156,10.4312
42,0.4763,0.7393,0.2712,0.2584,0.2712,0.1479,1.1443,5.2156,10.4312,15.6468
43,0.4778,0.7401,0.2712,0.2586,0.2712,0.1481,1.1426,5.2156,5.2156,10.4312
44,0.4816,0.7405,0.2747,0.2615,0.2747,0.1483,1.1408,5.2156,10.4312,15.6468
45,0.4824,0.7415,0.2747,0.2617,0.2747,0.1486,1.1396,5.2156,5.2156,10.4312
46,0.4811,0.7429,0.2749,0.2622,0.2749,0.1486,1.1390,5.2156,10.4312,15.6468
47,0.4823,0.7440,0.2749,0.2622,0.2749,0.1488,1.1368,5.2156,5.2156,10.4312
