round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1865,2.2380,1238.1279,26854.1088,28092.2367
1,0.2825,2.1603,1238.1279,1238.1279,2476.2558
2,0.3605,2.0797,1238.1279,1238.1279,2476.2558
3,0.4495,1.9946,1238.1279,1238.1279,2476.2558
4,0.5415,1.9073,1238.1279,26854.1088,28092.2367
5,0.5957,1.8183,1238.1279,1238.1279,2476.2558
6,0.6366,1.7290,1238.1279,1238.1279,2476.2558
7,0.6690,1.6390,1238.1279,1238.1279,2476.2558
8,0.7201,1.5500,1238.1279,26854.1088,28092.2367
9,0.7455,1.4607,1238.1279,1238.1279,2476.2558
10,0.7601,1.3738,1238.1279,1238.1279,2476.2558
11,0.7750,1.2902,1238.1279,1238.1279,2476.2558
12,0.7644,1.2128,1238.1279,26854.1088,28092.2367
13,0.7790,1.1381,1238.1279,1238.1279,2476.2558
14,0.7890,1.0688,1238.1279,1238.1279,2476.2558
15,0.7988,1.0044,1238.1279,1238.1279,2476.2558
16,0.7923,0.9505,1238.1279,26854.1088,28092.2367
17,0.8066,0.8954,1238.1279,1238.1279,2476.2558
18,0.8179,0.8455,1238.1279,1238.1279,2476.2558
19,0.8283,0.7994,1238.1279,1238.1279,2476.2558
20,0.8257,0.7599,1238.1279,26854.1088,28092.2367
21,0.8338,0.7360,1238.1279,1238.1279,2476.2558
22,0.8399,0.7147,1238.1279,1238.1279,2476.2558
23,0.8425,0.6959,1238.1279,1238.1279,2476.2558
24,0.8473,0.6764,1238.1279,26854.1088,28092.2367
25,0.8503,0.6565,1238.1279,1238.1279,2476.2558
26,0.8508,0.6385,1238.1279,1238.1279,2476.2558
27,0.8524,0.6209,1238.1279,1238.1279,2476.2558
28,0.8506,0.6043,1238.1279,26854.1088,28092.2367
29,0.8536,0.5905,1238.1279,1238.1279,2476.2558
30,0.8551,0.5782,1238.1279,1238.1279,2476.2558
31,0.8569,0.5670,1238.1279,1238.1279,2476.2558
32,0.8567,0.5549,1238.1279,26854.1088,28092.2367
33,0.8585,0.5439,1238.1279,1238.1279,2476.2558
34,0.8589,0.5331,1238.1279,1238.1279,2476.2558
35,0.8594,0.5224,1238.1279,1238.1279,2476.2558
36,0.8597,0.5132,1238.1279,26854.1088,28092.2367
37,0.8618,0.5000,1238.1279,1238.1279,2476.2558
38,0.8624,0.4879,1238.1279,1238.1279,2476.2558
39,0.8627,0.4765,1238.1279,1238.1279,2476.2558
40,0.8613,0.4716,1238.1279,26854.1088,28092.2367
41,0.8643,0.4609,1238.1279,1238.1279,2476.2558
42,0.8649,0.4515,1238.1279,1238.1279,2476.2558
43,0.8653,0.4433,1238.1279,1238.1279,2476.2558
44,0.8666,0.4331,1238.1279,26854.1088,28092.2367
45,0.8672,0.4241,1238.1279,1238.1279,2476.2558
46,0.8683,0.4166,1238.1279,1238.1279,2476.2558
47,0.8691,0.4096,1238.1279,1238.1279,2476.2558
48,0.8693,0.4036,1238.1279,26854.1088,28092.2367
49,0.8701,0.3974,1238.1279,1238.1279,2476.2558
50,0.8702,0.3917,1238.1279,1238.1279,2476.2558
51,0.8707,0.3870,1238.1279,1238.1279,2476.2558
52,0.8701,0.3829,1238.1279,26854.1088,28092.2367
53,0.8724,0.3777,1238.1279,1238.1279,2476.2558
54,0.8732,0.3684,1238.1279,1238.1279,2476.2558
55,0.8735,0.3633,1238.1279,1238.1279,2476.2558
56,0.8741,0.3584,1238.1279,26854.1088,28092.2367
57,0.8739,0.3539,1238.1279,1238.1279,2476.2558
58,0.8745,0.3497,1238.1279,1238.1279,2476.2558
59,0.8749,0.3460,1238.1279,1238.1279,2476.2558
60,0.8754,0.3427,1238.1279,26854.1088,28092.2367
61,0.8761,0.3392,1238.1279,1238.1279,2476.2558
62,0.8767,0.3363,1238.1279,1238.1279,2476.2558
63,0.8771,0.3332,1238.1279,1238.1279,2476.2558
64,0.8765,0.3323,1238.1279,26854.1088,28092.2367
