round,local_test_acc,global_test_acc,train_loss,id_test_acc,ood_test_acc,id_test_count,ood_test_count,id_client_std,ood_client_std,uplink_mb,downlink_mb,total_mb
88,0.4656,,0.7101,,,,,,,196.36,196.36,392.73
89,0.4655,,0.7050,,,,,,,196.36,196.36,392.73
90,0.4689,,0.6922,,,,,,,196.36,196.36,392.73
91,0.4687,,0.6817,,,,,,,196.36,196.36,392.73
92,0.4673,,0.6733,,,,,,,196.36,196.36,392.73
93,0.4680,,0.6694,,,,,,,196.36,196.36,392.73
94,0.4695,,0.6610,,,,,,,196.36,196.36,392.73
95,0.4707,,0.6467,,,,,,,196.36,196.36,392.73
96,0.4709,,0.6430,,,,,,,196.36,196.36,392.73
97,0.4742,,0.6283,,,,,,,196.36,196.36,392.73
98,0.4737,,0.6264,,,,,,,196.36,196.36,392.73
99,0.4725,,0.6212,,,,,,,196.36,196.36,392.73
100,0.4723,,0.6153,,,,,,,196.36,196.36,392.73
101,0.4741,,0.6066,,,,,,,196.36,196.36,392.73
