round,test_acc,train_loss,uplink_mb,downlink_mb
1,0.0934,2.4296,0.00,25615.98
2,0.2089,2.2142,25615.98,51231.96
3,0.3780,1.9212,51231.96,76847.94
4,0.4859,1.6324,76847.94,102463.92
5,0.5593,1.3714,102463.92,128079.90
6,0.6076,1.2054,128079.90,153695.89
7,0.6420,1.0911,153695.89,179311.87
8,0.6655,1.0000,179311.87,204927.85
9,0.6911,0.9437,204927.85,230543.83
10,0.7052,0.8900,230543.83,256159.81
11,0.7136,0.8472,256159.81,281775.79
12,0.7248,0.8061,281775.79,307391.77
13,0.7345,0.7744,307391.77,333007.75
14,0.7478,0.7413,333007.75,358623.73
15,0.7488,0.7259,358623.73,384239.71
16,0.7517,0.7068,384239.71,409855.69
17,0.7593,0.6872,409855.69,435471.68
18,0.7682,0.6604,435471.68,461087.66
19,0.7733,0.6425,461087.66,486703.64
20,0.7754,0.6303,486703.64,512319.62
21,0.7798,0.6119,512319.62,537935.60
22,0.7781,0.6120,537935.60,563551.58
23,0.7844,0.5935,563551.58,589167.56
24,0.7892,0.5776,589167.56,614783.54
25,0.7924,0.5618,614783.54,640399.52
26,0.7940,0.5540,640399.52,666015.50
27,0.7937,0.5539,666015.50,691631.48
28,0.7980,0.5379,691631.48,717247.47
29,0.8021,0.5248,717247.47,742863.45
30,0.8005,0.5236,742863.45,768479.43
31,0.8044,0.5110,768479.43,794095.41
32,0.8061,0.5025,794095.41,819711.39
33,0.8043,0.5007,819711.39,845327.37
34,0.8084,0.4881,845327.37,870943.35
35,0.8124,0.4817,870943.35,896559.33
36,0.8035,0.4901,896559.33,922175.31
37,0.8169,0.4681,922175.31,947791.29
38,0.8166,0.4633,947791.29,973407.27
39,0.8167,0.4564,973407.27,999023.26
40,0.8187,0.4510,999023.26,1024639.24
41,0.8140,0.4555,1024639.24,1050255.22
42,0.8154,0.4470,1050255.22,1075871.20
43,0.8191,0.4415,1075871.20,1101487.18
44,0.8203,0.4392,1101487.18,1127103.16
45,0.8187,0.4361,1127103.16,1152719.14
46,0.8215,0.4287,1152719.14,1178335.12
47,0.8238,0.4241,1178335.12,1203951.10
48,0.8213,0.4224,1203951.10,1229567.08
49,0.8257,0.4151,1229567.08,1255183.06
50,0.8251,0.4131,1255183.06,1280799.05
51,0.8257,0.4104,1280799.05,1306415.03
52,0.8239,0.4128,1306415.03,1332031.01
53,0.8239,0.4101,1332031.01,1357646.99
54,0.8308,0.3992,1357646.99,1383262.97
55,0.8293,0.3987,1383262.97,1408878.95
56,0.8302,0.3925,1408878.95,1434494.93
57,0.8277,0.3954,1434494.93,1460110.91
58,0.8297,0.3925,1460110.91,1485726.89
59,0.8296,0.3884,1485726.89,1511342.87
60,0.8322,0.3836,1511342.87,1536958.85
61,0.8336,0.3810,1536958.85,1562574.84
62,0.8340,0.3784,1562574.84,1588190.82
63,0.8312,0.3790,1588190.82,1613806.80
64,0.8340,0.3727,1613806.80,1639422.78
65,0.8310,0.3798,1639422.78,1665038.76
66,0.8323,0.3737,1665038.76,1690654.74
67,0.8343,0.3714,1690654.74,1716270.72
68,0.8326,0.3678,1716270.72,1741886.70
69,0.8354,0.3652,1741886.70,1767502.68
70,0.8351,0.3639,1767502.68,1793118.66
71,0.8333,0.3675,1793118.66,1818734.64
72,0.8367,0.3552,1818734.64,1844350.63
73,0.8377,0.3518,1844350.63,1869966.61
74,0.8376,0.3528,1869966.61,1895582.59
75,0.8394,0.3487,1895582.59,1921198.57
76,0.8381,0.3489,1921198.57,1946814.55
77,0.8384,0.3471,1946814.55,1972430.53
78,0.8365,0.3468,1972430.53,1998046.51
79,0.8372,0.3452,1998046.51,2023662.49
80,0.8363,0.3445,2023662.49,2049278.47
81,0.8414,0.3382,2049278.47,2074894.45
82,0.8410,0.3348,2074894.45,2100510.43
83,0.8400,0.3350,2100510.43,2126126.42
84,0.8408,0.3324,2126126.42,2151742.40
85,0.8411,0.3329,2151742.40,2177358.38
86,0.8426,0.3274,2177358.38,2202974.36
87,0.8424,0.3248,2202974.36,2228590.34
88,0.8418,0.3271,2228590.34,2254206.32
89,0.8413,0.3245,2254206.32,2279822.30
90,0.8414,0.3222,2279822.30,2305438.28
91,0.8424,0.3265,2305438.28,2331054.26
92,0.8399,0.3260,2331054.26,2356670.24
93,0.8404,0.3204,2356670.24,2382286.22
94,0.8415,0.3179,2382286.22,2407902.21
95,0.8427,0.3149,2407902.21,2433518.19
96,0.8418,0.3145,2433518.19,2459134.17
97,0.8404,0.3161,2459134.17,2484750.15
98,0.8420,0.3097,2484750.15,2510366.13
99,0.8430,0.3084,2510366.13,2535982.11
100,0.8404,0.3192,2535982.11,2561598.09
101,0.8452,0.3042,2561598.09,2587214.07
