round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2077,0.2133,0.1684,0.1612,0.1684,0.1389,1.8585,5.2156,10.4312,15.6468
1,0.2109,0.2019,0.1684,0.1558,0.1684,0.1292,1.4262,5.2156,5.2156,10.4312
2,0.2047,0.2133,0.1555,0.1563,0.1555,0.1258,1.4179,5.2156,10.4312,15.6468
3,0.2062,0.2046,0.1555,0.1545,0.1555,0.1208,1.2676,5.2156,5.2156,10.4312
4,0.2222,0.1967,0.1762,0.1655,0.1762,0.1173,1.1868,5.2156,10.4312,15.6468
5,0.2186,0.1920,0.1762,0.1616,0.1762,0.1168,1.0915,5.2156,5.2156,10.4312
6,0.2221,0.1900,0.1876,0.1623,0.1876,0.1166,1.0435,5.2156,10.4312,15.6468
7,0.2196,0.1884,0.1876,0.1600,0.1876,0.1169,1.0095,5.2156,5.2156,10.4312
8,0.2269,0.1917,0.1974,0.1630,0.1974,0.1188,1.0320,5.2156,10.4312,15.6468
9,0.2262,0.1906,0.1974,0.1624,0.1974,0.1185,1.0139,5.2156,5.2156,10.4312
10,0.2305,0.1909,0.2024,0.1642,0.2024,0.1179,0.9918,5.2156,10.4312,15.6468
11,0.2317,0.1899,0.2024,0.1637,0.2024,0.1178,0.9781,5.2156,5.2156,10.4312
12,0.2321,0.1899,0.2071,0.1646,0.2071,0.1185,0.9673,5.2156,10.4312,15.6468
13,0.2305,0.1914,0.2071,0.1642,0.2071,0.1193,0.9597,5.2156,5.2156,10.4312
14,0.2322,0.1938,0.2113,0.1646,0.2113,0.1198,0.9553,5.2156,10.4312,15.6468
15,0.2329,0.1953,0.2113,0.1658,0.2113,0.1205,0.9565,5.2156,5.2156,10.4312
16,0.2324,0.1916,0.2131,0.1668,0.2131,0.1198,0.9606,5.2156,10.4312,15.6468
17,0.2348,0.1951,0.2131,0.1687,0.2131,0.1209,0.9639,5.2156,5.2156,10.4312
18,0.2290,0.2237,0.2144,0.1723,0.2144,0.1272,1.0942,5.2156,10.4312,15.6468
19,0.2292,0.2187,0.2144,0.1733,0.2144,0.1272,1.0708,5.2156,5.2156,10.4312
20,0.2414,0.2018,0.2153,0.1747,0.2153,0.1228,1.0015,5.2156,10.4312,15.6468
21,0.2396,0.1957,0.2153,0.1748,0.2153,0.1217,0.9959,5.2156,5.2156,10.4312
22,0.2414,0.1952,0.2154,0.1749,0.2154,0.1216,0.9939,5.2156,10.4312,15.6468
23,0.2426,0.1957,0.2154,0.1764,0.2154,0.1219,0.9977,5.2156,5.2156,10.4312
24,0.2543,0.2023,0.2165,0.1813,0.2165,0.1230,1.0478,5.2156,10.4312,15.6468
25,0.2572,0.2052,0.2165,0.1826,0.2165,0.1236,1.0491,5.2156,5.2156,10.4312
26,0.2596,0.2017,0.2181,0.1837,0.2181,0.1237,1.0345,5.2156,10.4312,15.6468
