round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1009,0.1009,2.3031,0.1009,0.1009,2.3031,0.00,78.55,78.55
2,0.2391,0.1972,2.3060,0.8689,0.1449,1.2376,78.55,78.55,157.09
3,0.3195,0.3158,2.1919,0.9356,0.1693,0.8072,78.55,78.55,157.09
4,0.3788,0.4148,2.0694,0.9648,0.1839,0.5631,78.55,78.55,157.09
5,0.4405,0.4417,1.9470,0.9774,0.1903,0.4704,78.55,78.55,157.09
6,0.4929,0.4569,1.8349,0.9814,0.1931,0.4243,78.55,78.55,157.09
7,0.5436,0.4691,1.7353,0.9835,0.1941,0.3975,78.55,78.55,157.09
8,0.5731,0.4762,1.6454,0.9846,0.1952,0.3795,78.55,78.55,157.09
9,0.5945,0.4814,1.5693,0.9853,0.1956,0.3664,78.55,78.55,157.09
10,0.6146,0.4851,1.4975,0.9865,0.1962,0.3541,78.55,78.55,157.09
11,0.6259,0.4873,1.4353,0.9878,0.1966,0.3427,78.55,78.55,157.09
12,0.6405,0.4892,1.3824,0.9876,0.1967,0.3340,78.55,78.55,157.09
13,0.6511,0.4887,1.3326,0.9889,0.1969,0.3231,78.55,78.55,157.09
14,0.6579,0.4930,1.2926,0.9887,0.1971,0.3143,78.55,78.55,157.09
15,0.6729,0.4925,1.2461,0.9895,0.1972,0.3051,78.55,78.55,157.09
16,0.6798,0.4953,1.2107,0.9891,0.1973,0.2972,78.55,78.55,157.09
17,0.6885,0.4934,1.1752,0.9897,0.1974,0.2894,78.55,78.55,157.09
18,0.6935,0.4945,1.1485,0.9893,0.1974,0.2829,78.55,78.55,157.09
19,0.7026,0.4942,1.1167,0.9896,0.1975,0.2762,78.55,78.55,157.09
20,0.7025,0.4927,1.1018,0.9903,0.1976,0.2696,78.55,78.55,157.09
21,0.7080,0.4941,1.0716,0.9899,0.1976,0.2630,78.55,78.55,157.09
22,0.7163,0.4969,1.0480,0.9903,0.1976,0.2569,78.55,78.55,157.09
23,0.7193,0.4956,1.0258,0.9908,0.1977,0.2511,78.55,78.55,157.09
24,0.7290,0.4973,1.0045,0.9901,0.1979,0.2474,78.55,78.55,157.09
25,0.7266,0.4941,0.9926,0.9901,0.1977,0.2422,78.55,78.55,157.09
26,0.7268,0.4917,0.9772,0.9910,0.1980,0.2353,78.55,78.55,157.09
27,0.7356,0.4933,0.9560,0.9913,0.1984,0.2306,78.55,78.55,157.09
28,0.7356,0.4914,0.9432,0.9910,0.1990,0.2267,78.55,78.55,157.09
29,0.7401,0.4905,0.9210,0.9912,0.1998,0.2216,78.55,78.55,157.09
30,0.7470,0.4933,0.9106,0.9914,0.2001,0.2173,78.55,78.55,157.09
31,0.7488,0.4936,0.8923,0.9922,0.2006,0.2130,78.55,78.55,157.09
32,0.7582,0.4919,0.8812,0.9913,0.2008,0.2096,78.55,78.55,157.09
33,0.7536,0.4909,0.8721,0.9886,0.2010,0.2148,78.55,78.55,157.09
34,0.7538,0.4898,0.8650,0.9917,0.2015,0.2044,78.55,78.55,157.09
35,0.7607,0.4914,0.8440,0.9921,0.2018,0.2002,78.55,78.55,157.09
