round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2546,0.3982,0.1658,0.1626,0.1658,0.1458,2.2676,5.2156,10.4312,15.6468
1,0.3487,0.5376,0.1658,0.1593,0.1658,0.1335,1.8628,5.2156,5.2156,10.4312
2,0.3522,0.5926,0.1883,0.1779,0.1883,0.1298,1.7267,5.2156,10.4312,15.6468
3,0.4149,0.6139,0.1883,0.1746,0.1883,0.1288,1.4859,5.2156,5.2156,10.4312
4,0.4115,0.6287,0.2012,0.1894,0.2012,0.1293,1.4396,5.2156,10.4312,15.6468
5,0.4496,0.6411,0.2012,0.1878,0.2012,0.1304,1.3243,5.2156,5.2156,10.4312
6,0.4566,0.6470,0.2077,0.1952,0.2077,0.1308,1.2882,5.2156,10.4312,15.6468
7,0.4760,0.6544,0.2077,0.1936,0.2077,0.1320,1.2262,5.2156,5.2156,10.4312
8,0.4797,0.6599,0.2152,0.1990,0.2152,0.1330,1.2028,5.2156,10.4312,15.6468
9,0.4918,0.6653,0.2152,0.1982,0.2152,0.1340,1.1687,5.2156,5.2156,10.4312
10,0.4981,0.6701,0.2184,0.2024,0.2184,0.1348,1.1524,5.2156,10.4312,15.6468
11,0.5076,0.6746,0.2184,0.2014,0.2184,0.1357,1.1331,5.2156,5.2156,10.4312
12,0.5072,0.6796,0.2232,0.2041,0.2232,0.1366,1.1263,5.2156,10.4312,15.6468
13,0.5132,0.6844,0.2232,0.2038,0.2232,0.1374,1.1152,5.2156,5.2156,10.4312
14,0.5168,0.6912,0.2289,0.2079,0.2289,0.1388,1.1099,5.2156,10.4312,15.6468
15,0.5201,0.6946,0.2289,0.2080,0.2289,0.1394,1.1026,5.2156,5.2156,10.4312
16,0.5220,0.6995,0.2328,0.2115,0.2328,0.1403,1.1010,5.2156,10.4312,15.6468
17,0.5252,0.7032,0.2328,0.2122,0.2328,0.1409,1.0977,5.2156,5.2156,10.4312
18,0.5253,0.7056,0.2360,0.2156,0.2360,0.1415,1.0977,5.2156,10.4312,15.6468
19,0.5245,0.7067,0.2360,0.2163,0.2360,0.1417,1.0983,5.2156,5.2156,10.4312
20,0.5249,0.7103,0.2393,0.2200,0.2393,0.1424,1.0982,5.2156,10.4312,15.6468
21,0.5250,0.7139,0.2393,0.2207,0.2393,0.1431,1.0984,5.2156,5.2156,10.4312
22,0.5257,0.7148,0.2407,0.2239,0.2407,0.1433,1.0984,5.2156,10.4312,15.6468
23,0.5259,0.7165,0.2407,0.2243,0.2407,0.1437,1.1001,5.2156,5.2156,10.4312
24,0.5249,0.7186,0.2447,0.2278,0.2447,0.1442,1.1017,5.2156,10.4312,15.6468
25,0.5231,0.7217,0.2447,0.2280,0.2447,0.1447,1.1032,5.2156,5.2156,10.4312
26,0.5211,0.7231,0.2467,0.2304,0.2467,0.1451,1.1045,5.2156,10.4312,15.6468
27,0.5211,0.7239,0.2467,0.2308,0.2467,0.1451,1.1054,5.2156,5.2156,10.4312
28,0.5186,0.7251,0.2485,0.2331,0.2485,0.1455,1.1062,5.2156,10.4312,15.6468
29,0.5186,0.7265,0.2485,0.2335,0.2485,0.1456,1.1082,5.2156,5.2156,10.4312
30,0.5163,0.7284,0.2515,0.2359,0.2515,0.1460,1.1080,5.2156,10.4312,15.6468
31,0.5158,0.7287,0.2515,0.2366,0.2515,0.1460,1.1095,5.2156,5.2156,10.4312
32,0.5146,0.7299,0.2546,0.2389,0.2546,0.1464,1.1096,5.2156,10.4312,15.6468
33,0.5143,0.7317,0.2546,0.2394,0.2546,0.1465,1.1111,5.2156,5.2156,10.4312
34,0.5114,0.7327,0.2566,0.2413,0.2566,0.1467,1.1117,5.2156,10.4312,15.6468
35,0.5128,0.7338,0.2566,0.2418,0.2566,0.1470,1.1131,5.2156,5.2156,10.4312
36,0.5115,0.7352,0.2574,0.2420,0.2574,0.1473,1.1125,5.2156,10.4312,15.6468
37,0.5122,0.7352,0.2574,0.2425,0.2574,0.1472,1.1124,5.2156,5.2156,10.4312
38,0.5124,0.7380,0.2602,0.2453,0.2602,0.1477,1.1132,5.2156,10.4312,15.6468
39,0.5116,0.7376,0.2602,0.2455,0.2602,0.1476,1.1127,5.2156,5.2156,10.4312
40,0.5085,0.7388,0.2619,0.2471,0.2619,0.1479,1.1147,5.2156,10.4312,15.6468
41,0.5094,0.7399,0.2620,0.2474,0.2619,0.1481,1.1135,5.2156,5.2156,10.4312
42,0.5113,0.7406,0.2633,0.2485,0.2633,0.1482,1.1126,5.2156,10.4312,15.6468
43,0.5117,0.7417,0.2633,0.2487,0.2633,0.1484,1.1118,5.2156,5.2156,10.4312
44,0.5122,0.7426,0.2657,0.2521,0.2657,0.1486,1.1107,5.2156,10.4312,15.6468
45,0.5116,0.7427,0.2657,0.2522,0.2657,0.1487,1.1105,5.2156,5.2156,10.4312
46,0.5124,0.7438,0.2676,0.2532,0.2676,0.1489,1.1095,5.2156,10.4312,15.6468
47,0.5135,0.7454,0.2676,0.2535,0.2676,0.1493,1.1085,5.2156,5.2156,10.4312
48,0.5143,0.7471,0.2708,0.2549,0.2708,0.1495,1.1083,5.2156,10.4312,15.6468
49,0.5142,0.7479,0.2708,0.2550,0.2708,0.1496,1.1090,5.2156,5.2156,10.4312
50,0.5142,0.7477,0.2707,0.2564,0.2707,0.1496,1.1073,5.2156,10.4312,15.6468
51,0.5135,0.7485,0.2707,0.2564,0.2707,0.1498,1.1057,5.2156,5.2156,10.4312
52,0.5116,0.7493,0.2718,0.2570,0.2718,0.1500,1.1061,5.2156,10.4312,15.6468
53,0.5135,0.7502,0.2718,0.2572,0.2718,0.1501,1.1054,5.2156,5.2156,10.4312
54,0.5149,0.7500,0.2734,0.2588,0.2734,0.1502,1.1033,5.2156,10.4312,15.6468
55,0.5152,0.7523,0.2734,0.2589,0.2734,0.1505,1.1032,5.2156,5.2156,10.4312
56,0.5147,0.7523,0.2747,0.2596,0.2747,0.1505,1.1020,5.2156,10.4312,15.6468
57,0.5158,0.7537,0.2747,0.2596,0.2747,0.1506,1.1014,5.2156,5.2156,10.4312
58,0.5155,0.7532,0.2774,0.2613,0.2774,0.1508,1.1003,5.2156,10.4312,15.6468
59,0.5152,0.7536,0.2774,0.2614,0.2774,0.1508,1.0989,5.2156,5.2156,10.4312
60,0.5176,0.7551,0.2763,0.2620,0.2764,0.1511,1.0991,5.2156,10.4312,15.6468
61,0.5184,0.7557,0.2763,0.2620,0.2764,0.1512,1.0987,5.2156,5.2156,10.4312
62,0.5184,0.7556,0.2785,0.2631,0.2785,0.1512,1.0971,5.2156,10.4312,15.6468
63,0.5190,0.7570,0.2785,0.2633,0.2785,0.1515,1.0959,5.2156,5.2156,10.4312
