round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2619,0.3934,0.1625,0.1590,0.1625,0.1464,2.2276,5.2156,10.4312,15.6468
1,0.3605,0.5353,0.1625,0.1559,0.1625,0.1341,1.8363,5.2156,5.2156,10.4312
2,0.3646,0.5921,0.1822,0.1719,0.1822,0.1306,1.6941,5.2156,10.4312,15.6468
3,0.4260,0.6148,0.1822,0.1674,0.1822,0.1296,1.4567,5.2156,5.2156,10.4312
4,0.4294,0.6302,0.1975,0.1830,0.1975,0.1302,1.4048,5.2156,10.4312,15.6468
5,0.4678,0.6412,0.1975,0.1809,0.1975,0.1307,1.2955,5.2156,5.2156,10.4312
6,0.4627,0.6467,0.2072,0.1916,0.2072,0.1311,1.2755,5.2156,10.4312,15.6468
7,0.4826,0.6547,0.2072,0.1895,0.2072,0.1323,1.2160,5.2156,5.2156,10.4312
8,0.4863,0.6593,0.2156,0.1967,0.2156,0.1331,1.1931,5.2156,10.4312,15.6468
9,0.5001,0.6646,0.2156,0.1954,0.2156,0.1339,1.1610,5.2156,5.2156,10.4312
10,0.5034,0.6705,0.2193,0.2002,0.2193,0.1350,1.1481,5.2156,10.4312,15.6468
11,0.5125,0.6753,0.2193,0.1996,0.2193,0.1359,1.1288,5.2156,5.2156,10.4312
12,0.5145,0.6795,0.2225,0.2026,0.2225,0.1367,1.1212,5.2156,10.4312,15.6468
13,0.5203,0.6842,0.2225,0.2028,0.2225,0.1375,1.1107,5.2156,5.2156,10.4312
14,0.5225,0.6892,0.2277,0.2068,0.2277,0.1385,1.1068,5.2156,10.4312,15.6468
15,0.5276,0.6930,0.2277,0.2072,0.2277,0.1393,1.1004,5.2156,5.2156,10.4312
16,0.5283,0.6968,0.2314,0.2105,0.2314,0.1400,1.0988,5.2156,10.4312,15.6468
17,0.5312,0.7005,0.2314,0.2111,0.2314,0.1407,1.0963,5.2156,5.2156,10.4312
18,0.5282,0.7050,0.2369,0.2162,0.2369,0.1414,1.0989,5.2156,10.4312,15.6468
