round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4462,0.5679,0.1527,0.1421,0.1527,0.1281,1.5931,20.8601,31.2906,52.1507
1,0.5813,0.6345,0.1527,0.1373,0.1527,0.1292,1.3224,20.8601,20.8601,41.7203
2,0.5824,0.6559,0.1488,0.1456,0.1488,0.1321,1.2348,20.8601,31.2906,52.1507
3,0.6039,0.6713,0.1488,0.1462,0.1488,0.1347,1.1890,20.8601,20.8601,41.7203
4,0.5879,0.6823,0.1364,0.1508,0.1364,0.1368,1.1694,20.8601,31.2906,52.1507
5,0.6017,0.6926,0.1364,0.1530,0.1364,0.1388,1.1508,20.8601,20.8601,41.7203
