round,cluster_id,accuracy,samples
0,0,0.2040,1500
0,1,0.0927,3000
0,2,0.2133,1500
0,3,0.2173,750
0,4,0.0100,3000
0,5,0.4747,1500
0,6,0.1733,750
0,7,0.1773,750
0,8,0.2360,750
0,9,0.4600,1500
1,0,0.3540,1500
1,1,0.2030,3000
1,2,0.4073,1500
1,3,0.3933,750
1,4,0.0190,3000
1,5,0.5573,1500
1,6,0.3360,750
1,7,0.3560,750
1,8,0.4120,750
1,9,0.5253,1500
2,0,0.4967,1500
2,1,0.6363,3000
2,2,0.0538,2250
2,3,0.0600,750
2,4,0.2920,1500
2,5,0.3180,1500
2,6,0.4733,750
2,7,0.4720,750
2,8,0.4800,750
2,9,0.4853,750
2,10,0.4760,750
2,11,0.4773,750
3,0,0.6020,1500
3,1,0.7453,3000
3,2,0.1387,2250
3,3,0.1573,750
3,4,0.4327,1500
3,5,0.4420,1500
3,6,0.5040,750
3,7,0.4960,750
3,8,0.5827,750
3,9,0.5893,750
3,10,0.4960,750
3,11,0.4987,750
4,0,0.2440,2250
4,1,0.5113,1500
4,2,0.8277,3000
4,3,0.4873,1500
4,4,0.4787,1500
4,5,0.5227,750
4,6,0.6567,1500
4,7,0.6653,750
4,8,0.6533,750
4,9,0.2507,750
4,10,0.5000,750
5,0,0.3782,2250
5,1,0.5407,1500
5,2,0.8580,3000
5,3,0.5660,1500
5,4,0.5693,1500
5,5,0.5440,750
5,6,0.6993,1500
5,7,0.7080,750
5,8,0.7027,750
5,9,0.3693,750
5,10,0.5240,750
6,0,0.4690,3000
6,1,0.5533,1500
6,2,0.7407,1500
6,3,0.6160,3000
6,4,0.8673,3000
6,5,0.5827,750
6,6,0.7540,1500
6,7,0.5840,750
7,0,0.5497,3000
7,1,0.5907,1500
7,2,0.7820,1500
7,3,0.6377,3000
7,4,0.8760,3000
7,5,0.6107,750
7,6,0.7733,1500
7,7,0.6080,750
8,0,0.8860,3000
8,1,0.6937,3000
8,2,0.7967,1500
8,3,0.6597,3000
8,4,0.6693,1500
8,5,0.6680,750
8,6,0.8227,750
8,7,0.7747,750
8,8,0.6627,750
9,0,0.8833,3000
9,1,0.7477,3000
9,2,0.7907,1500
9,3,0.6613,3000
9,4,0.6867,1500
9,5,0.6987,750
9,6,0.8280,750
9,7,0.7747,750
9,8,0.6800,750
10,0,0.8213,1500
10,1,0.8767,3000
10,2,0.7707,1500
10,3,0.6593,3000
10,4,0.7173,750
10,5,0.7120,1500
10,6,0.7969,2250
10,7,0.7093,750
10,8,0.7840,750
11,0,0.8227,1500
11,1,0.8773,3000
11,2,0.7713,1500
11,3,0.6633,3000
11,4,0.7293,750
11,5,0.7260,1500
11,6,0.8302,2250
11,7,0.7280,750
11,8,0.8147,750
12,0,0.7873,1500
12,1,0.8487,3000
12,2,0.7218,2250
12,3,0.5940,3000
12,4,0.8740,3000
12,5,0.7213,750
12,6,0.7480,750
12,7,0.7893,750
13,0,0.8013,1500
13,1,0.8490,3000
13,2,0.7418,2250
13,3,0.6180,3000
13,4,0.8740,3000
13,5,0.7520,750
13,6,0.7600,750
13,7,0.8013,750
14,0,0.8507,3000
14,1,0.7607,1500
14,2,0.8767,3000
14,3,0.6437,3000
14,4,0.7760,750
14,5,0.8373,750
14,6,0.7800,750
14,7,0.7773,750
14,8,0.7840,750
14,9,0.8107,750
15,0,0.8490,3000
15,1,0.7767,1500
15,2,0.8833,3000
15,3,0.6673,3000
15,4,0.8000,750
15,5,0.8413,750
15,6,0.7920,750
15,7,0.7907,750
15,8,0.7880,750
15,9,0.8213,750
16,0,0.8233,3000
16,1,0.8093,1500
16,2,0.8911,2250
16,3,0.7793,3000
16,4,0.8471,2250
16,5,0.8347,750
16,6,0.8227,750
16,7,0.8427,750
16,8,0.9000,750
17,0,0.8253,3000
17,1,0.8187,1500
17,2,0.8933,2250
17,3,0.7803,3000
17,4,0.8520,2250
17,5,0.8400,750
17,6,0.8293,750
17,7,0.8467,750
17,8,0.9040,750
18,0,0.8307,2250
18,1,0.8990,3000
18,2,0.8307,1500
18,3,0.8633,1500
