round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4595,0.5689,0.1664,0.1434,0.1664,0.1282,1.5751,20.8601,31.2906,52.1507
1,0.5913,0.6338,0.1664,0.1372,0.1664,0.1290,1.3124,20.8601,20.8601,41.7203
2,0.6332,0.6559,0.1907,0.1385,0.1907,0.1321,1.2077,20.8601,31.2906,52.1507
3,0.6524,0.6706,0.1907,0.1386,0.1907,0.1346,1.1643,20.8601,20.8601,41.7203
4,0.6706,0.6823,0.2065,0.1409,0.2065,0.1368,1.1277,20.8601,31.2906,52.1507
5,0.6809,0.6932,0.2065,0.1418,0.2065,0.1389,1.1100,20.8601,20.8601,41.7203
6,0.6938,0.7005,0.2160,0.1436,0.2160,0.1404,1.0911,20.8601,31.2906,52.1507
7,0.7010,0.7095,0.2160,0.1447,0.2160,0.1421,1.0809,20.8601,20.8601,41.7203
8,0.7106,0.7172,0.2238,0.1463,0.2238,0.1437,1.0680,20.8601,31.2906,52.1507
9,0.7149,0.7210,0.2238,0.1470,0.2238,0.1444,1.0607,20.8601,20.8601,41.7203
10,0.7193,0.7255,0.2331,0.1476,0.2331,0.1451,1.0527,20.8601,31.2906,52.1507
11,0.7230,0.7300,0.2331,0.1481,0.2331,0.1459,1.0466,20.8601,20.8601,41.7203
12,0.7255,0.7314,0.2380,0.1486,0.2380,0.1464,1.0402,20.8601,31.2906,52.1507
13,0.7286,0.7347,0.2380,0.1490,0.2380,0.1471,1.0358,20.8601,20.8601,41.7203
14,0.7317,0.7370,0.2442,0.1494,0.2442,0.1475,1.0314,20.8601,31.2906,52.1507
15,0.7331,0.7385,0.2442,0.1497,0.2442,0.1479,1.0276,20.8601,20.8601,41.7203
16,0.7361,0.7407,0.2479,0.1502,0.2479,0.1482,1.0232,20.8601,31.2906,52.1507
17,0.7385,0.7419,0.2479,0.1507,0.2479,0.1485,1.0203,20.8601,20.8601,41.7203
18,0.7408,0.7430,0.2527,0.1510,0.2527,0.1487,1.0163,20.8601,31.2906,52.1507
19,0.7412,0.7450,0.2527,0.1510,0.2527,0.1491,1.0140,20.8601,20.8601,41.7203
20,0.7437,0.7489,0.2581,0.1515,0.2581,0.1498,1.0103,20.8601,31.2906,52.1507
