round,cluster_id,accuracy,samples
0,0,0.5010,2000
0,1,0.5060,2000
0,2,0.3775,2000
0,3,0.5715,2000
0,4,0.3290,1000
0,5,0.3780,500
0,6,0.3300,500
1,0,0.5895,2000
1,1,0.6110,2000
1,2,0.6720,2000
1,3,0.6220,2000
1,4,0.4520,1000
1,5,0.4860,500
1,6,0.4580,500
2,0,0.6325,2000
2,1,0.6455,2000
2,2,0.7200,1500
2,3,0.6415,2000
2,4,0.5295,2000
2,7,0.7080,500
3,0,0.6505,2000
3,1,0.6605,2000
3,2,0.7380,1500
3,3,0.6530,2000
3,4,0.5640,2000
3,7,0.7220,500
4,0,0.6625,2000
4,1,0.6800,2000
4,2,0.7640,500
4,3,0.6625,2000
4,4,0.5965,2000
4,7,0.7320,1000
4,8,0.7780,500
5,0,0.6680,2000
5,1,0.6895,2000
5,2,0.7720,500
5,3,0.6725,2000
5,4,0.6155,2000
5,7,0.7400,1000
5,8,0.7840,500
6,0,0.6785,2000
6,1,0.6960,2000
6,3,0.6830,2000
6,4,0.6415,2000
6,7,0.7700,2000
7,0,0.6865,2000
7,1,0.7035,2000
7,3,0.6910,2000
7,4,0.6490,2000
7,7,0.7750,2000
8,0,0.6985,2000
8,1,0.7100,2000
8,3,0.7010,2000
8,4,0.6613,1500
8,7,0.7815,2000
8,8,0.6640,500
9,0,0.7020,2000
9,1,0.7180,2000
9,3,0.7045,2000
9,4,0.6660,1500
9,7,0.7845,2000
9,8,0.6640,500
10,0,0.7070,2000
10,1,0.7180,1000
10,3,0.7120,1500
10,4,0.6760,1500
10,7,0.7920,1500
10,9,0.7700,500
10,10,0.7220,1000
10,11,0.7060,500
10,12,0.6620,500
11,0,0.7120,2000
11,1,0.7200,1000
11,3,0.7153,1500
11,4,0.6813,1500
11,7,0.7940,1500
11,9,0.7700,500
11,10,0.7240,1000
11,11,0.7120,500
11,12,0.6700,500
12,0,0.7160,2000
12,1,0.7020,1000
12,3,0.7160,2000
12,4,0.6845,2000
12,7,0.7865,2000
12,10,0.7470,1000
13,0,0.7220,2000
13,1,0.7030,1000
13,3,0.7175,2000
13,4,0.6865,2000
13,7,0.7900,2000
13,10,0.7510,1000
14,0,0.7265,2000
14,1,0.6980,500
14,3,0.7215,2000
14,4,0.6880,2000
14,7,0.7980,1500
14,10,0.7420,1500
14,11,0.7720,500
15,0,0.7305,2000
15,1,0.7000,500
15,3,0.7230,2000
15,4,0.6860,2000
15,7,0.8020,1500
15,10,0.7413,1500
15,11,0.7740,500
16,0,0.7340,2000
16,3,0.7230,2000
16,4,0.6890,2000
16,7,0.7985,2000
16,10,0.7360,2000
17,0,0.7385,2000
17,3,0.7245,2000
17,4,0.6900,2000
17,7,0.8010,2000
17,10,0.7385,2000
18,0,0.7445,2000
18,3,0.7235,2000
18,4,0.6935,2000
18,7,0.7970,1000
18,10,0.7405,2000
18,11,0.8070,1000
19,0,0.7455,2000
19,3,0.7260,2000
19,4,0.6925,2000
19,7,0.7980,1000
19,10,0.7395,2000
19,11,0.8070,1000
20,0,0.7493,1500
20,3,0.7250,2000
20,4,0.6965,2000
20,7,0.8035,2000
20,10,0.7435,2000
20,12,0.7520,500
