round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4303,0.5650,0.1564,0.1465,0.1564,0.1279,1.6012,20.8601,31.2906,52.1507
1,0.5650,0.6340,0.1564,0.1420,0.1564,0.1291,1.3264,20.8601,20.8601,41.7203
2,0.5156,0.6537,0.1852,0.1600,0.1852,0.1317,1.2237,20.8601,31.2906,52.1507
3,0.5471,0.6698,0.1852,0.1599,0.1852,0.1344,1.1771,20.8601,20.8601,41.7203
4,0.5179,0.6824,0.1927,0.1755,0.1927,0.1368,1.1368,20.8601,31.2906,52.1507
5,0.5331,0.6923,0.1927,0.1764,0.1927,0.1388,1.1179,20.8601,20.8601,41.7203
6,0.5208,0.7005,0.2001,0.1842,0.2001,0.1405,1.0976,20.8601,31.2906,52.1507
7,0.5319,0.7090,0.2001,0.1849,0.2001,0.1420,1.0864,20.8601,20.8601,41.7203
8,0.5275,0.7173,0.2065,0.1917,0.2065,0.1436,1.0715,20.8601,31.2906,52.1507
9,0.5359,0.7212,0.2065,0.1922,0.2065,0.1444,1.0633,20.8601,20.8601,41.7203
10,0.5298,0.7260,0.2104,0.1962,0.2104,0.1452,1.0569,20.8601,31.2906,52.1507
11,0.5359,0.7281,0.2104,0.1969,0.2104,0.1456,1.0503,20.8601,20.8601,41.7203
12,0.5403,0.7304,0.2226,0.2026,0.2227,0.1461,1.0382,20.8601,31.2906,52.1507
13,0.5447,0.7341,0.2226,0.2027,0.2227,0.1469,1.0337,20.8601,20.8601,41.7203
14,0.5619,0.7358,0.2440,0.2077,0.2440,0.1472,1.0182,20.8601,31.2906,52.1507
15,0.5652,0.7377,0.2440,0.2077,0.2440,0.1477,1.0138,20.8601,20.8601,41.7203
16,0.5616,0.7400,0.2499,0.2132,0.2499,0.1481,1.0044,20.8601,31.2906,52.1507
17,0.5655,0.7432,0.2499,0.2131,0.2499,0.1487,1.0014,20.8601,20.8601,41.7203
18,0.5619,0.7443,0.2549,0.2198,0.2549,0.1490,0.9925,20.8601,31.2906,52.1507
19,0.5664,0.7446,0.2549,0.2202,0.2549,0.1491,0.9902,20.8601,20.8601,41.7203
20,0.5723,0.7485,0.2599,0.2237,0.2599,0.1498,0.9834,20.8601,31.2906,52.1507
