round,cluster_id,accuracy,samples
0,0,0.4555,2000
0,1,0.4945,2000
0,2,0.3420,2000
0,3,0.5560,2000
0,4,0.2880,1000
0,5,0.3260,500
0,6,0.3120,500
1,0,0.5670,2000
1,1,0.5925,2000
1,2,0.6235,2000
1,3,0.6145,2000
1,4,0.4130,1000
1,5,0.4660,500
1,6,0.4180,500
2,0,0.5550,2000
2,1,0.5515,2000
2,2,0.5720,1500
2,3,0.5500,2000
2,4,0.3513,1500
2,6,0.3520,500
2,7,0.5640,500
3,0,0.5830,2000
3,1,0.5685,2000
3,2,0.6240,1500
3,3,0.5655,2000
3,4,0.3987,1500
3,6,0.3960,500
3,7,0.6100,500
4,0,0.5750,2000
4,1,0.5795,2000
4,2,0.5720,500
4,3,0.5090,2000
4,4,0.3720,2000
4,7,0.5610,1000
4,8,0.5220,500
5,0,0.5890,2000
5,1,0.5830,2000
5,2,0.5920,500
5,3,0.5245,2000
5,4,0.4020,2000
5,7,0.5720,1000
5,8,0.5320,500
6,0,0.5735,2000
6,1,0.5755,2000
6,2,0.5800,500
6,3,0.4970,2000
6,4,0.3905,2000
6,7,0.5633,1500
7,0,0.5845,2000
7,1,0.5800,2000
7,2,0.5820,500
7,3,0.5075,2000
7,4,0.4100,2000
7,7,0.5760,1500
8,0,0.6120,2000
8,1,0.5780,2000
8,3,0.4960,2000
8,4,0.3753,1500
8,7,0.5775,2000
8,8,0.3700,500
9,0,0.6210,2000
9,1,0.5835,2000
9,3,0.5110,2000
9,4,0.3807,1500
9,7,0.5830,2000
9,8,0.3820,500
10,0,0.6245,2000
10,1,0.5880,1000
10,3,0.4887,1500
10,4,0.3800,1500
10,7,0.5810,1000
10,9,0.5920,500
10,10,0.6060,500
10,11,0.4900,500
10,12,0.3440,500
10,13,0.5380,500
10,14,0.5840,500
11,0,0.6305,2000
11,1,0.5880,1000
11,3,0.4953,1500
11,4,0.3893,1500
11,7,0.5900,1000
11,9,0.5920,500
11,10,0.6140,500
11,11,0.4840,500
11,12,0.3640,500
11,13,0.5400,500
11,14,0.5920,500
12,0,0.6340,2000
12,1,0.5480,1000
12,3,0.4900,2000
12,4,0.3890,2000
12,7,0.6100,500
12,9,0.5973,1500
12,10,0.6280,1000
13,0,0.6435,2000
13,1,0.5490,1000
13,3,0.4915,2000
13,4,0.3950,2000
13,7,0.6140,500
13,9,0.6000,1500
13,10,0.6310,1000
14,0,0.6390,2000
14,1,0.5520,500
14,3,0.5125,2000
14,4,0.4230,1000
14,7,0.6320,1500
14,9,0.6120,500
14,10,0.6293,1500
14,11,0.4190,1000
15,0,0.6425,2000
15,1,0.5580,500
15,3,0.5170,2000
15,4,0.4230,1000
15,7,0.6353,1500
15,9,0.6100,500
15,10,0.6307,1500
15,11,0.4270,1000
16,0,0.6425,2000
16,3,0.4955,2000
16,4,0.4240,2000
16,7,0.6365,2000
16,10,0.6095,2000
17,0,0.6465,2000
17,3,0.4980,2000
17,4,0.4325,2000
17,7,0.6400,2000
17,10,0.6105,2000
18,0,0.6370,1000
18,3,0.4975,2000
18,4,0.4355,2000
18,7,0.6230,1000
18,10,0.6130,2000
18,11,0.6320,1000
18,12,0.6350,1000
19,0,0.6430,1000
19,3,0.5010,2000
19,4,0.4370,2000
19,7,0.6320,1000
19,10,0.6140,2000
19,11,0.6400,1000
19,12,0.6450,1000
20,0,0.6467,1500
20,3,0.5155,2000
20,4,0.4450,2000
20,7,0.6425,2000
20,10,0.6095,2000
20,12,0.6560,500
