round,cluster_id,accuracy,samples
0,0,0.2937,303
0,1,0.4189,339
0,2,0.1351,74
0,3,0.1328,128
0,4,0.0697,1004
0,5,0.1402,321
0,6,0.1516,521
0,7,0.3578,109
0,8,0.5060,251
0,9,0.0047,856
0,10,0.1883,738
0,11,0.1119,134
0,12,0.3179,195
0,13,0.0296,946
0,14,0.0811,604
0,15,0.6858,678
0,16,0.5322,870
0,17,0.1996,566
0,18,0.0038,789
0,19,0.1463,574
1,0,0.3168,303
1,1,0.4159,339
1,2,0.0676,74
1,3,0.3281,128
1,4,0.0687,1004
1,5,0.0748,321
1,6,0.2418,521
1,7,0.3028,109
1,8,0.5060,251
1,9,0.0023,856
1,10,0.2317,738
1,11,0.1119,134
1,12,0.2718,195
1,13,0.0222,946
1,14,0.0629,604
1,15,0.7625,678
1,16,0.4667,870
1,17,0.2049,566
1,18,0.0025,789
1,19,0.1463,574
2,0,0.4621,1173
2,1,0.3127,339
2,2,0.1622,74
2,3,0.0406,1132
2,5,0.2274,321
2,6,0.3476,630
2,8,0.1833,251
2,9,0.0012,856
2,10,0.1653,738
2,11,0.0821,134
2,12,0.1487,195
2,13,0.0444,946
2,14,0.0679,604
2,15,0.7670,678
2,17,0.1042,566
2,18,0.0025,789
2,19,0.0714,574
3,0,0.4373,1173
3,1,0.3127,339
3,2,0.1486,74
3,3,0.0406,1132
3,5,0.2305,321
3,6,0.4444,630
3,8,0.1833,251
3,9,0.0012,856
3,10,0.2033,738
3,11,0.0821,134
3,12,0.1487,195
3,13,0.0402,946
3,14,0.0348,604
3,15,0.7670,678
3,17,0.1378,566
3,18,0.0038,789
3,19,0.0714,574
4,0,0.4143,1173
4,1,0.2684,339
4,2,0.1622,74
4,3,0.0418,1793
4,5,0.2555,321
4,6,0.4894,521
4,8,0.2183,953
4,9,0.0012,856
4,10,0.2209,738
4,11,0.0970,134
4,12,0.1385,195
4,13,0.0338,946
4,14,0.0099,604
4,15,0.7714,678
4,17,0.1767,566
4,20,0.3119,109
5,0,0.3990,1173
5,1,0.2684,339
5,2,0.1486,74
5,3,0.0413,1793
5,5,0.2461,321
5,6,0.5163,521
5,8,0.2256,953
5,9,0.0012,856
5,10,0.2263,738
5,11,0.0970,134
5,12,0.1179,195
5,13,0.0338,946
5,14,0.0066,604
5,15,0.7714,678
5,17,0.1979,566
5,20,0.2936,109
6,0,0.3802,1173
6,1,0.2537,339
6,2,0.1622,74
6,3,0.0508,1793
6,5,0.2399,321
6,6,0.5206,630
6,8,0.2896,953
6,9,0.0023,856
6,10,0.2236,738
6,11,0.1269,134
6,12,0.1077,195
6,13,0.0338,946
6,14,0.0066,604
6,15,0.7714,678
6,17,0.2420,566
7,0,0.3683,1173
7,1,0.2537,339
7,2,0.0946,74
7,3,0.0508,1793
7,5,0.2461,321
7,6,0.5349,630
7,8,0.2833,953
7,9,0.0023,856
7,10,0.2304,738
7,11,0.1269,134
7,12,0.0974,195
7,13,0.0307,946
7,14,0.0083,604
7,15,0.7714,678
7,17,0.2580,566
8,0,0.3495,1173
8,1,0.2330,339
8,2,0.0946,74
8,3,0.1056,1004
8,5,0.2430,321
8,6,0.5397,630
8,8,0.2764,702
8,9,0.0023,856
8,10,0.2236,738
8,11,0.3688,385
8,12,0.0718,195
8,13,0.0359,946
8,14,0.0083,604
8,15,0.7699,678
8,17,0.2756,566
8,18,0.0025,789
9,0,0.3402,1173
9,1,0.2330,339
9,2,0.0946,74
9,3,0.1116,1004
9,5,0.2710,321
9,6,0.5444,630
9,8,0.2735,702
9,9,0.0023,856
9,10,0.2249,738
9,11,0.3662,385
9,12,0.0718,195
9,13,0.0317,946
9,14,0.0083,604
9,15,0.7699,678
9,17,0.3039,566
9,18,0.0013,789
10,0,0.3308,1173
10,1,0.2271,339
10,2,0.0811,74
10,3,0.0636,1793
10,5,0.2741,321
10,6,0.5603,630
10,8,0.3034,702
10,9,0.0023,856
10,10,0.2263,738
10,11,0.4208,385
10,12,0.0718,195
10,13,0.0370,946
10,14,0.0083,604
10,15,0.7699,678
10,17,0.3269,566
11,0,0.3325,1173
11,1,0.2271,339
11,2,0.0811,74
11,3,0.0653,1793
11,5,0.2804,321
11,6,0.5556,630
11,8,0.3020,702
11,9,0.0023,856
11,10,0.2276,738
11,11,0.4182,385
11,12,0.0667,195
11,13,0.0381,946
11,14,0.0099,604
11,15,0.7699,678
11,17,0.3445,566
12,0,0.3265,1173
12,1,0.2212,339
12,2,0.0676,74
12,3,0.1254,1132
12,5,0.2928,321
12,6,0.5587,630
12,8,0.2909,574
12,9,0.0023,856
12,10,0.2276,738
12,11,0.5697,251
12,12,0.0718,195
12,13,0.0359,946
12,14,0.0099,604
12,15,0.7699,678
12,17,0.3604,566
12,18,0.1716,134
12,19,0.0013,789
13,0,0.3282,1173
13,1,0.2183,339
13,2,0.0676,74
13,3,0.1254,1132
13,5,0.2928,321
13,6,0.5540,630
13,8,0.2770,574
13,9,0.0023,856
13,10,0.2263,738
13,11,0.5418,251
13,12,0.0667,195
13,13,0.0370,946
13,14,0.0116,604
13,15,0.7684,678
13,17,0.3763,566
13,18,0.1716,134
13,19,0.0013,789
14,0,0.3316,1173
14,1,0.2094,339
14,2,0.0676,74
14,3,0.1474,1004
14,5,0.2991,321
14,6,0.5556,630
14,8,0.3924,953
14,9,0.0023,856
14,10,0.2249,738
14,12,0.0821,195
14,13,0.0338,946
14,14,0.0149,604
14,15,0.7684,678
14,17,0.3887,566
14,18,0.1716,134
14,19,0.0013,789
15,0,0.3325,1173
15,1,0.2065,339
15,2,0.0676,74
15,3,0.1464,1004
15,5,0.3053,321
15,6,0.5508,630
15,8,0.3809,953
15,9,0.0023,856
15,10,0.2236,738
15,12,0.0821,195
15,13,0.0338,946
15,14,0.0182,604
15,15,0.7655,678
15,17,0.3834,566
15,18,0.1642,134
15,19,0.0025,789
16,0,0.3367,1173
16,1,0.2006,339
16,2,0.0811,74
16,3,0.0887,1793
16,5,0.2991,321
16,6,0.5524,630
16,8,0.3914,953
16,9,0.0023,856
16,10,0.2222,738
16,12,0.1077,195
16,13,0.0307,946
16,14,0.0232,604
16,15,0.7655,678
16,17,0.3799,566
16,18,0.1642,134
17,0,0.3410,1173
17,1,0.2006,339
17,2,0.1081,74
17,3,0.0904,1793
17,5,0.3053,321
17,6,0.5508,630
17,8,0.3903,953
17,9,0.0023,856
17,10,0.2154,738
17,12,0.1077,195
17,13,0.0307,946
17,14,0.0232,604
17,15,0.7640,678
17,17,0.3887,566
17,18,0.1642,134
18,0,0.3529,1173
18,1,0.2035,339
18,2,0.1081,74
18,3,0.1511,1132
18,5,0.3022,321
18,6,0.5460,630
18,8,0.5219,251
18,9,0.0012,856
18,10,0.2182,738
18,12,0.0974,195
18,13,0.0328,946
18,14,0.0232,604
18,15,0.7596,678
18,17,0.3799,566
18,18,0.1493,134
18,19,0.0013,789
18,20,0.3467,574
19,0,0.3581,1173
19,1,0.2035,339
