round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2043,0.2135,0.1709,0.1662,0.1709,0.1388,2.0096,5.2156,10.4312,15.6468
1,0.2088,0.2008,0.1709,0.1618,0.1709,0.1288,1.5298,5.2156,5.2156,10.4312
2,0.1912,0.2121,0.1531,0.1555,0.1531,0.1257,1.6071,5.2156,10.4312,15.6468
3,0.1968,0.2039,0.1531,0.1546,0.1531,0.1209,1.4261,5.2156,5.2156,10.4312
4,0.2108,0.1966,0.1753,0.1680,0.1753,0.1174,1.3440,5.2156,10.4312,15.6468
5,0.2114,0.1920,0.1753,0.1670,0.1753,0.1169,1.2213,5.2156,5.2156,10.4312
6,0.2217,0.1903,0.1910,0.1732,0.1910,0.1169,1.1683,5.2156,10.4312,15.6468
7,0.2213,0.1893,0.1910,0.1709,0.1910,0.1171,1.1200,5.2156,5.2156,10.4312
8,0.2256,0.1915,0.1977,0.1734,0.1977,0.1188,1.1437,5.2156,10.4312,15.6468
9,0.2272,0.1910,0.1977,0.1731,0.1977,0.1186,1.1154,5.2156,5.2156,10.4312
10,0.2331,0.1929,0.2065,0.1768,0.2065,0.1181,1.1019,5.2156,10.4312,15.6468
11,0.2345,0.1938,0.2065,0.1767,0.2065,0.1182,1.0908,5.2156,5.2156,10.4312
12,0.2335,0.2155,0.2092,0.1794,0.2092,0.1231,1.2192,5.2156,10.4312,15.6468
13,0.2326,0.2093,0.2092,0.1799,0.2092,0.1230,1.1823,5.2156,5.2156,10.4312
14,0.2423,0.2007,0.2156,0.1833,0.2156,0.1202,1.0850,5.2156,10.4312,15.6468
15,0.2406,0.1948,0.2156,0.1841,0.2156,0.1202,1.0653,5.2156,5.2156,10.4312
16,0.2431,0.1913,0.2139,0.1848,0.2139,0.1196,1.0606,5.2156,10.4312,15.6468
17,0.2440,0.1925,0.2139,0.1858,0.2139,0.1201,1.0556,5.2156,5.2156,10.4312
18,0.2410,0.2147,0.2161,0.1872,0.2161,0.1254,1.1876,5.2156,10.4312,15.6468
19,0.2406,0.2126,0.2161,0.1880,0.2161,0.1256,1.1639,5.2156,5.2156,10.4312
20,0.2466,0.2025,0.2170,0.1918,0.2170,0.1217,1.1691,5.2156,10.4312,15.6468
21,0.2465,0.2006,0.2170,0.1926,0.2170,0.1209,1.1510,5.2156,5.2156,10.4312
22,0.2499,0.1976,0.2178,0.1931,0.2178,0.1212,1.1047,5.2156,10.4312,15.6468
23,0.2516,0.1963,0.2178,0.1940,0.2178,0.1216,1.0980,5.2156,5.2156,10.4312
24,0.2549,0.1971,0.2179,0.1951,0.2179,0.1224,1.0944,5.2156,10.4312,15.6468
25,0.2562,0.1991,0.2179,0.1958,0.2179,0.1232,1.0898,5.2156,5.2156,10.4312
26,0.2583,0.1999,0.2176,0.1963,0.2176,0.1235,1.0857,5.2156,10.4312,15.6468
27,0.2586,0.2015,0.2176,0.1969,0.2176,0.1240,1.0842,5.2156,5.2156,10.4312
28,0.2567,0.1999,0.2180,0.1973,0.2180,0.1239,1.0838,5.2156,10.4312,15.6468
29,0.2577,0.2017,0.2180,0.1983,0.2180,0.1243,1.0870,5.2156,5.2156,10.4312
30,0.2543,0.2259,0.2192,0.1990,0.2192,0.1326,1.3169,5.2156,10.4312,15.6468
31,0.2518,0.2223,0.2192,0.1995,0.2192,0.1319,1.2951,5.2156,5.2156,10.4312
32,0.2526,0.2259,0.2183,0.1994,0.2183,0.1301,1.2224,5.2156,10.4312,15.6468
33,0.2514,0.2239,0.2183,0.1995,0.2183,0.1298,1.2004,5.2156,5.2156,10.4312
34,0.2548,0.2111,0.2184,0.2005,0.2184,0.1268,1.1276,5.2156,10.4312,15.6468
35,0.2555,0.2033,0.2184,0.2007,0.2184,0.1264,1.1102,5.2156,5.2156,10.4312
36,0.2539,0.1996,0.2199,0.2008,0.2199,0.1262,1.1066,5.2156,10.4312,15.6468
37,0.2546,0.2011,0.2199,0.2009,0.2199,0.1267,1.1039,5.2156,5.2156,10.4312
38,0.2606,0.2031,0.2198,0.2014,0.2198,0.1259,1.0988,5.2156,10.4312,15.6468
39,0.2628,0.2052,0.2198,0.2018,0.2198,0.1265,1.0972,5.2156,5.2156,10.4312
40,0.2641,0.2088,0.2204,0.2017,0.2204,0.1272,1.0974,5.2156,10.4312,15.6468
41,0.2652,0.2108,0.2204,0.2020,0.2204,0.1277,1.0973,5.2156,5.2156,10.4312
42,0.2645,0.2088,0.2208,0.2019,0.2208,0.1269,1.0983,5.2156,10.4312,15.6468
43,0.2648,0.2063,0.2208,0.2023,0.2208,0.1270,1.1001,5.2156,5.2156,10.4312
44,0.2601,0.2027,0.2198,0.2008,0.2198,0.1262,1.1040,5.2156,10.4312,15.6468
45,0.2584,0.2063,0.2198,0.2017,0.2198,0.1275,1.1058,5.2156,5.2156,10.4312
