round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.0081,0.0081,4.6059,0.0081,0.0081,4.6059,0.00,80.40,80.40
2,0.0145,0.0133,4.6021,0.0267,0.0141,4.6355,80.40,80.40,160.80
3,0.0256,0.0253,4.5734,0.0614,0.0177,4.6040,80.40,80.40,160.80
4,0.0353,0.0359,4.5471,0.0796,0.0213,4.5498,80.40,80.40,160.80
5,0.0401,0.0418,4.5224,0.0862,0.0232,4.5127,80.40,80.40,160.80
6,0.0433,0.0438,4.4990,0.0926,0.0242,4.4836,80.40,80.40,160.80
7,0.0430,0.0445,4.4753,0.0982,0.0255,4.4581,80.40,80.40,160.80
8,0.0438,0.0457,4.4525,0.1012,0.0264,4.4326,80.40,80.40,160.80
9,0.0460,0.0477,4.4302,0.1049,0.0272,4.4083,80.40,80.40,160.80
10,0.0490,0.0506,4.4083,0.1078,0.0281,4.3844,80.40,80.40,160.80
11,0.0528,0.0540,4.3870,0.1099,0.0292,4.3617,80.40,80.40,160.80
12,0.0560,0.0568,4.3661,0.1129,0.0305,4.3387,80.40,80.40,160.80
13,0.0580,0.0595,4.3456,0.1162,0.0319,4.3164,80.40,80.40,160.80
14,0.0604,0.0618,4.3261,0.1185,0.0334,4.2943,80.40,80.40,160.80
15,0.0634,0.0643,4.3072,0.1220,0.0347,4.2712,80.40,80.40,160.80
16,0.0661,0.0669,4.2880,0.1244,0.0360,4.2490,80.40,80.40,160.80
17,0.0686,0.0701,4.2695,0.1291,0.0377,4.2274,80.40,80.40,160.80
18,0.0718,0.0728,4.2508,0.1331,0.0393,4.2056,80.40,80.40,160.80
19,0.0745,0.0749,4.2322,0.1353,0.0408,4.1855,80.40,80.40,160.80
20,0.0783,0.0778,4.2134,0.1370,0.0420,4.1647,80.40,80.40,160.80
21,0.0803,0.0808,4.1959,0.1397,0.0433,4.1421,80.40,80.40,160.80
22,0.0845,0.0838,4.1781,0.1412,0.0446,4.1206,80.40,80.40,160.80
23,0.0886,0.0866,4.1607,0.1445,0.0458,4.0996,80.40,80.40,160.80
24,0.0910,0.0891,4.1418,0.1457,0.0467,4.0783,80.40,80.40,160.80
25,0.0926,0.0916,4.1256,0.1481,0.0481,4.0578,80.40,80.40,160.80
26,0.0953,0.0944,4.1081,0.1507,0.0495,4.0367,80.40,80.40,160.80
27,0.0975,0.0969,4.0906,0.1541,0.0506,4.0152,80.40,80.40,160.80
28,0.1018,0.1005,4.0743,0.1559,0.0516,3.9947,80.40,80.40,160.80
29,0.1050,0.1030,4.0565,0.1581,0.0533,3.9733,80.40,80.40,160.80
30,0.1075,0.1059,4.0396,0.1598,0.0541,3.9531,80.40,80.40,160.80
31,0.1110,0.1091,4.0225,0.1617,0.0552,3.9324,80.40,80.40,160.80
32,0.1135,0.1115,4.0068,0.1636,0.0564,3.9110,80.40,80.40,160.80
33,0.1158,0.1141,3.9894,0.1665,0.0577,3.8911,80.40,80.40,160.80
34,0.1177,0.1161,3.9731,0.1693,0.0588,3.8712,80.40,80.40,160.80
35,0.1201,0.1187,3.9567,0.1714,0.0605,3.8495,80.40,80.40,160.80
36,0.1217,0.1209,3.9412,0.1739,0.0612,3.8313,80.40,80.40,160.80
37,0.1235,0.1232,3.9246,0.1766,0.0631,3.8115,80.40,80.40,160.80
38,0.1252,0.1257,3.9079,0.1773,0.0638,3.7927,80.40,80.40,160.80
39,0.1269,0.1274,3.8926,0.1808,0.0661,3.7728,80.40,80.40,160.80
40,0.1274,0.1288,3.8762,0.1844,0.0671,3.7526,80.40,80.40,160.80
41,0.1304,0.1320,3.8599,0.1868,0.0684,3.7330,80.40,80.40,160.80
42,0.1326,0.1336,3.8448,0.1884,0.0691,3.7143,80.40,80.40,160.80
43,0.1346,0.1366,3.8303,0.1898,0.0711,3.6958,80.40,80.40,160.80
44,0.1370,0.1386,3.8137,0.1931,0.0721,3.6774,80.40,80.40,160.80
45,0.1381,0.1402,3.7999,0.1924,0.0729,3.6595,80.40,80.40,160.80
46,0.1408,0.1427,3.7837,0.1959,0.0746,3.6404,80.40,80.40,160.80
47,0.1423,0.1440,3.7669,0.1980,0.0760,3.6239,80.40,80.40,160.80
48,0.1435,0.1469,3.7533,0.2021,0.0776,3.6065,80.40,80.40,160.80
49,0.1436,0.1477,3.7375,0.2044,0.0788,3.5865,80.40,80.40,160.80
50,0.1470,0.1500,3.7208,0.2042,0.0797,3.5730,80.40,80.40,160.80
51,0.1479,0.1518,3.7078,0.2056,0.0808,3.5531,80.40,80.40,160.80
52,0.1506,0.1538,3.6931,0.2108,0.0829,3.5360,80.40,80.40,160.80
53,0.1521,0.1555,3.6790,0.2118,0.0842,3.5213,80.40,80.40,160.80
54,0.1538,0.1577,3.6673,0.2142,0.0857,3.4996,80.40,80.40,160.80
55,0.1551,0.1596,3.6539,0.2171,0.0869,3.4920,80.40,80.40,160.80
56,0.1569,0.1613,3.6394,0.2198,0.0879,3.4687,80.40,80.40,160.80
57,0.1596,0.1636,3.6203,0.2185,0.0891,3.4541,80.40,80.40,160.80
58,0.1629,0.1663,3.6072,0.2224,0.0905,3.4512,80.40,80.40,160.80
59,0.1618,0.1664,3.5935,0.2245,0.0908,3.4215,80.40,80.40,160.80
60,0.1647,0.1696,3.5815,0.2244,0.0925,3.4117,80.40,80.40,160.80
61,0.1682,0.1720,3.5701,0.2263,0.0930,3.4008,80.40,80.40,160.80
62,0.1695,0.1727,3.5546,0.2258,0.0958,3.3835,80.40,80.40,160.80
63,0.1693,0.1739,3.5439,0.2296,0.0964,3.3660,80.40,80.40,160.80
64,0.1737,0.1771,3.5306,0.2338,0.0969,3.3481,80.40,80.40,160.80
65,0.1775,0.1796,3.5153,0.2336,0.0992,3.3333,80.40,80.40,160.80
66,0.1767,0.1808,3.5049,0.2335,0.1000,3.3291,80.40,80.40,160.80
67,0.1816,0.1841,3.4887,0.2340,0.0995,3.3210,80.40,80.40,160.80
68,0.1821,0.1841,3.4755,0.2311,0.1000,3.3128,80.40,80.40,160.80
69,0.1828,0.1874,3.4693,0.2418,0.1035,3.2831,80.40,80.40,160.80
70,0.1845,0.1875,3.4546,0.2416,0.1038,3.2777,80.40,80.40,160.80
71,0.1865,0.1901,3.4419,0.2406,0.1051,3.2697,80.40,80.40,160.80
72,0.1876,0.1919,3.4312,0.2437,0.1055,3.2493,80.40,80.40,160.80
73,0.1912,0.1937,3.4175,0.2488,0.1096,3.2221,80.40,80.40,160.80
74,0.1920,0.1961,3.4096,0.2451,0.1080,3.2196,80.40,80.40,160.80
75,0.1949,0.1972,3.4006,0.2482,0.1091,3.2128,80.40,80.40,160.80
76,0.1952,0.1982,3.3856,0.2474,0.1097,3.2018,80.40,80.40,160.80
77,0.1980,0.2001,3.3794,0.2480,0.1102,3.2293,80.40,80.40,160.80
78,0.2010,0.2044,3.3626,0.2545,0.1140,3.1690,80.40,80.40,160.80
79,0.2010,0.2047,3.3490,0.2483,0.1117,3.1896,80.40,80.40,160.80
80,0.2042,0.2068,3.3409,0.2466,0.1128,3.1817,80.40,80.40,160.80
81,0.2038,0.2084,3.3292,0.2531,0.1164,3.1740,80.40,80.40,160.80
82,0.2067,0.2104,3.3211,0.2617,0.1183,3.1289,80.40,80.40,160.80
83,0.2070,0.2113,3.3068,0.2548,0.1178,3.1448,80.40,80.40,160.80
84,0.2094,0.2122,3.2970,0.2542,0.1173,3.1594,80.40,80.40,160.80
85,0.2111,0.2155,3.2845,0.2639,0.1216,3.1015,80.40,80.40,160.80
86,0.2111,0.2159,3.2755,0.2593,0.1204,3.0999,80.40,80.40,160.80
87,0.2114,0.2168,3.2718,0.2648,0.1253,3.0719,80.40,80.40,160.80
88,0.2150,0.2192,3.2565,0.2711,0.1262,3.0454,80.40,80.40,160.80
89,0.2156,0.2207,3.2468,0.2671,0.1252,3.0676,80.40,80.40,160.80
90,0.2168,0.2216,3.2403,0.2636,0.1240,3.0790,80.40,80.40,160.80
91,0.2202,0.2241,3.2281,0.2674,0.1273,3.0456,80.40,80.40,160.80
92,0.2177,0.2234,3.2246,0.2679,0.1276,3.0580,80.40,80.40,160.80
93,0.2225,0.2270,3.2057,0.2760,0.1322,2.9998,80.40,80.40,160.80
94,0.2219,0.2277,3.1997,0.2667,0.1279,3.0406,80.40,80.40,160.80
95,0.2255,0.2303,3.1921,0.2690,0.1286,3.0224,80.40,80.40,160.80
96,0.2228,0.2300,3.1860,0.2803,0.1351,2.9821,80.40,80.40,160.80
97,0.2298,0.2331,3.1718,0.2789,0.1339,2.9745,80.40,80.40,160.80
98,0.2302,0.2349,3.1594,0.2782,0.1333,3.0091,80.40,80.40,160.80
99,0.2346,0.2372,3.1508,0.2740,0.1330,2.9883,80.40,80.40,160.80
100,0.2330,0.2368,3.1444,0.2801,0.1379,2.9663,80.40,80.40,160.80
101,0.2348,0.2392,3.1341,0.2802,0.1356,2.9863,80.40,80.40,160.80
