round,cluster_id,accuracy,samples
0,0,0.3231,1173
0,1,0.0000,856
0,2,0.1394,251
0,3,0.5714,630
0,4,0.0299,1004
0,5,0.5391,128
0,6,0.0308,195
0,7,0.0000,74
0,8,0.2737,738
0,9,0.0017,604
0,10,0.0374,321
0,11,0.7699,678
0,12,0.0254,946
0,13,0.0448,134
0,14,0.3451,339
0,15,0.0000,789
0,16,0.0993,574
0,17,0.3922,566
1,0,0.2387,1173
1,1,0.0000,856
1,2,0.0040,251
1,3,0.5825,630
1,4,0.0249,1004
1,5,0.5547,128
1,6,0.0103,195
1,7,0.0000,74
1,8,0.2683,738
1,9,0.0017,604
1,10,0.0374,321
1,11,0.7699,678
1,12,0.0063,946
1,13,0.0149,134
1,14,0.3245,339
1,15,0.0000,789
1,16,0.0557,574
1,17,0.4311,566
2,0,0.2319,1173
2,1,0.0000,856
2,2,0.0080,251
2,3,0.5794,630
2,4,0.0658,1793
2,5,0.1040,702
2,6,0.0103,195
2,7,0.0000,74
2,8,0.2656,738
2,9,0.0017,604
2,10,0.0405,321
2,11,0.7699,678
2,12,0.0074,946
2,13,0.0149,134
2,14,0.1858,339
2,17,0.4505,566
3,0,0.2319,1173
3,1,0.0000,856
3,2,0.0040,251
3,3,0.5794,630
3,4,0.1071,1793
3,5,0.1026,702
3,6,0.0103,195
3,7,0.0000,74
3,8,0.2656,738
3,9,0.0017,604
3,10,0.0561,321
3,11,0.7699,678
3,12,0.0074,946
3,13,0.0075,134
3,14,0.1534,339
3,17,0.4664,566
4,0,0.2319,1173
4,1,0.0012,856
4,2,0.0040,251
4,3,0.5810,630
4,4,0.1450,1793
4,5,0.1467,702
4,6,0.0103,195
4,7,0.0000,74
4,8,0.2642,738
4,9,0.0017,604
4,10,0.0561,321
4,11,0.7699,678
4,12,0.0063,946
4,13,0.0075,134
4,14,0.1209,339
4,17,0.4647,566
5,0,0.2319,1173
5,1,0.0000,856
5,2,0.0000,251
5,3,0.5825,630
5,4,0.1556,1793
5,5,0.2165,702
5,6,0.0103,195
5,7,0.0000,74
5,8,0.2656,738
5,9,0.0017,604
5,10,0.0779,321
5,11,0.7699,678
5,12,0.0106,946
5,13,0.0075,134
5,14,0.1091,339
5,17,0.4647,566
6,0,0.2319,1173
6,1,0.0000,856
6,2,0.1847,379
6,3,0.5825,630
6,4,0.2878,1004
6,5,0.0557,574
6,6,0.0103,195
6,7,0.0000,74
6,8,0.2656,738
6,9,0.0017,604
6,10,0.0623,321
6,11,0.7699,678
6,12,0.0127,946
6,13,0.0075,134
6,14,0.0767,339
6,17,0.4700,566
6,18,0.0000,789
7,0,0.2319,1173
7,1,0.0000,856
7,2,0.1900,379
7,3,0.5810,630
7,4,0.2888,1004
7,5,0.0226,574
7,6,0.0103,195
7,7,0.0000,74
7,8,0.2656,738
7,9,0.0017,604
7,10,0.0872,321
7,11,0.7699,678
7,12,0.0169,946
7,13,0.0075,134
7,14,0.0649,339
7,17,0.4682,566
7,18,0.0000,789
8,0,0.2319,1173
8,1,0.0000,856
8,2,0.1175,953
8,3,0.5825,630
8,4,0.1634,1793
8,6,0.0103,195
8,7,0.0000,74
8,8,0.2642,738
8,9,0.0017,604
8,10,0.0841,321
8,11,0.7699,678
8,12,0.0243,946
8,13,0.0075,134
8,14,0.0649,339
8,17,0.4735,566
9,0,0.2319,1173
9,1,0.0000,856
9,2,0.1522,953
9,3,0.5825,630
9,4,0.1785,1793
9,6,0.0103,195
9,7,0.0000,74
9,8,0.2710,738
9,9,0.0017,604
9,10,0.0748,321
9,11,0.7699,678
9,12,0.0233,946
9,13,0.0075,134
9,14,0.0678,339
9,17,0.4682,566
10,0,0.2319,1173
10,1,0.0000,856
10,2,0.0453,574
10,3,0.5825,630
10,4,0.3217,1921
10,6,0.0103,195
10,7,0.0000,74
10,8,0.2642,738
10,9,0.0017,604
10,10,0.0966,321
10,11,0.7699,678
10,12,0.0222,946
10,13,0.2675,385
10,14,0.0708,339
10,17,0.4682,566
11,0,0.2319,1173
11,1,0.0000,856
11,2,0.0209,574
11,3,0.5825,630
11,4,0.2957,1921
11,6,0.0103,195
11,7,0.0000,74
11,8,0.2724,738
11,9,0.0017,604
11,10,0.0748,321
11,11,0.7699,678
11,12,0.0190,946
11,13,0.1948,385
11,14,0.0767,339
11,17,0.4717,566
12,0,0.2319,1173
12,1,0.0000,856
12,2,0.0797,953
12,3,0.5825,630
12,4,0.0400,1927
12,6,0.0103,195
12,7,0.0000,74
12,8,0.2724,738
12,9,0.0017,604
12,10,0.0966,321
12,11,0.7699,678
12,12,0.0127,946
12,14,0.0767,339
12,17,0.4717,566
13,0,0.2319,1173
13,1,0.0000,856
13,2,0.1207,953
13,3,0.5825,630
13,4,0.1173,1927
13,6,0.0103,195
13,7,0.0000,74
13,8,0.2656,738
13,9,0.0017,604
13,10,0.0966,321
13,11,0.7699,678
13,12,0.0116,946
13,14,0.0826,339
13,17,0.4735,566
14,0,0.2319,1173
14,1,0.0000,856
14,2,0.0267,825
14,3,0.0092,109
14,4,0.2962,1921
14,6,0.0103,195
14,7,0.0000,74
14,8,0.2696,738
14,9,0.0017,604
14,10,0.0966,321
14,11,0.7699,678
14,12,0.0243,946
14,14,0.0796,339
14,17,0.4594,566
14,18,0.7025,521
14,19,0.0299,134
15,0,0.2319,1173
15,1,0.0000,856
15,2,0.0145,825
15,3,0.0092,109
15,4,0.2806,1921
15,6,0.0103,195
15,7,0.0000,74
15,8,0.2696,738
15,9,0.0017,604
15,10,0.0903,321
15,11,0.7699,678
15,12,0.0085,946
15,14,0.0826,339
15,17,0.4753,566
15,18,0.7025,521
15,19,0.0149,134
16,0,0.2319,1173
16,1,0.0000,856
16,2,0.0085,825
16,3,0.5825,630
16,4,0.2863,1921
16,6,0.0103,195
16,7,0.0000,74
16,8,0.2696,738
16,9,0.0017,604
16,10,0.0903,321
16,11,0.7699,678
16,12,0.0085,946
16,14,0.0855,339
16,17,0.4770,566
16,19,0.0075,134
17,0,0.2319,1173
17,1,0.0000,856
17,2,0.0061,825
17,3,0.5825,630
17,4,0.2889,1921
17,6,0.0103,195
17,7,0.0000,74
17,8,0.2737,738
17,9,0.0017,604
17,10,0.0966,321
17,11,0.7699,678
17,12,0.0148,946
17,14,0.0855,339
17,17,0.4788,566
17,19,0.0075,134
18,0,0.2319,1173
18,1,0.0000,856
18,2,0.1952,702
18,3,0.5825,630
18,4,0.1276,2132
18,6,0.0103,195
18,7,0.0000,74
18,8,0.2737,738
18,9,0.0017,604
18,10,0.0997,321
18,11,0.7699,678
18,12,0.0116,946
18,17,0.4823,566
18,19,0.2364,385
19,0,0.2319,1173
19,1,0.0000,856
19,2,0.3048,702
19,3,0.5825,630
19,4,0.1843,2132
19,6,0.0103,195
19,7,0.0000,74
19,8,0.2751,738
19,9,0.0017,604
19,10,0.1059,321
19,11,0.7699,678
19,12,0.0233,946
19,17,0.4770,566
19,19,0.1948,385
20,0,0.2319,1173
20,1,0.0000,856
20,2,0.1254,574
20,3,0.5825,630
20,4,0.3113,1921
20,6,0.0103,195
20,7,0.0000,74
20,8,0.2724,738
20,9,0.0017,604
20,10,0.1090,321
20,11,0.7699,678
20,12,0.0285,946
20,17,0.4735,566
20,19,0.1532,385
20,20,0.1327,339
21,0,0.2319,1173
21,1,0.0000,856
21,2,0.0767,574
21,3,0.5825,630
21,4,0.2884,1921
21,6,0.0103,195
21,7,0.0000,74
21,8,0.2710,738
21,9,0.0017,604
21,10,0.1059,321
21,11,0.7699,678
21,12,0.0063,946
21,17,0.4717,566
21,19,0.1455,385
21,20,0.1209,339
22,0,0.2319,1173
22,1,0.0012,856
22,2,0.2821,702
22,3,0.5825,630
22,4,0.3257,1004
22,6,0.0103,195
22,7,0.0000,74
22,8,0.2737,738
22,9,0.0017,604
22,10,0.1059,321
22,11,0.7699,678
22,12,0.0169,946
22,17,0.4735,566
22,19,0.1532,385
22,20,0.1180,339
22,21,0.0000,789
23,0,0.2319,1173
23,1,0.0012,856
23,2,0.3476,702
23,3,0.5825,630
23,4,0.3157,1004
23,6,0.0103,195
23,7,0.0000,74
23,8,0.2710,738
23,9,0.0017,604
23,10,0.0966,321
23,11,0.7699,678
23,12,0.0243,946
23,17,0.4788,566
23,19,0.1351,385
23,20,0.1180,339
23,21,0.0000,789
24,0,0.2319,1173
24,1,0.0035,856
24,2,0.3604,702
24,3,0.5825,630
24,4,0.1668,1793
24,6,0.0103,195
24,7,0.0000,74
24,8,0.2737,738
24,9,0.0017,604
24,10,0.1028,321
24,11,0.7699,678
24,12,0.0359,946
24,17,0.4770,566
24,19,0.1143,385
24,20,0.1091,339
25,0,0.2319,1173
25,1,0.0035,856
25,2,0.3746,702
25,3,0.5825,630
25,4,0.1913,1793
25,6,0.0103,195
25,7,0.0000,74
25,8,0.2724,738
25,9,0.0017,604
25,10,0.1090,321
25,11,0.7699,678
25,12,0.0603,946
25,17,0.4735,566
25,19,0.1273,385
25,20,0.1062,339
26,0,0.2319,1173
26,1,0.0035,856
26,2,0.0109,825
26,3,0.5825,630
26,4,0.1997,1793
26,6,0.0103,195
26,7,0.0000,74
26,8,0.2724,738
26,9,0.0017,604
26,10,0.0997,321
26,11,0.7699,678
26,12,0.0275,946
26,17,0.4700,566
26,19,0.0075,134
26,20,0.1478,467
27,0,0.2319,1173
27,1,0.0047,856
27,2,0.0194,825
27,3,0.5825,630
27,4,0.1974,1793
27,6,0.0103,195
27,7,0.0000,74
27,8,0.2751,738
27,9,0.0017,604
27,10,0.1059,321
27,11,0.7699,678
27,12,0.0307,946
27,17,0.4770,566
27,19,0.0075,134
27,20,0.1499,467
28,0,0.2319,1173
28,1,0.0047,856
28,2,0.1322,953
28,3,0.5825,630
28,4,0.3317,1004
28,6,0.0103,195
28,7,0.0000,74
28,8,0.2696,738
28,9,0.0017,604
28,10,0.1153,321
28,11,0.7699,678
28,12,0.0338,946
28,17,0.4753,566
28,19,0.0011,923
28,20,0.0000,339
29,0,0.2319,1173
29,1,0.0058,856
29,2,0.2015,953
29,3,0.5810,630
29,4,0.3098,1004
29,6,0.0103,195
