round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.0999,0.0999,2.3044,0.0999,0.0999,2.3044,0.00,196.36,196.36
2,0.1176,0.1257,2.2989,0.2064,0.1121,2.3308,196.36,196.36,392.73
3,0.2979,0.3486,2.1550,0.3557,0.1388,2.2588,196.36,196.36,392.73
4,0.4525,0.4971,1.9761,0.4366,0.1701,2.0646,196.36,196.36,392.73
5,0.5058,0.5442,1.8354,0.5032,0.2086,1.8498,196.36,196.36,392.73
6,0.5503,0.5853,1.7152,0.5579,0.2449,1.6930,196.36,196.36,392.73
7,0.5891,0.6225,1.6092,0.6028,0.2776,1.5858,196.36,196.36,392.73
8,0.6202,0.6514,1.5172,0.6257,0.2991,1.5063,196.36,196.36,392.73
9,0.6409,0.6714,1.4387,0.6479,0.3186,1.4405,196.36,196.36,392.73
10,0.6545,0.6851,1.3696,0.6689,0.3372,1.3844,196.36,196.36,392.73
11,0.6639,0.6928,1.3103,0.6826,0.3536,1.3352,196.36,196.36,392.73
12,0.6692,0.7022,1.2589,0.6990,0.3711,1.2897,196.36,196.36,392.73
13,0.6761,0.7097,1.2129,0.7108,0.3847,1.2468,196.36,196.36,392.73
14,0.6809,0.7162,1.1731,0.7224,0.3999,1.2090,196.36,196.36,392.73
15,0.6855,0.7186,1.1341,0.7318,0.4148,1.1734,196.36,196.36,392.73
16,0.6872,0.7207,1.1033,0.7405,0.4277,1.1385,196.36,196.36,392.73
17,0.6901,0.7254,1.0716,0.7475,0.4397,1.1074,196.36,196.36,392.73
18,0.6943,0.7304,1.0437,0.7576,0.4532,1.0775,196.36,196.36,392.73
19,0.6975,0.7331,1.0197,0.7636,0.4630,1.0494,196.36,196.36,392.73
20,0.6992,0.7355,0.9979,0.7683,0.4737,1.0236,196.36,196.36,392.73
21,0.7038,0.7386,0.9743,0.7740,0.4855,0.9981,196.36,196.36,392.73
22,0.7064,0.7409,0.9580,0.7814,0.4993,0.9746,196.36,196.36,392.73
23,0.7096,0.7432,0.9385,0.7834,0.5072,0.9527,196.36,196.36,392.73
24,0.7128,0.7461,0.9229,0.7900,0.5186,0.9311,196.36,196.36,392.73
25,0.7148,0.7488,0.9072,0.7941,0.5267,0.9112,196.36,196.36,392.73
26,0.7164,0.7504,0.8930,0.7979,0.5371,0.8915,196.36,196.36,392.73
27,0.7195,0.7528,0.8801,0.8028,0.5446,0.8735,196.36,196.36,392.73
