round,cluster_id,accuracy,samples
0,0,0.0528,322
0,1,0.0459,501
0,2,0.0818,318
0,3,0.0913,230
0,4,0.0492,183
0,5,0.2727,330
0,6,0.0689,334
0,7,0.1356,435
0,8,0.0326,215
0,9,0.2013,313
0,10,0.1629,307
0,11,0.2446,417
0,12,0.0935,214
0,13,0.0831,301
0,14,0.2255,306
0,15,0.1333,210
0,16,0.0326,337
0,17,0.0585,325
0,18,0.0531,339
0,19,0.1106,199
0,20,0.1044,182
0,21,0.0938,128
0,22,0.0521,365
0,23,0.2160,338
0,24,0.2320,319
0,25,0.3084,321
0,26,0.0930,258
0,27,0.1055,275
0,28,0.2492,309
0,29,0.0602,216
0,30,0.0585,376
0,31,0.1131,274
0,32,0.1490,349
0,33,0.1215,247
0,34,0.2166,374
0,35,0.1558,321
0,36,0.1889,307
0,37,0.1457,247
0,38,0.1623,302
0,39,0.0643,311
0,40,0.1799,328
0,41,0.3312,311
0,42,0.2285,302
0,43,0.1988,332
0,44,0.0814,172
0,45,0.1509,212
0,46,0.0283,283
0,47,0.1164,335
0,48,0.0613,375
0,49,0.0823,413
1,0,0.0652,322
1,1,0.0858,501
1,2,0.0849,318
1,3,0.1174,230
1,4,0.0820,183
1,5,0.4030,330
1,6,0.1018,334
1,7,0.1747,435
1,8,0.0465,215
1,9,0.2460,313
1,10,0.2052,307
1,11,0.3213,417
1,12,0.1449,214
1,13,0.1030,301
1,14,0.2549,306
1,15,0.1429,210
1,16,0.0386,337
1,17,0.0554,325
1,18,0.0560,339
1,19,0.1106,199
1,20,0.1209,182
1,21,0.0938,128
1,22,0.0767,365
1,23,0.3254,338
1,24,0.3135,319
1,25,0.5826,321
1,26,0.1202,258
1,27,0.1091,275
1,28,0.2848,309
1,29,0.0602,216
1,30,0.0851,376
1,31,0.1204,274
1,32,0.1691,349
1,33,0.1377,247
1,34,0.2299,374
1,35,0.2181,321
1,36,0.3029,307
1,37,0.1822,247
1,38,0.2086,302
1,39,0.0868,311
1,40,0.2256,328
1,41,0.3794,311
1,42,0.2848,302
1,43,0.2530,332
1,44,0.0872,172
1,45,0.2311,212
1,46,0.0353,283
1,47,0.1373,335
1,48,0.0693,375
1,49,0.0751,413
2,0,0.0745,322
2,1,0.1478,230
2,2,0.0943,318
2,3,0.1421,183
