case,fusion_mode,router_enable,round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,local_over_pm,global_over_gm,acc_path,console_log
exp01_soft_pmheavy,soft,false,20,0.1145,0.1157,0.1116,0.1145,0.1116,0.1157,2.3016,26.2787,31.4943,57.7730,0.989628,1.025986,/home/mulsoap0504/FedCD/FedCD-Core/logs/FedCD/GM_VGG8W256_PM_VGG8W1290_Fext_SmallFExt/pat/NC_20/date_20260222/time_152053/acc.csv,/home/mulsoap0504/FedCD/compare/20260222_152046_routing_ablation/console/exp01_soft_pmheavy.log
exp02_soft_mid,soft,false,20,0.1149,0.1153,0.1113,0.1149,0.1113,0.1153,2.3016,26.2787,31.4943,57.7730,0.996531,1.032345,/home/mulsoap0504/FedCD/FedCD-Core/logs/FedCD/GM_VGG8W256_PM_VGG8W1290_Fext_SmallFExt/pat/NC_20/date_20260222/time_153506/acc.csv,/home/mulsoap0504/FedCD/compare/20260222_152046_routing_ablation/console/exp02_soft_mid.log
exp03_soft_balanced,soft,false,20,0.1125,0.1154,0.1113,0.1125,0.1113,0.1154,2.3016,26.2787,31.4943,57.7730,0.974870,1.010782,/home/mulsoap0504/FedCD/FedCD-Core/logs/FedCD/GM_VGG8W256_PM_VGG8W1290_Fext_SmallFExt/pat/NC_20/date_20260222/time_154922/acc.csv,/home/mulsoap0504/FedCD/compare/20260222_152046_routing_ablation/console/exp03_soft_balanced.log
exp04_soft_wide,soft,false,20,0.1125,0.1154,0.1113,0.1124,0.1113,0.1154,2.3016,26.2787,31.4943,57.7730,0.974870,1.009883,/home/mulsoap0504/FedCD/FedCD-Core/logs/FedCD/GM_VGG8W256_PM_VGG8W1290_Fext_SmallFExt/pat/NC_20/date_20260222/time_160341/acc.csv,/home/mulsoap0504/FedCD/compare/20260222_152046_routing_ablation/console/exp04_soft_wide.log
exp05_pm_defer_tuned,pm_defer_hard,false,20,0.1114,0.1157,0.1114,0.1114,0.1114,0.1156,2.3016,26.2787,31.4943,57.7730,0.962835,1.000000,/home/mulsoap0504/FedCD/FedCD-Core/logs/FedCD/GM_VGG8W256_PM_VGG8W1290_Fext_SmallFExt/pat/NC_20/date_20260222/time_161733/acc.csv,/home/mulsoap0504/FedCD/compare/20260222_152046_routing_ablation/console/exp05_pm_defer_tuned.log
exp06_router_soft_trained,router_soft,true,20,0.1025,0.1001,0.1006,0.1006,0.1006,0.1001,2.3029,26.6701,32.3552,59.0253,1.023976,1.000000,/home/mulsoap0504/FedCD/FedCD-Core/logs/FedCD/GM_VGG8W256_PM_VGG8W1290_Fext_SmallFExt/pat/NC_20/date_20260222/time_163011/acc.csv,/home/mulsoap0504/FedCD/compare/20260222_152046_routing_ablation/console/exp06_router_soft_trained.log
