round,cluster_id,accuracy,samples
0,0,0.0586,512
0,1,0.0990,667
0,2,0.0112,358
0,3,0.1681,696
0,4,0.0961,687
0,5,0.2055,764
0,6,0.0508,827
0,7,0.1274,738
0,8,0.0315,1017
0,9,0.1225,800
0,10,0.1414,863
0,11,0.1691,615
0,12,0.1185,692
0,13,0.0400,949
0,14,0.0505,1148
0,15,0.1382,702
0,16,0.1621,1024
0,17,0.1862,1015
0,18,0.1401,471
0,19,0.2613,463
1,0,0.1582,512
1,1,0.1139,667
1,2,0.0251,358
1,3,0.2514,696
1,4,0.1121,687
1,5,0.3626,764
1,6,0.0641,827
1,7,0.1694,738
1,8,0.0580,1017
1,9,0.1512,800
1,10,0.1784,863
1,11,0.1967,615
1,12,0.1228,692
1,13,0.1138,949
1,14,0.0749,1148
1,15,0.1610,702
1,16,0.1777,1024
1,17,0.2601,1015
1,18,0.2803,471
1,19,0.2959,463
2,0,0.3242,512
2,1,0.1364,667
2,2,0.0587,358
2,3,0.1688,800
2,4,0.4699,764
2,5,0.0865,1017
2,6,0.1514,687
2,7,0.1245,827
2,8,0.3233,696
2,9,0.1437,1148
2,10,0.1257,692
2,11,0.3089,463
2,12,0.3312,471
2,13,0.3271,1015
2,14,0.1963,1024
2,15,0.3688,949
2,16,0.1823,702
2,17,0.2202,863
2,18,0.2453,738
2,19,0.2325,615
3,0,0.4316,512
3,1,0.1589,667
3,2,0.1704,358
3,3,0.1900,800
3,4,0.5183,764
3,5,0.1091,1017
3,6,0.1965,687
3,7,0.2358,827
3,8,0.3664,696
3,9,0.2204,1148
3,10,0.1358,692
3,11,0.3348,463
3,12,0.3567,471
3,13,0.3921,1015
3,14,0.2070,1024
3,15,0.6270,949
3,16,0.2051,702
3,17,0.2630,863
3,18,0.3333,738
3,19,0.2780,615
4,0,0.4844,512
4,1,0.3324,358
4,2,0.4080,696
4,3,0.2431,687
4,4,0.1469,667
4,5,0.3889,738
4,6,0.1367,1017
4,7,0.2300,800
4,8,0.3672,463
4,9,0.5877,764
4,10,0.3737,471
4,11,0.3652,827
4,12,0.4522,1015
4,13,0.7408,949
4,14,0.2897,863
4,15,0.1724,702
4,16,0.2240,692
4,17,0.2970,1148
4,18,0.3528,615
4,19,0.2109,1024
5,0,0.5020,512
5,1,0.4330,358
5,2,0.4152,696
5,3,0.2809,687
5,4,0.1919,667
5,5,0.4743,738
5,6,0.1465,1017
5,7,0.2325,800
5,8,0.3693,463
5,9,0.6099,764
5,10,0.3758,471
5,11,0.4414,827
5,12,0.5172,1015
5,13,0.7692,949
5,14,0.3024,863
5,15,0.1895,702
5,16,0.2327,692
5,17,0.3763,1148
5,18,0.3642,615
5,19,0.2197,1024
6,0,0.5195,512
6,1,0.5000,358
6,2,0.3159,687
6,3,0.2362,800
6,4,0.2354,667
6,5,0.5122,738
6,6,0.2529,692
6,7,0.4138,696
6,8,0.4958,827
6,9,0.6296,764
6,10,0.1563,1017
6,11,0.5635,1015
6,12,0.3970,471
6,13,0.7777,949
6,14,0.4556,1148
6,15,0.2314,1024
6,16,0.2222,702
6,17,0.3198,863
6,18,0.3772,615
6,19,0.3758,463
7,0,0.5332,512
7,1,0.5307,358
7,2,0.3493,687
7,3,0.2375,800
7,4,0.2774,667
7,5,0.5257,738
7,6,0.2789,692
7,7,0.4239,696
7,8,0.5381,827
7,9,0.6466,764
7,10,0.1809,1017
7,11,0.6079,1015
7,12,0.4204,471
7,13,0.7777,949
7,14,0.5105,1148
7,15,0.2471,1024
7,16,0.2550,702
7,17,0.3244,863
7,18,0.3854,615
7,19,0.3801,463
8,0,0.5527,512
8,1,0.5223,358
8,2,0.2924,667
8,3,0.3654,687
8,4,0.2350,800
8,5,0.2471,692
8,6,0.4080,696
8,7,0.6505,764
8,8,0.5257,738
8,9,0.5441,827
8,10,0.5941,1015
8,11,0.3279,863
8,12,0.5714,1148
8,13,0.7819,949
8,14,0.2354,1024
8,15,0.3431,615
8,16,0.2906,702
8,17,0.1799,1017
8,18,0.4225,471
8,19,0.3780,463
9,0,0.5762,512
9,1,0.5419,358
9,2,0.3298,667
9,3,0.3886,687
9,4,0.2375,800
9,5,0.2645,692
9,6,0.4109,696
9,7,0.6558,764
9,8,0.5420,738
9,9,0.5502,827
9,10,0.6365,1015
9,11,0.3360,863
9,12,0.5897,1148
9,13,0.7819,949
9,14,0.2539,1024
9,15,0.3447,615
9,16,0.3134,702
9,17,0.2085,1017
9,18,0.4459,471
9,19,0.3758,463
10,0,0.5957,512
10,1,0.5503,358
10,2,0.3703,667
10,3,0.4178,687
10,4,0.6571,764
10,5,0.5420,738
10,6,0.2387,800
10,7,0.4124,696
10,8,0.2861,692
10,9,0.3758,463
10,10,0.6611,1015
10,11,0.2399,1017
10,12,0.3234,702
10,13,0.7819,949
10,14,0.4947,471
10,15,0.5502,827
10,16,0.2705,1024
10,17,0.6010,1148
10,18,0.3511,863
10,19,0.3545,615
11,0,0.6230,512
11,1,0.5642,358
11,2,0.3943,667
11,3,0.4265,687
11,4,0.6571,764
11,5,0.5393,738
11,6,0.2400,800
11,7,0.4239,696
11,8,0.3136,692
11,9,0.3758,463
11,10,0.6897,1015
11,11,0.2684,1017
11,12,0.3405,702
11,13,0.7819,949
11,14,0.5159,471
11,15,0.5514,827
11,16,0.2900,1024
11,17,0.6054,1148
11,18,0.3638,863
11,19,0.3626,615
12,0,0.6641,512
12,1,0.5642,358
12,2,0.3988,667
12,3,0.4296,696
12,4,0.4672,687
12,5,0.2400,800
12,6,0.6906,1015
12,7,0.6571,764
12,8,0.2881,1017
12,9,0.5405,827
12,10,0.3685,863
12,11,0.2890,692
12,12,0.6167,1148
12,13,0.7819,949
12,14,0.3561,702
12,15,0.5461,738
12,16,0.3105,1024
12,17,0.3801,463
12,18,0.3642,615
12,19,0.5308,471
13,0,0.6895,512
13,1,0.5838,358
13,2,0.4063,667
13,3,0.4425,696
13,4,0.4818,687
13,5,0.2475,800
13,6,0.7133,1015
13,7,0.6558,764
13,8,0.3274,1017
13,9,0.5333,827
13,10,0.3789,863
13,11,0.3237,692
13,12,0.6202,1148
13,13,0.7819,949
13,14,0.3647,702
13,15,0.5501,738
13,16,0.3262,1024
13,17,0.3801,463
13,18,0.3789,615
13,19,0.5520,471
14,0,0.7207,512
14,1,0.5866,358
14,2,0.4108,667
14,3,0.4934,687
14,4,0.2500,800
14,5,0.4641,696
14,6,0.6545,764
14,7,0.3697,1017
14,8,0.6246,1148
14,9,0.3512,692
14,10,0.7819,949
14,11,0.7281,1015
14,12,0.3766,863
14,13,0.3789,615
14,14,0.5461,738
14,15,0.5272,827
14,16,0.5648,471
14,17,0.3516,1024
14,18,0.3761,702
14,19,0.3801,463
15,0,0.7500,512
15,1,0.5922,358
15,2,0.4258,667
15,3,0.5022,687
15,4,0.2525,800
15,5,0.4756,696
15,6,0.6558,764
15,7,0.4061,1017
15,8,0.6263,1148
15,9,0.3960,692
15,10,0.7819,949
15,11,0.7271,1015
15,12,0.3778,863
15,13,0.3837,615
15,14,0.5420,738
15,15,0.5260,827
15,16,0.5860,471
15,17,0.3809,1024
15,18,0.3846,702
15,19,0.3801,463
16,0,0.7832,512
16,1,0.4318,667
16,2,0.5894,358
16,3,0.4905,687
16,4,0.2550,800
16,5,0.4784,696
16,6,0.6558,764
16,7,0.4191,692
16,8,0.5151,827
16,9,0.3801,463
16,10,0.3989,702
16,11,0.5817,471
16,12,0.4307,1017
16,13,0.7261,1015
16,14,0.3945,1024
16,15,0.5488,738
16,16,0.6272,1148
16,17,0.3905,863
16,18,0.3805,615
16,19,0.7808,949
17,0,0.7988,512
17,1,0.4393,667
17,2,0.5950,358
17,3,0.4949,687
17,4,0.2637,800
17,5,0.4957,696
17,6,0.6558,764
17,7,0.4552,692
17,8,0.5187,827
17,9,0.3801,463
17,10,0.4046,702
17,11,0.5881,471
17,12,0.4484,1017
17,13,0.7192,1015
17,14,0.4150,1024
17,15,0.5461,738
17,16,0.6298,1148
17,17,0.3940,863
17,18,0.3870,615
17,19,0.7808,949
18,0,0.8086,512
18,1,0.4453,667
18,2,0.6034,358
18,3,0.5072,696
18,4,0.5434,738
18,5,0.2687,800
18,6,0.5022,687
18,7,0.6571,764
18,8,0.5945,471
18,9,0.4651,1017
18,10,0.5200,827
18,11,0.4595,692
18,12,0.6298,1148
18,13,0.3951,863
18,14,0.7808,949
18,15,0.4238,1024
18,16,0.3886,615
18,17,0.7182,1015
18,18,0.4117,702
18,19,0.3758,463
19,0,0.8184,512
19,1,0.4483,667
19,2,0.6089,358
19,3,0.5216,696
19,4,0.5420,738
19,5,0.2775,800
19,6,0.5051,687
19,7,0.6571,764
19,8,0.5881,471
19,9,0.4749,1017
19,10,0.5248,827
19,11,0.4624,692
19,12,0.6289,1148
19,13,0.3986,863
19,14,0.7808,949
19,15,0.4492,1024
19,16,0.3967,615
19,17,0.7123,1015
19,18,0.4188,702
19,19,0.3737,463
20,0,0.8203,512
20,1,0.6173,358
20,2,0.6623,764
20,3,0.4543,667
20,4,0.5345,827
20,5,0.4523,692
20,6,0.4570,1024
20,7,0.5066,687
20,8,0.2875,800
20,9,0.4179,615
20,10,0.7143,1015
20,11,0.5407,738
20,12,0.4818,1017
20,13,0.3975,863
20,14,0.7787,949
20,15,0.5302,696
20,16,0.6298,1148
20,17,0.3737,463
20,18,0.5924,471
20,19,0.4202,702
21,0,0.8242,512
21,1,0.6257,358
21,2,0.6649,764
21,3,0.4648,667
21,4,0.5357,827
21,5,0.4494,692
21,6,0.4668,1024
21,7,0.5066,687
21,8,0.2913,800
21,9,0.4309,615
21,10,0.7113,1015
21,11,0.5407,738
21,12,0.4916,1017
21,13,0.4009,863
21,14,0.7787,949
21,15,0.5330,696
21,16,0.6315,1148
21,17,0.3737,463
21,18,0.5945,471
21,19,0.4316,702
22,0,0.8281,512
22,1,0.5066,687
22,2,0.6285,358
22,3,0.3000,800
22,4,0.6662,764
22,5,0.4663,667
22,6,0.3737,463
22,7,0.5005,1017
22,8,0.5393,738
22,9,0.4436,692
22,10,0.7103,1015
22,11,0.5503,696
22,12,0.4359,702
22,13,0.4125,863
22,14,0.4756,1024
22,15,0.4358,615
22,16,0.5405,827
22,17,0.7787,949
22,18,0.5966,471
22,19,0.6324,1148
23,0,0.8340,512
23,1,0.5066,687
23,2,0.6341,358
23,3,0.3025,800
23,4,0.6649,764
23,5,0.4708,667
23,6,0.3737,463
23,7,0.5044,1017
23,8,0.5393,738
23,9,0.4451,692
23,10,0.7113,1015
23,11,0.5589,696
23,12,0.4402,702
23,13,0.4148,863
23,14,0.4844,1024
23,15,0.4390,615
23,16,0.5429,827
23,17,0.7787,949
23,18,0.6008,471
23,19,0.6324,1148
24,0,0.8320,512
24,1,0.6341,358
24,2,0.5153,687
24,3,0.4480,692
24,4,0.4783,667
24,5,0.7054,1015
24,6,0.2963,800
24,7,0.5434,738
24,8,0.5172,1017
24,9,0.6675,764
24,10,0.4530,702
24,11,0.7798,949
24,12,0.4287,863
24,13,0.5632,696
24,14,0.6333,1148
24,15,0.4717,1024
24,16,0.5987,471
24,17,0.4244,615
24,18,0.5490,827
24,19,0.3737,463
25,0,0.8359,512
25,1,0.6369,358
25,2,0.5197,687
25,3,0.4465,692
25,4,0.4798,667
25,5,0.7054,1015
25,6,0.3000,800
25,7,0.5434,738
25,8,0.5192,1017
25,9,0.6675,764
25,10,0.4544,702
25,11,0.7798,949
25,12,0.4311,863
25,13,0.5661,696
25,14,0.6359,1148
25,15,0.4746,1024
25,16,0.5966,471
25,17,0.4390,615
25,18,0.5478,827
25,19,0.3737,463
26,0,0.8379,512
26,1,0.6397,358
26,2,0.5197,687
26,3,0.5675,696
26,4,0.4828,667
26,5,0.5502,827
26,6,0.3050,800
26,7,0.5434,738
26,8,0.6702,764
26,9,0.3737,463
26,10,0.7103,1015
26,11,0.6368,1148
26,12,0.4345,863
26,13,0.5182,1017
26,14,0.4451,692
26,15,0.7798,949
26,16,0.4504,615
26,17,0.4630,702
26,18,0.4746,1024
26,19,0.5966,471
27,0,0.8398,512
27,1,0.6453,358
27,2,0.5182,687
27,3,0.5718,696
27,4,0.4843,667
27,5,0.5526,827
27,6,0.3063,800
27,7,0.5447,738
27,8,0.6715,764
27,9,0.3737,463
27,10,0.7143,1015
27,11,0.6394,1148
27,12,0.4334,863
27,13,0.5182,1017
27,14,0.4465,692
27,15,0.7798,949
27,16,0.4634,615
27,17,0.4687,702
27,18,0.4756,1024
27,19,0.5987,471
28,0,0.8398,512
28,1,0.4828,667
28,2,0.6453,358
28,3,0.6728,764
28,4,0.5211,687
28,5,0.3088,800
28,6,0.5526,827
28,7,0.5474,738
28,8,0.3801,463
28,9,0.5776,696
28,10,0.5113,1017
28,11,0.4436,692
28,12,0.6376,1148
28,13,0.7777,949
28,14,0.4775,1024
28,15,0.4672,702
28,16,0.4959,615
28,17,0.4218,863
28,18,0.5987,471
28,19,0.7261,1015
29,0,0.8418,512
29,1,0.4858,667
29,2,0.6453,358
29,3,0.6741,764
29,4,0.5226,687
29,5,0.3225,800
29,6,0.5574,827
29,7,0.5488,738
29,8,0.3823,463
29,9,0.5805,696
29,10,0.5084,1017
29,11,0.4436,692
29,12,0.6394,1148
29,13,0.7777,949
29,14,0.4717,1024
29,15,0.4672,702
29,16,0.5106,615
29,17,0.4264,863
29,18,0.5987,471
29,19,0.7281,1015
30,0,0.8438,512
30,1,0.4858,667
30,2,0.6453,358
30,3,0.5255,687
30,4,0.5805,696
30,5,0.3287,800
30,6,0.5623,827
30,7,0.6008,471
30,8,0.6780,764
30,9,0.4422,692
30,10,0.7310,1015
30,11,0.5084,1017
30,12,0.6394,1148
30,13,0.7777,949
30,14,0.4658,1024
30,15,0.4276,863
30,16,0.5220,615
30,17,0.5488,738
30,18,0.3844,463
30,19,0.4687,702
31,0,0.8457,512
31,1,0.4888,667
31,2,0.6425,358
31,3,0.5269,687
31,4,0.5848,696
31,5,0.3362,800
31,6,0.5635,827
31,7,0.6008,471
31,8,0.6793,764
31,9,0.4422,692
31,10,0.7330,1015
31,11,0.5093,1017
31,12,0.6411,1148
31,13,0.7777,949
31,14,0.4668,1024
31,15,0.4299,863
31,16,0.5301,615
31,17,0.5501,738
31,18,0.3888,463
31,19,0.4687,702
32,0,0.8477,512
32,1,0.5371,687
32,2,0.6480,358
32,3,0.3400,800
32,4,0.5833,696
32,5,0.5044,1017
32,6,0.4918,667
32,7,0.6832,764
32,8,0.4422,692
32,9,0.5542,738
32,10,0.3931,463
32,11,0.7320,1015
32,12,0.4276,863
32,13,0.5623,827
32,14,0.6402,1148
32,15,0.4772,702
32,16,0.7787,949
32,17,0.5382,615
32,18,0.4629,1024
32,19,0.5987,471
33,0,0.8477,512
33,1,0.5400,687
33,2,0.6536,358
33,3,0.3450,800
33,4,0.5848,696
33,5,0.5015,1017
33,6,0.4948,667
33,7,0.6859,764
33,8,0.4422,692
