round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1165,2.2802,495.2512,10741.6435,11236.8947
1,0.1622,2.2440,495.2512,495.2512,990.5023
2,0.2244,2.2076,495.2512,495.2512,990.5023
3,0.2862,2.1704,495.2512,495.2512,990.5023
4,0.3388,2.1304,495.2512,10741.6435,11236.8947
5,0.3716,2.0918,495.2512,495.2512,990.5023
6,0.3994,2.0530,495.2512,495.2512,990.5023
7,0.4225,2.0221,495.2512,495.2512,990.5023
8,0.4258,1.9895,495.2512,10741.6435,11236.8947
9,0.4420,1.9586,495.2512,495.2512,990.5023
10,0.4563,1.9288,495.2512,495.2512,990.5023
11,0.4689,1.8991,495.2512,495.2512,990.5023
12,0.4765,1.8696,495.2512,10741.6435,11236.8947
13,0.4890,1.8413,495.2512,495.2512,990.5023
14,0.4994,1.8142,495.2512,495.2512,990.5023
15,0.5100,1.7884,495.2512,495.2512,990.5023
16,0.5155,1.7630,495.2512,10741.6435,11236.8947
17,0.5230,1.7395,495.2512,495.2512,990.5023
18,0.5273,1.7174,495.2512,495.2512,990.5023
19,0.5320,1.6958,495.2512,495.2512,990.5023
20,0.5359,1.6758,495.2512,10741.6435,11236.8947
21,0.5397,1.6583,495.2512,495.2512,990.5023
22,0.5436,1.6398,495.2512,495.2512,990.5023
23,0.5463,1.6224,495.2512,495.2512,990.5023
24,0.5481,1.6032,495.2512,10741.6435,11236.8947
25,0.5500,1.5888,495.2512,495.2512,990.5023
26,0.5522,1.5742,495.2512,495.2512,990.5023
27,0.5544,1.5604,495.2512,495.2512,990.5023
28,0.5559,1.5460,495.2512,10741.6435,11236.8947
29,0.5580,1.5332,495.2512,495.2512,990.5023
30,0.5595,1.5207,495.2512,495.2512,990.5023
31,0.5615,1.5090,495.2512,495.2512,990.5023
32,0.5628,1.4952,495.2512,10741.6435,11236.8947
33,0.5650,1.4851,495.2512,495.2512,990.5023
34,0.5680,1.4736,495.2512,495.2512,990.5023
35,0.5704,1.4638,495.2512,495.2512,990.5023
36,0.5703,1.4515,495.2512,10741.6435,11236.8947
37,0.5727,1.4427,495.2512,495.2512,990.5023
38,0.5742,1.4321,495.2512,495.2512,990.5023
39,0.5771,1.4225,495.2512,495.2512,990.5023
40,0.5796,1.4145,495.2512,10741.6435,11236.8947
41,0.5808,1.4059,495.2512,495.2512,990.5023
42,0.5837,1.3973,495.2512,495.2512,990.5023
43,0.5864,1.3879,495.2512,495.2512,990.5023
44,0.5880,1.3787,495.2512,10741.6435,11236.8947
45,0.5897,1.3719,495.2512,495.2512,990.5023
46,0.5920,1.3638,495.2512,495.2512,990.5023
47,0.5944,1.3571,495.2512,495.2512,990.5023
48,0.5966,1.3488,495.2512,10741.6435,11236.8947
49,0.5989,1.3415,495.2512,495.2512,990.5023
50,0.6013,1.3340,495.2512,495.2512,990.5023
51,0.6035,1.3270,495.2512,495.2512,990.5023
52,0.6042,1.3206,495.2512,10741.6435,11236.8947
53,0.6066,1.3137,495.2512,495.2512,990.5023
54,0.6087,1.3075,495.2512,495.2512,990.5023
55,0.6107,1.3003,495.2512,495.2512,990.5023
56,0.6122,1.2933,495.2512,10741.6435,11236.8947
57,0.6143,1.2874,495.2512,495.2512,990.5023
58,0.6160,1.2807,495.2512,495.2512,990.5023
