round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.0113,0.0113,4.6059,0.0113,0.0113,4.6059,0.00,201.00,201.00
2,0.0113,0.0113,4.6069,0.0113,0.0113,4.6248,201.00,201.00,401.99
3,0.0134,0.0131,4.6027,0.0148,0.0113,4.6352,201.00,201.00,401.99
4,0.0184,0.0173,4.5900,0.0281,0.0128,4.6329,201.00,201.00,401.99
5,0.0197,0.0184,4.5771,0.0483,0.0159,4.6119,201.00,201.00,401.99
6,0.0216,0.0212,4.5648,0.0596,0.0181,4.5786,201.00,201.00,401.99
7,0.0252,0.0247,4.5536,0.0680,0.0196,4.5448,201.00,201.00,401.99
8,0.0280,0.0277,4.5428,0.0712,0.0205,4.5172,201.00,201.00,401.99
9,0.0298,0.0295,4.5325,0.0764,0.0214,4.4948,201.00,201.00,401.99
10,0.0314,0.0317,4.5224,0.0776,0.0221,4.4767,201.00,201.00,401.99
11,0.0323,0.0333,4.5127,0.0806,0.0224,4.4614,201.00,201.00,401.99
12,0.0338,0.0353,4.5037,0.0823,0.0229,4.4474,201.00,201.00,401.99
13,0.0355,0.0370,4.4940,0.0848,0.0233,4.4350,201.00,201.00,401.99
14,0.0374,0.0390,4.4856,0.0854,0.0235,4.4237,201.00,201.00,401.99
15,0.0383,0.0408,4.4765,0.0868,0.0238,4.4118,201.00,201.00,401.99
16,0.0408,0.0428,4.4679,0.0881,0.0242,4.3998,201.00,201.00,401.99
17,0.0425,0.0449,4.4593,0.0892,0.0245,4.3894,201.00,201.00,401.99
18,0.0440,0.0464,4.4508,0.0899,0.0250,4.3793,201.00,201.00,401.99
19,0.0459,0.0484,4.4429,0.0919,0.0253,4.3699,201.00,201.00,401.99
20,0.0472,0.0498,4.4339,0.0937,0.0260,4.3586,201.00,201.00,401.99
21,0.0494,0.0519,4.4263,0.0945,0.0264,4.3497,201.00,201.00,401.99
22,0.0517,0.0536,4.4183,0.0967,0.0268,4.3396,201.00,201.00,401.99
23,0.0530,0.0551,4.4105,0.0973,0.0274,4.3308,201.00,201.00,401.99
24,0.0550,0.0563,4.4030,0.0989,0.0278,4.3210,201.00,201.00,401.99
25,0.0557,0.0573,4.3955,0.1013,0.0283,4.3110,201.00,201.00,401.99
26,0.0565,0.0584,4.3879,0.1029,0.0289,4.3019,201.00,201.00,401.99
27,0.0572,0.0594,4.3792,0.1042,0.0293,4.2930,201.00,201.00,401.99
28,0.0588,0.0607,4.3729,0.1055,0.0300,4.2848,201.00,201.00,401.99
29,0.0598,0.0621,4.3657,0.1071,0.0306,4.2754,201.00,201.00,401.99
30,0.0608,0.0632,4.3591,0.1067,0.0310,4.2664,201.00,201.00,401.99
31,0.0618,0.0644,4.3520,0.1084,0.0316,4.2582,201.00,201.00,401.99
32,0.0633,0.0655,4.3449,0.1097,0.0318,4.2492,201.00,201.00,401.99
33,0.0647,0.0666,4.3376,0.1113,0.0322,4.2405,201.00,201.00,401.99
34,0.0646,0.0676,4.3302,0.1109,0.0326,4.2326,201.00,201.00,401.99
35,0.0654,0.0685,4.3231,0.1132,0.0331,4.2243,201.00,201.00,401.99
36,0.0666,0.0693,4.3161,0.1136,0.0335,4.2151,201.00,201.00,401.99
37,0.0673,0.0699,4.3099,0.1150,0.0341,4.2064,201.00,201.00,401.99
38,0.0682,0.0705,4.3025,0.1166,0.0344,4.1972,201.00,201.00,401.99
39,0.0688,0.0714,4.2957,0.1162,0.0349,4.1889,201.00,201.00,401.99
40,0.0698,0.0719,4.2890,0.1160,0.0353,4.1806,201.00,201.00,401.99
