round,cluster_id,accuracy,samples
0,0,0.1920,1245
0,1,0.0096,732
0,2,0.1727,278
0,3,0.1920,1094
0,4,0.0789,114
0,5,0.0864,521
0,6,0.0804,311
0,7,0.3339,596
0,8,0.2258,598
0,9,0.2186,485
0,10,0.5714,504
0,11,0.0526,570
0,12,0.0215,326
0,13,0.1527,334
0,14,0.0756,529
0,15,0.2892,446
0,16,0.1301,569
0,17,0.1283,748
1,0,0.1968,1245
1,1,0.0205,732
1,2,0.1583,278
1,3,0.1956,1094
1,4,0.0877,114
1,5,0.2917,521
1,6,0.0804,311
1,7,0.3557,596
1,8,0.2559,598
1,9,0.2495,485
1,10,0.6151,504
1,11,0.0544,570
1,12,0.0184,326
1,13,0.2186,334
1,14,0.0945,529
1,15,0.3655,446
1,16,0.1476,569
1,17,0.1604,748
2,0,0.3737,570
2,1,0.0260,732
2,2,0.1691,278
2,3,0.2029,1094
2,4,0.0965,114
2,5,0.3685,521
2,6,0.0882,986
2,7,0.3507,596
2,8,0.2642,598
2,9,0.2722,485
2,10,0.6290,504
2,11,0.0544,570
2,12,0.0215,326
2,13,0.2754,334
2,14,0.1399,529
2,15,0.3677,446
2,16,0.1582,569
2,17,0.1912,748
3,0,0.3807,570
3,1,0.0301,732
3,2,0.1763,278
3,3,0.2075,1094
3,4,0.1140,114
3,5,0.3916,521
3,6,0.0963,986
3,7,0.3574,596
3,8,0.2659,598
3,9,0.2722,485
3,10,0.6349,504
3,11,0.0509,570
3,12,0.0245,326
3,13,0.2844,334
3,14,0.2325,529
3,15,0.3722,446
3,16,0.1634,569
3,17,0.2233,748
4,0,0.3895,570
4,1,0.0328,732
4,2,0.1691,278
4,3,0.2112,1094
4,4,0.1228,114
4,5,0.4107,521
4,6,0.0974,986
4,7,0.3607,596
4,8,0.3559,1346
4,9,0.2540,819
4,10,0.6389,504
4,11,0.0544,570
4,12,0.0245,326
4,14,0.2571,529
4,15,0.3722,446
4,16,0.1687,569
5,0,0.3982,570
5,1,0.0355,732
5,2,0.1763,278
5,3,0.2166,1094
5,4,0.1404,114
5,5,0.4223,521
5,6,0.0994,986
5,7,0.3574,596
5,8,0.3670,1346
5,9,0.2711,819
5,10,0.6389,504
5,11,0.0526,570
5,12,0.0276,326
5,14,0.2968,529
5,15,0.3700,446
5,16,0.1722,569
6,0,0.3965,570
6,1,0.0423,732
6,2,0.1835,278
6,3,0.2239,1094
6,4,0.1404,114
6,5,0.4299,521
6,6,0.0804,311
6,7,0.3574,596
6,8,0.2625,598
6,9,0.3031,485
6,10,0.6369,504
6,11,0.0526,570
6,12,0.0307,326
6,14,0.3081,529
6,15,0.3744,446
6,16,0.1705,569
6,17,0.2281,675
6,18,0.2964,334
6,19,0.5548,748
7,0,0.4035,570
7,1,0.0410,732
7,2,0.1871,278
7,3,0.2185,1094
7,4,0.1404,114
7,5,0.4242,521
7,6,0.0804,311
7,7,0.3574,596
7,8,0.2625,598
7,9,0.2990,485
7,10,0.6310,504
7,11,0.0526,570
7,12,0.0307,326
7,14,0.3422,529
7,15,0.3744,446
7,16,0.1722,569
7,17,0.2519,675
7,18,0.3174,334
7,19,0.6003,748
8,0,0.4070,570
8,1,0.1388,1261
8,2,0.1871,278
8,3,0.2736,592
8,4,0.1404,114
8,5,0.4280,521
8,6,0.0804,311
8,7,0.3641,596
8,8,0.2609,598
8,9,0.3031,485
8,10,0.6329,504
8,11,0.0526,570
8,12,0.0307,326
8,15,0.3767,446
8,16,0.1740,569
8,17,0.2311,675
8,18,0.3293,334
8,19,0.6003,748
8,20,0.1135,502
9,0,0.3982,570
9,1,0.1427,1261
9,2,0.1978,278
9,3,0.2686,592
9,4,0.1404,114
9,5,0.4280,521
9,6,0.0804,311
9,7,0.3691,596
9,8,0.2659,598
9,9,0.3072,485
9,10,0.6349,504
9,11,0.0544,570
9,12,0.0307,326
9,15,0.3834,446
9,16,0.1757,569
9,17,0.2400,675
9,18,0.3263,334
9,19,0.6070,748
9,20,0.1016,502
10,0,0.4053,570
10,1,0.1459,1261
10,2,0.1906,278
10,3,0.2148,1094
10,4,0.1316,114
10,5,0.3778,847
10,6,0.0892,986
10,7,0.3591,596
10,8,0.2659,598
10,9,0.2590,1054
10,10,0.6310,504
10,11,0.0526,570
10,15,0.3767,446
10,18,0.3563,334
10,19,0.6070,748
11,0,0.4053,570
11,1,0.1515,1261
11,2,0.1978,278
11,3,0.2331,1094
11,4,0.1404,114
11,5,0.3896,847
11,6,0.0984,986
11,7,0.3742,596
11,8,0.2726,598
11,9,0.2571,1054
11,10,0.6290,504
11,11,0.0544,570
11,15,0.3812,446
11,18,0.3623,334
11,19,0.6096,748
12,0,0.2730,1139
12,1,0.0410,732
12,2,0.2050,278
12,3,0.1295,502
12,4,0.1667,114
12,5,0.4491,521
12,6,0.0804,311
12,7,0.3624,596
12,8,0.2425,1802
12,9,0.3010,485
12,10,0.6270,504
12,11,0.0526,570
12,15,0.3789,446
12,18,0.3653,334
12,19,0.6136,748
12,20,0.0307,326
12,21,0.2720,592
13,0,0.2853,1139
13,1,0.0410,732
13,2,0.2086,278
13,3,0.1155,502
13,4,0.1491,114
13,5,0.4223,521
13,6,0.0804,311
13,7,0.3708,596
13,8,0.2580,1802
13,9,0.3031,485
13,10,0.6329,504
13,11,0.0544,570
13,15,0.3767,446
13,18,0.3743,334
13,19,0.6123,748
13,20,0.0307,326
13,21,0.2720,592
14,0,0.1916,569
14,1,0.0410,732
14,2,0.2122,278
14,3,0.2294,1094
14,4,0.1404,114
14,5,0.4319,521
14,6,0.0943,986
14,7,0.3775,596
14,8,0.2659,598
14,9,0.3031,485
14,10,0.6349,504
14,11,0.0561,570
14,15,0.3789,446
14,18,0.3862,334
14,19,0.6324,748
14,20,0.0307,326
14,22,0.4193,570
14,23,0.3327,529
15,0,0.1775,569
15,1,0.0410,732
15,2,0.2194,278
15,3,0.2413,1094
15,4,0.1491,114
15,5,0.4299,521
15,6,0.1004,986
15,7,0.3674,596
15,8,0.2692,598
15,9,0.3052,485
15,10,0.6329,504
15,11,0.0561,570
15,15,0.3857,446
15,18,0.3802,334
15,19,0.6217,748
15,20,0.0307,326
15,22,0.4158,570
15,23,0.3573,529
16,0,0.2723,1054
16,1,0.0451,732
16,2,0.2194,278
16,3,0.2386,1094
16,4,0.1404,114
16,5,0.3884,847
16,6,0.0836,311
16,7,0.3691,596
16,8,0.2914,1273
16,10,0.6290,504
16,11,0.0561,570
16,15,0.3789,446
16,18,0.3743,334
16,19,0.6297,748
16,22,0.4211,570
16,23,0.3762,529
17,0,0.2761,1054
17,1,0.0451,732
17,2,0.2194,278
17,3,0.2459,1094
17,4,0.1754,114
17,5,0.3908,847
17,6,0.0836,311
17,7,0.3792,596
17,8,0.2938,1273
17,10,0.6329,504
17,11,0.0561,570
17,15,0.3924,446
17,18,0.3982,334
17,19,0.6270,748
17,22,0.4175,570
17,23,0.3629,529
18,0,0.3031,485
18,1,0.0492,732
18,2,0.2158,278
18,3,0.1633,502
18,4,0.1842,114
