round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4540,0.5666,0.1620,0.1441,0.1620,0.1290,1.5963,23.4676,31.2906,54.7581
1,0.5885,0.6308,0.1620,0.1376,0.1620,0.1288,1.3293,23.4676,23.4676,46.9351
2,0.6323,0.6520,0.1901,0.1381,0.1901,0.1314,1.2211,23.4676,31.2906,54.7581
3,0.6512,0.6663,0.1901,0.1379,0.1901,0.1339,1.1754,23.4676,23.4676,46.9351
4,0.6663,0.6764,0.2003,0.1397,0.2003,0.1358,1.1370,23.4676,31.2906,54.7581
5,0.6767,0.6868,0.2003,0.1411,0.2003,0.1379,1.1185,23.4676,23.4676,46.9351
6,0.6901,0.6997,0.2115,0.1430,0.2115,0.1403,1.0986,23.4676,31.2906,54.7581
7,0.6981,0.7073,0.2115,0.1442,0.2115,0.1418,1.0879,23.4676,23.4676,46.9351
8,0.7061,0.7134,0.2191,0.1456,0.2191,0.1431,1.0746,23.4676,31.2906,54.7581
9,0.7098,0.7173,0.2191,0.1460,0.2191,0.1436,1.0667,23.4676,23.4676,46.9351
10,0.7159,0.7226,0.2257,0.1469,0.2257,0.1446,1.0588,23.4676,31.2906,54.7581
11,0.7191,0.7255,0.2257,0.1476,0.2257,0.1452,1.0524,23.4676,23.4676,46.9351
12,0.7229,0.7283,0.2308,0.1481,0.2307,0.1457,1.0458,23.4676,31.2906,54.7581
13,0.7250,0.7306,0.2307,0.1484,0.2307,0.1461,1.0413,23.4676,23.4676,46.9351
14,0.7287,0.7351,0.2357,0.1490,0.2357,0.1470,1.0367,23.4676,31.2906,54.7581
15,0.7316,0.7372,0.2357,0.1495,0.2357,0.1474,1.0327,23.4676,23.4676,46.9351
16,0.7342,0.7400,0.2411,0.1498,0.2411,0.1480,1.0282,23.4676,31.2906,54.7581
17,0.7353,0.7405,0.2411,0.1500,0.2411,0.1482,1.0250,23.4676,23.4676,46.9351
18,0.7376,0.7422,0.2455,0.1503,0.2455,0.1485,1.0211,23.4676,31.2906,54.7581
19,0.7389,0.7453,0.2455,0.1504,0.2455,0.1490,1.0186,23.4676,23.4676,46.9351
20,0.7427,0.7481,0.2511,0.1511,0.2511,0.1497,1.0149,23.4676,31.2906,54.7581
