round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.6349,0.6391,0.1610,0.1317,0.1610,0.1295,0.8928,26.9305,31.4943,58.4248
1,0.6747,0.6769,0.1610,0.1364,0.1610,0.1356,0.7469,26.9305,26.9305,53.8611
2,0.6969,0.6981,0.1982,0.1404,0.1982,0.1399,0.6994,26.9305,31.4943,58.4248
3,0.7092,0.7115,0.1982,0.1427,0.1982,0.1426,0.6719,26.9305,26.9305,53.8611
4,0.7212,0.7231,0.2246,0.1450,0.2246,0.1449,0.6523,26.9305,31.4943,58.4248
5,0.7301,0.7324,0.2246,0.1467,0.2246,0.1467,0.6397,26.9305,26.9305,53.8611
6,0.7395,0.7409,0.2413,0.1484,0.2413,0.1482,0.6282,26.9305,31.4943,58.4248
7,0.7434,0.7444,0.2413,0.1492,0.2413,0.1490,0.6210,26.9305,26.9305,53.8611
8,0.7477,0.7484,0.2565,0.1500,0.2565,0.1498,0.6124,26.9305,31.4943,58.4248
9,0.7534,0.7540,0.2565,0.1509,0.2565,0.1508,0.6073,26.9305,26.9305,53.8611
10,0.7590,0.7597,0.2658,0.1519,0.2658,0.1518,0.6038,26.9305,31.4943,58.4248
11,0.7623,0.7634,0.2658,0.1526,0.2658,0.1526,0.5992,26.9305,26.9305,53.8611
12,0.7625,0.7633,0.2719,0.1528,0.2719,0.1527,0.5953,26.9305,31.4943,58.4248
13,0.7653,0.7662,0.2719,0.1533,0.2719,0.1533,0.5929,26.9305,26.9305,53.8611
14,0.7679,0.7684,0.2787,0.1540,0.2787,0.1539,0.5904,26.9305,31.4943,58.4248
15,0.7698,0.7705,0.2787,0.1545,0.2787,0.1544,0.5880,26.9305,26.9305,53.8611
16,0.7740,0.7752,0.2823,0.1549,0.2823,0.1550,0.5863,26.9305,31.4943,58.4248
17,0.7761,0.7775,0.2823,0.1553,0.2823,0.1555,0.5847,26.9305,26.9305,53.8611
18,0.7751,0.7765,0.2868,0.1554,0.2868,0.1556,0.5821,26.9305,31.4943,58.4248
19,0.7784,0.7793,0.2868,0.1559,0.2868,0.1560,0.5807,26.9305,26.9305,53.8611
20,0.7800,0.7806,0.2920,0.1561,0.2920,0.1561,0.5789,26.9305,31.4943,58.4248
21,0.7837,0.7843,0.2920,0.1568,0.2920,0.1570,0.5774,26.9305,26.9305,53.8611
22,0.7834,0.7840,0.2965,0.1566,0.2965,0.1568,0.5773,26.9305,31.4943,58.4248
23,0.7831,0.7841,0.2965,0.1570,0.2965,0.1571,0.5739,26.9305,26.9305,53.8611
24,0.7833,0.7850,0.2954,0.1569,0.2954,0.1572,0.5737,26.9305,31.4943,58.4248
25,0.7849,0.7861,0.2954,0.1572,0.2954,0.1575,0.5721,26.9305,26.9305,53.8611
26,0.7896,0.7905,0.2995,0.1577,0.2995,0.1578,0.5707,26.9305,31.4943,58.4248
27,0.7900,0.7910,0.2995,0.1579,0.2995,0.1581,0.5691,26.9305,26.9305,53.8611
28,0.7893,0.7903,0.2989,0.1582,0.2989,0.1583,0.5679,26.9305,31.4943,58.4248
29,0.7919,0.7930,0.2989,0.1584,0.2989,0.1586,0.5662,26.9305,26.9305,53.8611
30,0.7912,0.7920,0.3036,0.1582,0.3036,0.1584,0.5654,26.9305,31.4943,58.4248
31,0.7910,0.7922,0.3036,0.1583,0.3036,0.1585,0.5641,26.9305,26.9305,53.8611
