round,cluster_id,accuracy,samples
0,0,0.6480,500
0,1,0.7400,500
0,2,0.8580,500
0,3,0.7740,500
0,4,0.7860,500
0,5,0.8480,500
0,6,0.8260,500
0,7,0.8860,500
0,8,0.8900,500
0,9,0.8640,500
0,10,0.9160,500
0,11,0.8400,500
0,12,0.8820,500
0,13,0.8500,500
0,14,0.9040,500
0,15,0.7940,500
0,16,0.8440,500
0,17,0.7420,500
0,18,0.9120,500
0,19,0.8280,500
1,0,0.8220,500
1,1,0.7560,500
1,2,0.8920,500
1,3,0.8040,500
1,4,0.7980,500
1,5,0.8600,500
1,6,0.8480,500
1,7,0.9080,500
1,8,0.9180,500
1,9,0.8900,500
1,10,0.9200,500
1,11,0.8360,500
1,12,0.8900,500
1,13,0.8600,500
1,14,0.9160,500
1,15,0.8100,500
1,16,0.8660,500
1,17,0.7980,500
1,18,0.9240,500
1,19,0.8500,500
2,0,0.8360,1000
2,1,0.8360,500
2,2,0.9100,500
2,3,0.7980,500
2,4,0.8960,500
2,5,0.8660,500
2,6,0.9260,500
2,7,0.8700,500
2,8,0.9260,500
2,9,0.9280,500
2,10,0.8480,500
2,11,0.8120,500
2,12,0.8080,500
2,13,0.9160,500
2,14,0.8580,500
2,15,0.8420,500
2,16,0.9000,500
2,17,0.9400,500
2,18,0.8460,500
3,0,0.8370,1000
3,1,0.8520,500
3,2,0.9180,500
3,3,0.8460,500
3,4,0.9200,500
3,5,0.8640,500
3,6,0.9280,500
3,7,0.8720,500
3,8,0.9320,500
3,9,0.9300,500
3,10,0.8440,500
3,11,0.8160,500
3,12,0.7880,500
3,13,0.9240,500
3,14,0.8720,500
3,15,0.8460,500
3,16,0.9100,500
3,17,0.9420,500
3,18,0.8280,500
4,0,0.0640,2000
4,1,0.0020,2000
4,2,0.3180,1000
4,3,0.0055,2000
4,4,0.3610,1000
4,5,0.5200,500
4,6,0.7580,500
4,7,0.6380,500
4,8,0.6880,500
5,0,0.9255,2000
5,1,0.9315,2000
5,2,0.7750,1000
5,3,0.8530,2000
5,4,0.8710,1000
5,5,0.8560,500
