round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.6212,0.6436,0.1548,0.1311,0.1549,0.1310,1.2119,15.2351,30.4703,45.7054
1,0.6572,0.6781,0.1548,0.1349,0.1549,0.1361,1.1419,15.2351,15.2351,30.4703
2,0.6796,0.6869,0.1565,0.1384,0.1565,0.1381,1.1141,15.2351,30.4703,45.7054
3,0.6956,0.6972,0.1565,0.1405,0.1565,0.1401,1.0982,15.2351,15.2351,30.4703
4,0.7002,0.7063,0.1570,0.1414,0.1569,0.1415,1.0879,15.2351,30.4703,45.7054
5,0.7106,0.7148,0.1570,0.1429,0.1569,0.1432,1.0790,15.2351,15.2351,30.4703
6,0.7135,0.7198,0.1577,0.1437,0.1577,0.1442,1.0714,15.2351,30.4703,45.7054
7,0.7192,0.7245,0.1577,0.1447,0.1577,0.1452,1.0654,15.2351,15.2351,30.4703
8,0.7230,0.7287,0.1585,0.1452,0.1585,0.1458,1.0584,15.2351,30.4703,45.7054
9,0.7264,0.7311,0.1585,0.1460,0.1585,0.1463,1.0527,15.2351,15.2351,30.4703
10,0.7293,0.7377,0.1591,0.1465,0.1591,0.1476,1.0487,15.2351,30.4703,45.7054
11,0.7329,0.7409,0.1591,0.1472,0.1591,0.1482,1.0434,15.2351,15.2351,30.4703
12,0.7364,0.7431,0.1606,0.1478,0.1607,0.1488,1.0394,15.2351,30.4703,45.7054
13,0.7395,0.7470,0.1606,0.1483,0.1607,0.1492,1.0355,15.2351,15.2351,30.4703
14,0.7434,0.7493,0.1617,0.1490,0.1617,0.1497,1.0318,15.2351,30.4703,45.7054
15,0.7483,0.7530,0.1617,0.1502,0.1617,0.1503,1.0273,15.2351,15.2351,30.4703
16,0.7484,0.7537,0.1616,0.1502,0.1616,0.1506,1.0247,15.2351,30.4703,45.7054
17,0.7478,0.7548,0.1616,0.1503,0.1616,0.1510,1.0222,15.2351,15.2351,30.4703
18,0.7544,0.7582,0.1614,0.1510,0.1614,0.1515,1.0184,15.2351,30.4703,45.7054
19,0.7554,0.7584,0.1614,0.1514,0.1614,0.1519,1.0152,15.2351,15.2351,30.4703
20,0.7565,0.7632,0.1618,0.1516,0.1618,0.1524,1.0116,15.2351,30.4703,45.7054
21,0.7603,0.7646,0.1618,0.1521,0.1618,0.1529,1.0075,15.2351,15.2351,30.4703
22,0.7613,0.7693,0.1622,0.1523,0.1622,0.1536,1.0059,15.2351,30.4703,45.7054
23,0.7635,0.7693,0.1622,0.1528,0.1622,0.1538,1.0025,15.2351,15.2351,30.4703
